Deviendrez	Vvc	devenir
pensée	Nc	pensée
a	Vuc	avoir
prévenu	Ge	prévenir
mon	Ds	mon
bras	Nc	bras
.	Fs	.
Pour	S	pour
te	Pp	tu
punir	Vvn	punir
plutôt	Rg	plutôt
par	S	par
autant	Rg	autant
de	S	de
trépas	Nc	trépas
.	Fs	.
Mais	Cc	mais
que	Pr	que
puis	Vvc	pouvoir
-je	Vvc	-je
tenter	Vvn	tenter
qui	Pr	qui
ne	Rp	ne
me	Pp	je
fait	Vvc	faire
contraire	Ag	contraire
?	Fs	?
Mais	Cc	mais
où	Pr	où
je	Pp	je
ne	Rp	ne
puis	Vvc	pouvoir
rien	Pi	rien
,	Fw	,
que	Pr	que
ne	Rp	ne
pourra	Vvc	pouvoir
son	Ds	son
frère	Nc	frère
?	Fs	?
Il	Pp	il
m'	Pp	je
aime	Vvc	aimer
,	Fw	,
il	Pp	il
veut	Vvc	vouloir
régner	Vvn	régner
,	Fw	,
et	Cc	et
je	Pp	je
dois	Vvc	devoir
l'	Pp	il
engager	Vvn	engager
,	Fw	,
Par	Nc	par
ce	Dd	ce
double	Ag	double
intérêt	Nc	intérêt
à	S	à
vouloir	Vvn	vouloir
me	Pp	je
venger	Vvn	venger
.	Fs	.
Quand	Cs	quand
son	Ds	son
obéissance	Nc	obéissance
aura	Vuc	avoir
servi	Ge	servir
ma	Ds	mon
rage	Nc	rage
,	Fw	,
Son	Nc	son
pouvoir	Nc	pouvoir
et	Cc	et
son	Ds	son
rang	Nc	rang
apaiseront	Vvc	apaiser
l'	Da	le
orage	Nc	orage
.	Fs	.
Souffrez	Vvc	souffrir
que	Cs	que
de	S	de
mes	Ds	mon
maux	Nc	mal
je	Pp	je
vous	Pp	vous
puisse	Vvc	pouvoir
parler	Vvn	parler
M'	Vvc	m'
entendre	Vvn	entendre
seulement	Rg	seulement
sera	Vuc	être
me	Pp	je
consoler	Vvn	consoler
;	Fw	;
Madame	Nc	madame
,	Fw	,
je	Pp	je
vois	Vvc	voir
trop	Rg	trop
en	S	en
mon	Ds	mon
peu	Rg	peu
de	S	de
mérite	Nc	mérite
,	Fw	,
Du	Vvc	du
malheur	Nc	malheur
qui	Pr	qui
m'	Pp	je
attend	Vvc	attendre
le	Da	le
présage	Nc	présage
et	Cc	et
la	Da	le
suite	Nc	suite
,	Fw	,
Et	Vvc	et
que	Cs	que
par	S	par
votre	Ds	votre
choix	Nc	choix
,	Fw	,
du	S+Da	de+le
rang	Nc	rang
où	Pr	où
je	Pp	je
suis	Vuc	être
né	Ge	naître
,	Fw	,
Je	Vvc	je
vais	Vvc	aller
tomber	Vvn	tomber
aux	S+Da	à+les
pieds	Nc	pied
,	Fw	,
d'	S	de
un	Dn	un
frère	Nc	frère
couronné	Ge	couronner
:	Fw	:
Mais	Cc	mais
si	Cs	si
j'	Pp	je
ose	Vvc	oser
alléguer	Vvn	alléguer
mon	Ds	mon
rang	Nc	rang
et	Cc	et
ma	Ds	mon
naissance	Nc	naissance
,	Fw	,
Et	Vvc	et
les	Da	le
profonds	Ag	profond
respects	Nc	respect
de	S	de
mon	Ds	mon
obéissance	Nc	obéissance
,	Fw	,
Madame	Nc	madame
en	S	en
leur	Ds	leur
faveur	Nc	faveur
plus	Rg	plus
propice	Ag	propice
à	S	à
mon	Ds	mon
sort	Nc	sort
,	Fw	,
Avant	Ga	avant
que	Cs	que
de	S	de
choisir	Vvn	choisir
ordonnez	Vvc	ordonner
-moi	Vvc	-moi
la	Da	le
mort	Nc	mort
.	Fs	.
libérale	Nc	libéral
des	S+Da	de+le|de+les
biens	Nc	bien
que	Cs	que
l'	Da	le
un	Pi	un
et	Cc	et
l'	Da	le
autre	Pi	autre
espère	Vvc	espérer
,	Fw	,
Donnez	Vvc	donner
-moi	Vvc	-moi
le	Da	le
trépas	Nc	trépas
,	Fw	,
et	Cc	et
l'	Da	le
Empire	Nc	empire
à	S	à
mon	Ds	mon
frère	Nc	frère
,	Fw	,
Quelque	Vvc	quelque
soit	Vuc	être
mon	Ds	mon
bonheur	Nc	bonheur
,	Fw	,
pour	S	pour
un	Dn	un
présent	Nc	présent
si	Rg	si
doux	Ag	doux
,	Fw	,
Arsace	Vvc	arsace
assurément	Rg	assurément
n'	Rp	ne
en	Pp	en
sera	Vuc	être
point	Rg	point
jaloux	Ag	jaloux
.	Fs	.
Je	Pp	je
sens	Vvc	sentir
que	Cs	que
mon	Ds	mon
repos	Nc	repos
doit	Vvc	devoir
précéder	Vvn	précéder
le	Da	le
vôtre	As#Ps	vôtre
,	Fw	,
Je	Vvc	je
ne	Rp	ne
pourrais	Vvc	pouvoir
vous	Pp	vous
voir	Vvn	voir
entre	S	entre
les	Da	le
bras	Nc	bras
d'	S	de
un	Dn	un
autre	Pi	autre
:	Fw	:
Et	Cc	et
ce	Dd	ce
sceptre	Nc	sceptre
éclatant	Ga	éclater
que	Cs	que
l'	Pp	il
on	Pp	on
me	Pp	je
va	Vvc	aller
ravir	Vvn	ravir
,	Fw	,
Soulèverait	Vvc	soulèverait
ma	Ds	mon
haine	Nc	haine
au	S+Da	à+le
lieu	Nc	lieu
de	S	de
l'	Pp	il
asservir	Vvn	asservir
.	Fs	.
Ma	Ds	mon
gloire	Nc	gloire
me	Pp	je
prescrit	Vvc	prescrire
de	S	de
mourir	Vvn	mourir
avec	S	avec
elle	Pp	il
,	Fw	,
De	Vvc	de
n'	Rp	ne
être	Vun	être
point	Rg	point
sujet	Nc	sujet
,	Fw	,
pour	S	pour
n'	Rp	ne
être	Vun	être
point	Rg	point
rebelle	Ag	rebelle
;	Fw	;
Et	Vvc	et
je	Pp	je
dois	Vvc	devoir
éviter	Vvn	éviter
le	Da	le
malheur	Nc	malheur
sans	S	sans
égal	Nc	égal
,	Fw	,
D'	Vvc	d'
attaquer	Vvn	attaquer
votre	Ds	votre
époux	Nc	époux
pour	S	pour
punir	Vvn	punir
mon	Ds	mon
rival	Nc	rival
.	Fs	.
Ne	Rp	ne
pouvant	Ga	pouvoir
devenir	Vvn	devenir
ce	Pd	ce
que	Pr	que
l'	Da	le
amour	Nc	amour
assemble	Vvc	assembler
;	Fw	;
J'	Vvc	j'
aime	Vvc	aimer
mieux	Rg	mieux
le	Da	le
sauver	Vvn	sauver
que	Cs	que
de	S	de
vous	Pp	vous
perdre	Vvn	perdre
ensemble	Rg	ensemble
;	Fw	;
Car	Nc	car
je	Pp	je
sais	Vvc	savoir
que	Cs	que
ma	Ds	mon
rage	Nc	rage
irait	Vvc	aller
jusques	Nc	jusques
à	S	à
vous	Pp	vous
,	Fw	,
Puisque	Nc	puisque
étant	Ga	être
dans	S	dans
son	Ds	son
coeur	Nc	cœur
vous	Pp	vous
sentiriez	Vvc	sentir
ses	Ds	son
coups	Nc	coup
,	Fw	,
Donc	Vvc	donc
pour	S	pour
prévenir	Vvn	prévenir
...	Fs	...
Il	Vvc	il
en	Pp	en
perdra	Vvc	perdre
la	Da	le
vie	Nc	vie
.	Fs	.
Expirer	Vvn	expirer
à	S	à
vos	Ds	votre
yeux	Nc	œil
est	Vuc	être
mon	Ds	mon
unique	Ag	unique
envie	Nc	envie
.	Fs	.
Non	Rg	non
,	Fw	,
Prince	Vvc	prince
,	Fw	,
je	Pp	je
m'	Pp	je
égare	Vvc	égarer
en	S	en
suivant	Ga	suivre
mon	Ds	mon
transport	Nc	transport
,	Fw	,
Je	Vvc	je
parle	Vvc	parler
contre	S	contre
Arsace	Nc	arsace
et	Cc	et
demande	Vvc	demander
sa	Ds	son
mort	Nc	mort
.	Fs	.
Quoi	Pt	quoi
sa	Ds	son
mort	Nc	mort
?	Fs	?
Pour	S	pour
vous	Pp	vous
voir	Vvn	voir
sans	S	sans
rival	Nc	rival
et	Cc	et
sans	S	sans
maître	Nc	maître
,	Fw	,
Par	Nc	par
un	Dn	un
coup	Nc	coup
généreux	Ag	généreux
vengez	Vvc	venger
-moi	Vvc	-moi
de	S	de
ce	Dd	ce
traître	Nc	traître
,	Fw	,
Et	Vvc	et
témoignez	Vvc	témoigner
ainsi	Rg	ainsi
de	S	de
ma	Ds	mon
gloire	Nc	gloire
jaloux	Ag	jaloux
,	Fw	,
Ce	Vvc	ce
que	Cs	que
peuvent	Vvc	pouvoir
le	Da	le
Sceptre	Nc	sceptre
et	Cc	et
mon	Ds	mon
amour	Nc	amour
sur	S	sur
vous	Pp	vous
.	Fs	.
J'	Pp	je
ordonne	Vvc	ordonner
son	Ds	son
trépas	Nc	trépas
que	Cs	que
rien	Pi	rien
ne	Rp	ne
vous	Pp	vous
retienne	Vvc	retenir
,	Fw	,
Prêtez	Vvc	prêtez
-moi	Vvc	-moi
votre	Ds	votre
main	Nc	main
pour	S	pour
obtenir	Vvn	obtenir
la	Da	le
mienne	Ps	mien
,	Fw	,
Et	Vvc	et
payant	Ag	payant
de	S	de
son	Ds	son
sang	Nc	sang
,	Fw	,
et	Cc	et
l'	Da	le
Empire	Nc	empire
et	Cc	et
ma	Ds	mon
foi	Nc	foi
,	Fw	,
Faites	Vvc	faire
de	S	de
mon	Ds	mon
vengeur	Nc	vengeur
mon	Ds	mon
époux	Nc	époux
et	Cc	et
mon	Ds	mon
Roi	Nc	roi
.	Fs	.
Je	Pp	je
ne	Rp	ne
regarde	Vvc	regarder
ici	Rg	ici
forfait	Nc	forfait
ni	Cc	ni
récompense	Nc	récompense
,	Fw	,
Et	Vvc	et
ne	Rp	ne
veux	Vvc	vouloir
consulter	Vvn	consulter
que	Cs	que
mon	Ds	mon
obéissance	Nc	obéissance
,	Fw	,
Vous	Nc	vous
l'	Pp	il
ordonnez	Vvc	ordonner
,	Fw	,
Madame	Nc	madame
,	Fw	,
et	Cc	et
d'	S	de
un	Dn	un
esprit	Nc	esprit
soumis	Ge	soumettre
,	Fw	,
En	Vvc	en
vous	Pp	vous
obéissant	Ga	obéir
je	Pp	je
me	Pp	je
crois	Vvc	croire|croître
tout	Pi	tout
permis	Ge	permettre
.	Fs	.
Je	Pp	je
vais	Vvc	aller
donc	Rg	donc
le	Da	le
punir	Vvn	punir
d'	S	de
avoir	Vun	avoir
pu	Ge	pouvoir
vous	Pp	vous
déplaire	Vvn	déplaire
.	Fs	.
Mais	Cc	mais
mon	Ds	mon
amour	Nc	amour
veut-il	Vvc	veut-il
ce	Pd	ce
que	Pr	que
veut	Vvc	vouloir
ma	Ds	mon
colère	Nc	colère
?	Fs	?
Elle	Pp	il
ose	Vvc	oser
prononcer	Vvn	prononcer
l'	Da	le
arrêt	Nc	arrêt
de	S	de
son	Ds	son
trépas	Nc	trépas
,	Fw	,
Et	Vvc	et
l'	Da	le
amour	Nc	amour
à	S	à
l'	Da	le
instant	Nc	instant
ne	Rp	ne
le	Pp	il
révoque	Vvc	révoquer
pas	Rg	pas
?	Fs	?
Contre	S	contre
ce	Dd	ce
feu	Nc	feu
nouveau	Ag	nouveau
ma	Ds	mon
flamme	Nc	flamme
est	Vuc	être
languissante	Ag	languissant
!	Fs	!
Je	Pp	je
suis	Vuc	être
son	Ds	son
ennemi	Nc	ennemi
,	Fw	,
et	Cc	et
non	Rg	non
pas	Rg	pas
son	Ds	son
Amante	Nc	amant
?	Fs	?
Et	Cc	et
lorsque	Cs	lorsque
je	Pp	je
consens	Vvc	consentir
à	S	à
le	Pp	il
faire	Vvn	faire
périr	Vvn	périr
,	Fw	,
La	Vvc	la
crainte	Nc	crainte
de	S	de
sa	Ds	son
mort	Nc	mort
ne	Rp	ne
me	Pp	je
fait	Vvc	faire
pas	Rg	pas
mourir	Vvn	mourir
.	Fs	.
Va	Vvc	aller
,	Fw	,
ne	Rp	ne
me	Pp	je
parle	Vvc	parler
plus	Rg	plus
,	Fw	,
ô	I	oh
fureur	Nc	fureur
insensée	Ag	insensé
,	Fw	,
Si	Vvc	si
j'	Pp	je
ai	Vuc	avoir
peu	Rg	peu
fait	Ge	faire
pour	S	pour
toi	Pp	tu
d'	S	de
en	Pp	en
avoir	Vun	avoir
la	Da	le
pensée	Nc	pensée
.	Fs	.
Par	S	par
quelque	Di	quelque
grand	Ag	grand
mépris	Nc	mépris
qu'	Pr	que
il	Pp	il
ait	Vuc	avoir
pu	Ge	pouvoir
m'	Pp	je
outrager	Vvn	outrager
,	Fw	,
J'	Vvc	j'
en	Pp	en
ai	Vuc	avoir
trop	Rg	trop
fait	Ge	faire
pour	S	pour
moi	Pp	je
de	S	de
m'	Pp	je
en	S	en
vouloir	Vvn	vouloir
venger	Vvn	venger
;	Fw	;
Prince	Vvc	prince
,	Fw	,
qu'	Cs	que
il	Pp	il
vive	Vvc	vivre
donc	Rg	donc
,	Fw	,
et	Cc	et
puisqu'enfin	Cs	puisqu'enfin
je	Pp	je
l'	Pp	il
aime	Vvc	aimer
,	Fw	,
Au	Vvc	au
lieu	Nc	lieu
de	S	de
l'	Pp	il
attaquer	Vvn	attaquer
,	Fw	,
défendez-le	Vvc	défendez-le
vous	Pp	vous
-même	Vvc	-même
.	Fs	.
Je	Pp	je
vous	Pp	vous
obéirai	Vvc	obéir
,	Fw	,
Madame	Nc	madame
;	Fw	;
il	Pp	il
vient	Vvc	venir
ici	Rg	ici
.	Fs	.
Il	Pp	il
y	Pp	y
va	Vvc	aller
de	S	de
ma	Ds	mon
gloire	Nc	gloire
et	Cc	et
de	S	de
la	Da	le
vôtre	As#Ps	vôtre
aussi	Rg	aussi
.	Fs	.
Oui	Rg	oui
,	Fw	,
je	Pp	je
vais	Vvc	aller
l'	Pp	il
immoler	Vvn	immoler
,	Fw	,
rien	Pi	rien
ne	Rp	ne
m'	Pp	je
en	Pp	en
peut	Vvc	pouvoir
distraire	Vvn	distraire
,	Fw	,
Je	Vvc	je
lui	Pp	il
pardonnerais	Vvc	pardonner
s'	Cs	si
il	Pp	il
n'	Rp	ne
était	Vuc	être
pas	Rg	pas
mon	Ds	mon
frère	Nc	frère
,	Fw	,
Et	Vvc	et
si	Rg	si
comme	S	comme
mon	Ds	mon
frère	Nc	frère
,	Fw	,
il	Pp	il
n'	Rp	ne
était	Vuc	être
mon	Ds	mon
rival	Nc	rival
,	Fw	,
Et	Vvc	et
n'	Rp	ne
avait	Vuc	avoir
même	Rg	même
droit	Ag	droit
sur	S	sur
le	Da	le
bandeau	Nc	bandeau
royal	Ag	royal
.	Fs	.
Qu'	Cs	que
un	Dn	un
Roi	Nc	roi
pour	S	pour
te	Pp	tu
venger	Vvn	venger
à	S	à
ma	Ds	mon
perte	Nc	perte
conspire	Vvc	conspirer
,	Fw	,
Arsace	Vvc	arsace
qu'	Cs	que
il	Pp	il
m'	Pp	je
en	Pp	en
coûte	Vvc	coûter
et	Cc	et
le	Da	le
jour	Nc	jour
et	Cc	et
l'	Da	le
Empire	Nc	empire
.	Fs	.
Je	Pp	je
périrai	Vvc	périr
content	Ag	content
de	S	de
mon	Ds	mon
funeste	Ag	funeste
sort	Nc	sort
,	Fw	,
Si	Vvc	si
par	S	par
la	Da	le
tienne	Ps	tien
au	S+Da	à+le
moins	Nc	moins
j'	Pp	je
ai	Vuc	avoir
mérité	Ge	mériter
ma	Ds	mon
mort	Nc	mort
:	Fw	:
Mais	Cc	mais
dans	S	dans
ce	Dd	ce
lieu	Nc	lieu
fatal	Ag	fatal
nul	Pi	nul
témoin	Nc	témoin
ne	Rp	ne
m'	Pp	je
éclaire	Vvc	éclairer
,	Fw	,
Et	Vvc	et
puisque	Cs	puisque
d'	S	de
un	Dn	un
tel	Ag	tel
coup	Nc	coup
accuserait	Vvc	accuser
son	Ds	son
frère	Nc	frère
?	Fs	?
Notre	Ds	notre
malheur	Nc	malheur
est	Vuc	être
grand	Ag	grand
,	Fw	,
mais	Cc	mais
il	Pp	il
pourra	Vvc	pouvoir
finir	Vvn	finir
,	Fw	,
Si	Vvc	si
du	S+Da	de+le
moins	Rg	moins
une	Dn	un
fois	Nc	fois
nous	Pp	nous
nous	Pp	nous
pouvons	Vvc	pouvoir
unir	Vvn	unir
,	Fw	,
Le	Vvc	le
choix	Nc	choix
que	Cs	que
de	S	de
nous	Pp	nous
deux	Nc	deux
on	Pp	on
donne	Vvc	donner
à	S	à
la	Da	le
Princesse	Nc	prince|princesse
,	Fw	,
D'	Nc	d'
une	Dn	un
crainte	Nc	crainte
trop	Rg	trop
juste	Ag	juste
également	Rg	également
nous	Pp	nous
presse	Vvc	presser
,	Fw	,
Et	Vvc	et
quoi	Pt	quoi
qu'	Cs	que
à	S	à
l'	Da	le
un	Pi	un
de	S	de
nous	Pp	nous
,	Fw	,
il	Pp	il
doive	Vvc	devoir
être	Vun	être
bien	Rg	bien
cher	Ag	cher
,	Fw	,
Nous	Vvc	nous
n'	Rp	ne
agissons	Vvc	agir
tous	Di	tout
deux	Nc	deux
qu'	Cs	que
afin	S	afin
de	S	de
l'	Pp	il
empêcher	Vvn	empêcher
.	Fs	.
Mais	Cc	mais
le	Da	le
Roi	Nc	roi
qui	Pr	qui
le	Pp	il
sait	Vvc	savoir
,	Fw	,
et	Cc	et
qui	Pr	qui
craint	Vvc	craindre
qu'	Cs	que
un	Dn	un
rebelle	Nc	rebelle
Ne	Ag	ne
fasse	Vvc	faire
à	S	à
la	Da	le
Princesse	Nc	prince|princesse
une	Dn	un
injure	Nc	injure
mortelle	Ag	mortel
,	Fw	,
S'	Vvc	s'
en	S	en
offense	Nc	offence
mon	Ds	mon
frère	Nc	frère
,	Fw	,
et	Cc	et
nous	Pp	nous
vient	Vvc	venir
témoigner	Vvn	témoigner
Que	Vvc	que
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
qu'	Rg	que
à	S	à
ce	Dd	ce
prix	Nc	prix
que	Pr	que
nous	Pp	nous
pouvons	Vvc	pouvoir
régner	Vvn	régner
,	Fw	,
Il	Vvc	il
vient	Vvc	venir
exprès	Rg	exprès
ici	Rg	ici
:	Fw	:
mais	Cc	mais
quoi	Pt	quoi
qu'	Cs	que
il	Pp	il
en	Pp	en
ordonne	Vvc	ordonner
,	Fw	,
Demandons	Vvc	demander
à	S	à
l'	Da	le
envi	Nc	ennui|envi
qu'	Pr	que
il	Pp	il
garde	Vvc	garder
la	Da	le
Couronne	Nc	couronne
»	Fw	»
Et	Vvc	et
montrons	Vvc	montrer
...	Fs	...
Meurs	Nc	meurs
plutôt	Rg	plutôt
.	Fs	.
Attenter	Vvn	attenter
à	S	à
mes	Ds	mon
jours	Nc	jour
!	Fs	!
Ce	Pd	ce
n'	Rp	ne
est	Vuc	être
que	Rg	que
d'	S	de
un	Dn	un
moment	Nc	moment
en	S	en
prolonger	Vvn	prolonger
le	Da	le
cours	Nc	cour|cours|court
.	Fs	.
Ô	Vvc	ô
spectacle	Nc	spectacle
inhumain	Ag	inhumain
!	Fs	!
Dois	Vvc	devoir
-je	Vvc	-je
espérer	Vvn	espérer
ou	Cc	ou
craindre	Vvn	craindre
?	Fs	?
Et	Cc	et
suis	Vuc	être
-je	Ge	-je
ici	Rg	ici
venu	Ge	venir
les	Da	le
sauver	Vvn	sauver
ou	Cc	ou
les	Pp	ils
plaindre	Vvn	plaindre
?	Fs	?
N'	Rp	ne
achevez	Vvc	achever
pas	Rg	pas
le	Da	le
coup	Nc	coup
ou	Pr	où
je	Pp	je
vous	Pp	vous
ai	Vuc	avoir
surpris	Ge	surprendre
,	Fw	,
Le	Vvc	le
crime	Nc	crime
est	Vuc	être
assez	Rg	assez
grand	Ag	grand
de	S	de
l'	Pp	il
avoir	Vun	avoir
entrepris	Ge	entreprendre
.	Fs	.
Il	Pp	il
veut	Vvc	vouloir
m'	Pp	je
assassiner	Vvn	assassiner
.	Fs	.
Il	Pp	il
en	Pp	en
veut	Vvc	vouloir
à	S	à
ma	Ds	mon
vie	Nc	vie
.	Fs	.
Donc	Rg	donc
même	Ag	même
fureur	Nc	fureur
vous	Pp	vous
donnait	Vvc	donner
même	Ag	même
envie	Nc	envie
?	Fs	?
Mais	Cc	mais
lors	Rg	lors
qu'	Cs	que
à	S	à
cet	Dd	ce
excès	Nc	excès
vous	Pp	vous
en	Pp	en
êtes	Vuc	être
venus	Ge	venir
;	Fw	;
Répondez	Vvc	répondez
inhumains	Ag	inhumain
vous	Pp	vous
êtes	Vuc	être
-vous	Nc	-vous
connus	Vvc	connaître
:	Fw	:
Ou	Cc	ou
bien	Rg	bien
n'	Rp	ne
est-il	Ag	est-il
en	S	en
vous	Pp	vous
de	S	de
vous	Pp	vous
pouvoir	Vvn	pouvoir
connaître	Vvn	connaître
:	Fw	:
Que	Cs	que
quand	Cs	quand
vous	Pp	vous
regardez	Vvc	regarder
celui	Pd	celui
qui	Pr	qui
vous	Pp	vous
fît	Vvc	faire
naître	Vvn	naître
Le	Vvc	le
sang	Nc	sang
qui	Pr	qui
vous	Pp	vous
unit	Vvc	unir
de	S	de
ses	Ds	son
plus	Rg	plus
sacrés	Ge	sacrer
noeuds	Nc	nœud
,	Fw	,
Par	Nc	par
une	Dn	un
seule	Ag	seul
atteinte	Nc	atteinte
aurait	Vuc	avoir
coulé	Ge	couler
des	S+Da	de+le|de+les
deux	Nc	deux
,	Fw	,
Ô	Nc	ô
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
mal	Rg	mal
jugé	Ge	juger
de	S	de
vos	Ds	votre
âmes	Nc	âme
perfides	Ag	perfide
,	Fw	,
Je	Vvc	je
cherchais	Vvc	chercher
un	Dn	un
Monarque	Nc	monarque
entre	S	entre
deux	Nc	deux
parricides	Nc	parricide
,	Fw	,
Et	Vvc	et
voulant	Ga	vouloir
déposer	Vvn	déposer
le	Da	le
Sceptre	Nc	sceptre
dans	S	dans
vos	Ds	votre
mains	Nc	main
,	Fw	,
J'	Vvc	j'
en	Pp	en
partageais	Vvc	partager
l'	Da	le
espoir	Nc	espoir
entre	S	entre
deux	Nc	deux
assassins	Ag	assassin
.	Fs	.
Enfants	Nc	enfant
dénaturés	Ge	dénaturer
quel	Dt	quel
démon	Nc	démon
vous	Pp	vous
anime	Vvc	animer
?	Fs	?
Il	Pp	il
valait	Vvc	valoir
mieux	Rg	mieux
souffrir	Vvn	souffrir
que	Cs	que
commettre	Vvn	commettre
ce	Dd	ce
crime	Nc	crime
Du	Vvc	du
coup	Nc	coup
qu'	Pr	que
on	Pp	on
vous	Pp	vous
portait	Vvc	porter
ne	Rp	ne
vous	Pp	vous
pouvant	Ga	pouvoir
troubler	Vvn	troubler
Du	Vvc	du
coup	Nc	coup
que	Pr	que
vous	Pp	vous
portiez	Vvc	porter
il	Pp	il
vous	Pp	vous
fallait	Vvc	falloir
trembler	Vvn	trembler
,	Fw	,
Plutôt	Vvc	plutôt
que	Cs	que
d'	S	de
attaquer	Vvn	attaquer
une	Dn	un
si	Rg	si
chère	Ag	cher
vie	Nc	vie
,	Fw	,
Il	Vvc	il
fallait	Vvc	falloir
consentir	Vvn	consentir
qu'	Cs	que
elle	Pp	il
vous	Pp	vous
fut	Vuc	être
ravie	Ge	ravir
.	Fs	.
J'	Pp	je
en	Pp	en
aurais	Vuc	avoir
un	Pi	un
à	S	à
plaindre	Vvn	plaindre
,	Fw	,
et	Cc	et
j'	Pp	je
ai	Vuc	avoir
pour	S	pour
m'	Pp	je
affliger	Vvn	affliger
Mes	Vvc	mes
deux	Nc	deux
fils	Nc	fil|fils
à	S	à
punir	Vvn	punir
,	Fw	,
et	Cc	et
pas	Rg	pas
un	Dn	un
à	S	à
venger	Vvn	venger
.	Fs	.
Mais	Cc	mais
je	Pp	je
ne	Rp	ne
vois	Vvc	voir
qu'	Rg	que
un	Dn	un
fer	Nc	fer
;	Fw	;
c'	Pd	ce
est	Vuc	être
le	Da	le
vôtre	As#Ps	vôtre
ou	Pr	où
le	Da	le
vôtre	As#Ps	vôtre
,	Fw	,
Il	Vvc	il
ne	Rp	ne
pouvait	Vvc	pouvoir
ensemble	Rg	ensemble
attaquer	Vvn	attaquer
l'	Da	le
un	Pi	un
et	Cc	et
l'	Da	le
autre	Pi	autre
,	Fw	,
Et	Vvc	et
du	S+Da	de+le
crime	Nc	crime
de	S	de
l'	Da	le
un	Di	un
ce	Dd	ce
complice	Nc	complice
avéré	Ge	avérer
Est	Vvc	est
en	S	en
faveur	Nc	faveur
de	S	de
l'	Da	le
autre	Pi	autre
un	Dn	un
témoin	Nc	témoin
assuré	Ge	assurer
.	Fs	.
Il	Pp	il
le	Pp	il
rend	Vvc	rendre
innocent	Ag	innocent
s'	Cs	si
il	Pp	il
le	Pp	il
fait	Vvc	faire
méconnaître	Vvn	méconnaître
,	Fw	,
Et	Vvc	et
je	Pp	je
juge	Nc	juge
d'ailleurs	Ag	d'ailleurs
qu'	Pr	que
un	Pi	un
de	S	de
vous	Pp	vous
le	Pp	il
doit	Vvc	devoir
être	Vun	être
;	Fw	;
Car	Nc	car
deux	Nc	deux
coeurs	Nc	cœur
à	S	à
la	Da	le
fois	Nc	fois
n'	Rp	ne
auraient	Vuc	avoir
pu	Ge	pouvoir
concevoir	Vvn	concevoir
Le	Vvc	le
penser	Vvn	penser
seulement	Rg	seulement
d'	S	de
un	Dn	un
attentat	Nc	attentat
si	Rg	si
noir	Ag	noir
;	Fw	;
Mes	Vvc	mes
voeux	Nc	vœu
sont	Vuc	être
exaucés	Ge	exaucer
,	Fw	,
j'	Pp	je
en	Pp	en
ai	Vuc	avoir
donc	Rg	donc
un	Pi	un
à	S	à
plaindre	Vvn	plaindre
,	Fw	,
Et	Vvc	et
l'	Da	le
un	Pi	un
doit	Vvc	devoir
espérer	Vvn	espérer
,	Fw	,
lorsque	Cs	lorsque
l'	Da	le
autre	Pi	autre
doit	Vvc	devoir
craindre	Vvn	craindre
.	Fs	.
À	Nc	à
Pharasmane	Vvc	pharasmane
.	Fs	.
Tu	Pp	tu
ne	Rp	ne
t'	Pp	tu
en	Pp	en
peux	Vvc	pouvoir
défendre	Vvn	défendre
,	Fw	,
et	Cc	et
ton	Ds	ton
front	Nc	front
étonné	Ge	étonner
,	Fw	,
Au	Vvc	au
rapport	Nc	rapport
de	S	de
mes	Ds	mon
yeux	Nc	œil
t'	Pp	tu
a	Vuc	avoir
déjà	Rg	déjà
condamné	Ge	condamner
.	Fs	.
J'	Pp	je
ai	Vuc	avoir
de	S	de
l'	Da	le
étonnement	Nc	étonnement
,	Fw	,
mon	Ds	mon
visage	Nc	visage
le	Pp	il
montre	Vvc	montrer
,	Fw	,
Mais	Vvc	mais
qui	Pr	qui
n'	Rp	ne
en	Pp	en
aurait	Vuc	avoir
pas	Rg	pas
en	S	en
pareille	Ag	pareil
rencontre	Nc	rencontre
.	Fs	.
Où	Vvc	où
l'	Da	le
oeil	Nc	œil
comme	Cs	comme
abusé	Ge	abuser
d'	S	de
un	Dn	un
fantôme	Nc	fantôme
imprévu	Ag	imprévu
,	Fw	,
N'	Vvc	n'
ose	Vvc	oser
assurer	Vvn	assurer
l'	Da	le
esprit	Nc	esprit
de	S	de
tout	Pi	tout
ce	Pd	ce
qu'	Pr	que
il	Pp	il
a	Vuc	avoir
vu	Ge	voir
.	Fs	.
Un	Dn	un
père	Nc	père
me	Pp	je
condamne	Vvc	condamner
,	Fw	,
un	Dn	un
frère	Nc	frère
m'	Pp	je
assassine	Vvc	assassiner
,	Fw	,
Et	Vvc	et
pour	S	pour
me	Pp	je
perdre	Vvn	perdre
enfin	Rg	enfin
tout	Di	tout
mon	Ds	mon
sang	Nc	sang
se	Pp	il
mutine	Vvc	mutiner
;	Fw	;
Quel	Vvc	quel
plus	Rg	plus
grand	Ag	grand
accident	Nc	accident
peut	Vvc	pouvoir
troubler	Vvn	troubler
mes	Ds	mon
esprits	Nc	esprit
?	Fs	?
Il	Pp	il
faudrait	Vvc	falloir
s'	Pp	se
étonner	Vvn	étonner
si	Cs	si
je	Pp	je
n'	Rp	ne
étais	Vuc	être
surpris	Ge	surprendre
?	Fs	?
Et	Cc	et
