Sage	Ag	sage
nous	Pp	nous
avons	Vuc	avoir
soufferts	Ge	souffrir
.	Fs	.
Moi	Pp	je
seul	Ag	seul
exempt	Nc	exempt
de	S	de
fers	Nc	fer|fers
,	Fw	,
moi	Pp	je
seul	Ag	seul
exempt	Nc	exempt
de	S	de
peine	Nc	peine
,	Fw	,
Qui	Vvc	qui
d'	S	de
un	Dn	un
Roi	Nc	roi
,	Fw	,
qui	Pr	qui
d'	S	de
un	Dn	un
père	Nc	père
ai	Vuc	avoir
méritai	Vvc	mériter
la	Da	le
haine	Nc	haine
:	Fw	:
Ah	I	ah
!	Fs	!
Madame	Nc	madame
...	Fs	...
Oui	Vvc	oui
vous	Pp	vous
seul	Ag	seul
,	Fw	,
puisque	Cs	puisque
son	Ds	son
amitié	Nc	amitié
Vous	Nc	vous
nuirait	Vvc	nuire
au-delà	Rg	au-delà
de	S	de
son	Ds	son
inimitié	Nc	inimitié
.	Fs	.
Ignorez	Vvc	ignorer
-vous	Ag	-vous
encor	Nc	encor
les	Da	le
faveurs	Nc	faveur
de	S	de
ce	Dd	ce
Prince	Nc	prince
,	Fw	,
Et	Vvc	et
des	Dn	un
crimes	Nc	crime
connus	Vvc	connaître
à	S	à
toute	Di	tout
la	Da	le
Province	Nc	province
?	Fs	?
Que	Pt	que
dis	Vvc	dire
-je	Nc	-je
,	Fw	,
ignorez	Vvc	ignorer
-vous	Nc	-vous
ce	Pd	ce
que	Pr	que
tout	Di	tout
l'	Da	le
Univers	Nc	univers
A	Vvc	a
su	Ge	savoir
dans	S	dans
les	Da	le
travaux	Nc	travail|travaux
qu'	Pr	que
Acomat	Vvc	acomat
a	Vuc	avoir
soufferts	Ge	souffrir
?	Fs	?
C'	Pd	ce
est	Vuc	être
là	Rg	là
de	S	de
Bajazet	Nc	bajazet
l'	Da	le
ingrate	Ag	ingrat
récompense	Nc	récompense
,	Fw	,
Ce	Vvc	ce
sont	Vuc	être
là	Rg	là
ses	Ds	son
faveurs	Nc	faveur
et	Cc	et
sa	Ds	son
reconnaissance	Nc	reconnaissance
.	Fs	.
S'	Pp	se
il	Pp	il
fait	Vvc	faire
ces	Dd	ce
traitements	Nc	traitement
à	S	à
ceux	Pd	celui
qui	Pr	qui
l'	Pp	il
ont	Vuc	avoir
servi	Ge	servir
,	Fw	,
Que	Vvc	que
ne	Rp	ne
fera-t-il	Vvc	fera-t-il
point	Rg	point
à	S	à
ceux	Pd	celui
qui	Pr	qui
l'	Pp	il
ont	Vuc	avoir
trahi	Ge	trahir
?	Fs	?
Qu'	Pt	que
attendrez	Vvc	attendre
-vous	Ag	-vous
Sélim	Nc	sélim
de	S	de
cette	Dd	ce
âme	Nc	âme
barbare	Ag	barbare
,	Fw	,
Où	Vvc	où
le	Da	le
vice	Nc	vice
est	Vuc	être
commun	Ag	commun
,	Fw	,
et	Cc	et
la	Da	le
vertu	Nc	vertu
si	Rg	si
rare	Ag	rare
?	Fs	?
J'	Pp	je
attendrai	Vvc	attendre
mon	Ds	mon
pardon	Nc	pardon
,	Fw	,
ou	Cc	ou
bien	Rg	bien
mon	Ds	mon
châtiment	Nc	châtiment
.	Fs	.
Attendre	Vvn	attendre
son	Ds	son
supplice	Nc	supplice
?	Fs	?
Indigne	Ag	indigne
sentiment	Nc	sentiment
!	Fs	!
Convertissez	Vvc	convertir
plutôt	Rg	plutôt
cette	Dd	ce
amour	Nc	amour
en	S	en
furie	Nc	furie
,	Fw	,
Et	Vvc	et
perdez	Vvc	perdre
un	Dn	un
tyran	Nc	tyran
pour	S	pour
sauver	Vvn	sauver
la	Da	le
Patrie	Nc	patrie
.	Fs	.
Je	Pp	je
m'	Pp	je
offre	Vvc	offrir
à	S	à
vous	Pp	vous
servir	Vvn	servir
,	Fw	,
Sélim	Nc	sélim
,	Fw	,
que	Pr	que
craignez	Vvc	craindre
-vous	Nc	-vous
?	Fs	?
Assouvissons	Vvc	assouvir
sur	S	sur
lui	Pp	il
notre	Ds	notre
juste	Ag	juste
courroux	Nc	courroux
,	Fw	,
Vengeons	Vvc	venger
notre	Ds	notre
pays	Nc	pays
,	Fw	,
vengeons	Vvc	venger
notre	Ds	notre
misère	Nc	misère
.	Fs	.
Voulez	Vvc	vouloir
-vous	Nc	-vous
éprouver	Vvn	éprouver
si	Cs	si
j'	Pp	je
aime	Vvc	aimer
encor	Nc	encor
mon	Ds	mon
père	Nc	père
?	Fs	?
Madame	Nc	madame
,	Fw	,
ces	Dd	ce
discours	Nc	discours
sont	Vuc	être
ici	Rg	ici
superflus	Ag	superflu
,	Fw	,
Si	Vvc	si
je	Pp	je
l'	Pp	il
ai	Vuc	avoir
méprisé	Ge	mépriser
,	Fw	,
je	Pp	je
ne	Rp	ne
m'	Pp	je
en	Pp	en
souviens	Vvc	souvenir
plus	Rg	plus
:	Fw	:
Ou	Cc	ou
si	Cs	si
je	Pp	je
m'	Pp	je
en	Pp	en
souviens	Vvc	souvenir
,	Fw	,
c'	Pd	ce
est	Vuc	être
pour	S	pour
pleurer	Vvn	pleurer
mon	Ds	mon
crime	Nc	crime
,	Fw	,
Et	Vvc	et
faire	Vvn	faire
le	Da	le
devoir	Nc	devoir
d'	S	de
un	Dn	un
fils	Nc	fil|fils
plus	Rg	plus
légitime	Ag	légitime
:	Fw	:
C'	Pd	ce
est	Vuc	être
là	Rg	là
le	Da	le
seul	Ag	seul
sujet	Nc	sujet
qui	Pr	qui
m'	Pp	je
amène	Vvc	amener
vers	S	vers
lui	Pp	il
,	Fw	,
Et	Vvc	et
non	Rg	non
pas	Rg	pas
le	Da	le
dessein	Nc	dessein
de	S	de
croître	Vvn	croître
son	Ds	son
ennui	Nc	ennui
.	Fs	.
Donc	Rg	donc
à	S	à
ce	Pd	ce
que	Pr	que
je	Pp	je
vois	Vvc	voir
vous	Pp	vous
me	Pp	je
croyez	Vvc	croire
trompeuse	Ag	trompeuse
?	Fs	?
Non	Rg	non
,	Fw	,
mais	Cc	mais
je	Pp	je
connais	Vvc	connaître
trop	Rg	trop
votre	Ds	votre
âme	Nc	âme
vertueuse	Ag	vertueux
,	Fw	,
Et	Vvc	et
combien	Rg	combien
chèrement	Rg	chèrement
vous	Pp	vous
aimez	Vvc	aimer
votre	Ds	votre
époux	Nc	époux
.	Fs	.
Je	Pp	je
jure	Vvc	jurer
par	S	par
le	Da	le
Dieu	Nc	dieu
que	Pr	que
nous	Pp	nous
adorons	Vvc	adorer
tous	Pi	tout
,	Fw	,
Par	Nc	par
l'	Da	le
amour	Nc	amour
d'	S	de
Achomat	Nc	achomat
,	Fw	,
que	Cs	que
je	Pp	je
parle	Vvc	parler
sans	S	sans
feinte	Nc	feinte
;	Fw	;
Croyez	Vvc	croire
-moi	Vvc	-moi
donc	Rg	donc
Sélim	Nc	sélim
,	Fw	,
n'	Rp	ne
ayez	Vuc	avoir
point	Rg	point
cette	Dd	ce
crainte	Nc	crainte
;	Fw	;
Je	Vvc	je
n'	Rp	ne
ai	Vuc	avoir
point	Rg	point
ce	Dd	ce
dessein	Nc	dessein
,	Fw	,
et	Cc	et
j'	Pp	je
aime	Vvc	aimer
trop	Rg	trop
l'	Da	le
honneur	Nc	honneur
Pour	Ag	pour
tenir	Vvn	tenir
un	Dn	un
discours	Nc	discours
mensonger	Ag	mensonger
et	Cc	et
trompeur	Nc	trompeur
:	Fw	:
Il	Pp	il
faut	Vvc	faillir|falloir
venger	Vvn	venger
Sélim	Nc	sélim
,	Fw	,
le	Da	le
pays	Nc	pays
et	Cc	et
vous	Pp	vous
-même	Vvc	-même
,	Fw	,
Il	Vvc	il
faut	Vvc	faillir|falloir
nous	Pp	nous
venger	Vvn	venger
tous	Pi	tout
.	Fs	.
Ô	Vvc	ô
perfidie	Nc	perfidie
extrême	Ag	extrême
!	Fs	!
Quoi	Pt	quoi
vous	Pp	vous
refusez	Vvc	refuser
donc	Rg	donc
ainsi	Rg	ainsi
d'	S	de
y	Pp	y
consentir	Vvn	consentir
?	Fs	?
Vous	Pp	vous
aimez	Vvc	aimer
mieux	Rg	mieux
user	Vvn	user
d'	S	de
un	Dn	un
lâche	Ag	lâche
repentir	Nc	repentir
,	Fw	,
Pour	Nc	pour
rentrer	Vvn	rentrer
au	S+Da	à+le
Sérail	Nc	sérail
,	Fw	,
et	Cc	et
sauver	Vvn	sauver
votre	Ds	votre
vie	Nc	vie
,	Fw	,
Que	Vvc	que
de	S	de
vous	Pp	vous
affranchir	Vvn	affranchir
de	S	de
cette	Dd	ce
tyrannie	Nc	tyrannie
?	Fs	?
Et	Cc	et
vous	Pp	vous
vous	Pp	vous
exposez	Vvc	exposer
à	S	à
l'	Da	le
infâme	Ag	infâme
trépas	Nc	trépas
,	Fw	,
Pour	Nc	pour
obtenir	Vvn	obtenir
un	Dn	un
bien	Rg	bien
que	Cs	que
vous	Pp	vous
n'	Rp	ne
obtiendrez	Vvc	obtenir
pas	Rg	pas
.	Fs	.
Sachez	Vvc	savoir
(	Fw	(
mais	Cc	mais
le	Pp	il
dirai	Vvc	dire
-je	Nc	-je
)	Fw	)
oui	Rg	oui
je	Pp	je
vous	Pp	vous
veux	Vvc	vouloir
tout	Rg	tout
dire	Vvn	dire
,	Fw	,
Quoique	Nc	quoique
vous	Pp	vous
refusiez	Vvc	refuser
de	S	de
protéger	Vvn	protéger
l'	Da	le
Empire	Nc	empire
,	Fw	,
Que	Vvc	que
loin	Rg	loin
de	S	de
vous	Pp	vous
sauver	Vvn	sauver
,	Fw	,
loin	Rg	loin
de	S	de
vous	Pp	vous
secourir	Vvn	secourir
,	Fw	,
Le	Vvc	le
Tyran	Nc	tyran
veut	Vvc	vouloir
vous	Pp	vous
perdre	Vvn	perdre
,	Fw	,
et	Cc	et
vous	Pp	vous
faire	Vvn	faire
mourir	Vvn	mourir
:	Fw	:
Il	Pp	il
veut	Vvc	vouloir
par	S	par
un	Dn	un
poison	Nc	poison
abréger	Vvn	abréger
votre	Ds	votre
vie	Nc	vie
.	Fs	.
Il	Pp	il
le	Pp	il
peut	Vvc	pouvoir
justement	Rg	justement
s'	Cs	si
il	Pp	il
en	Pp	en
a	Vuc	avoir
quelque	Di	quelque
envie	Nc	envie
,	Fw	,
Je	Vvc	je
l'	Pp	il
ai	Vuc	avoir
trop	Rg	trop
mérité	Ge	mériter
.	Fs	.
Quel	Dt	quel
lâche	Ag	lâche
sentiment	Nc	sentiment
?	Fs	?
Je	Pp	je
vous	Pp	vous
le	Pp	il
dis	Vvc	dire
encore	Rg	encore
,	Fw	,
il	Pp	il
le	Pp	il
peut	Vvc	pouvoir
justement	Rg	justement
,	Fw	,
Je	Vvc	je
l'	Pp	il
ai	Vuc	avoir
trop	Rg	trop
mérité	Ge	mériter
.	Fs	.
Respects	Nc	respect
illégitimes	Ag	illégitime
!	Fs	!
Quoi	Pt	quoi
s'	Pp	se
il	Pp	il
vous	Pp	vous
veut	Vvc	vouloir
punir	Vvn	punir
...	Fs	...
Il	Vvc	il
le	Pp	il
peut	Vvc	pouvoir
pour	S	pour
mes	Ds	mon
crimes	Nc	crime
;	Fw	;
Que	Vvc	que
dis	Vvc	dire
-je	Nc	-je
,	Fw	,
il	Pp	il
le	Pp	il
doit	Vvc	devoir
même	Ag	même
.	Fs	.
Ah	I	ah
trop	Rg	trop
lâche	Ag	lâche
dessein	Nc	dessein
!	Fs	!
Je	Pp	je
porterai	Vvc	porter
plutôt	Rg	plutôt
un	Dn	un
poignard	Nc	poignard
dans	S	dans
son	Ds	son
sein	Nc	sein
,	Fw	,
Que	Vvc	que
de	S	de
souffrir	Vvn	souffrir
jamais	Rg	jamais
un	Dn	un
si	Rg	si
triste	Ag	triste
spectacle	Nc	spectacle
.	Fs	.
Oui	Rg	oui
Sélim	Nc	sélim
,	Fw	,
oui	Rg	oui
moi	Pp	je
seule	Ag	seul
,	Fw	,
y	Pp	y
servirai	Vvc	servir
d'	S	de
obstacle	Nc	obstacle
.	Fs	.
Je	Pp	je
voulais	Vvc	vouloir
vous	Pp	vous
céder	Vvn	céder
un	Dn	un
si	Rg	si
rare	Ag	rare
bonheur	Nc	bonheur
,	Fw	,
Mais	Vvc	mais
votre	Ds	votre
âme	Nc	âme
n'	Rp	ne
a	Vuc	avoir
pas	Rg	pas
des	Dn	un
sentiments	Nc	sentiment
d'	S	de
honneur	Nc	honneur
.	Fs	.
Vous	Pp	vous
n'	Rp	ne
avez	Vuc	avoir
pas	Rg	pas
assez	Rg	assez
de	S	de
mouvements	Nc	mouvement
de	S	de
gloire	Nc	gloire
,	Fw	,
Votre	Nc	votre
nom	Nc	nom
aurait	Vuc	avoir
peur	Nc	peur
de	S	de
vivre	Vvn	vivre
dans	S	dans
l'	Da	le
Histoire	Nc	histoire
;	Fw	;
Vous	Nc	vous
aimez	Vvc	aimer
mieux	Rg	mieux
la	Da	le
mort	Nc	mort
,	Fw	,
mais	Cc	mais
je	Pp	je
la	Pp	il
préviendrai	Vvc	prévenir
;	Fw	;
Et	Vvc	et
dussé	Vvc	dussé
-je	Nc	-je
avec	S	avec
lui	Pp	il
périr	Vvn	périr
,	Fw	,
je	Pp	je
le	Pp	il
perdrai	Vvc	perdre
.	Fs	.
Madame	Nc	madame
,	Fw	,
permettez	Vvc	permettre
que	Cs	que
je	Pp	je
vous	Pp	vous
fasse	Vvc	faire
entendre	Vvn	entendre
,	Fw	,
Quelle	Vvc	quelle
juste	Ag	juste
raison	Nc	raison
m'	Pp	je
oblige	Vvc	obliger
à	S	à
le	Pp	il
défendre	Vvn	défendre
;	Fw	;
Écoutez	Nc	écoutez
mes	Ds	mon
raisons	Nc	raison
,	Fw	,
après	S	après
condamnez	Nc	condamné
-moi	Vvc	-moi
Si	Vvc	si
j'	Pp	je
ai	Vuc	avoir
mal	Rg	mal
procédé	Ge	procéder
:	Fw	:
Madame	Nc	madame
,	Fw	,
il	Pp	il
est	Vuc	être
mon	Ds	mon
Roi	Nc	roi
:	Fw	:
Dirai	Vvc	dire
-je	Vvc	-je
encore	Rg	encore
plus	Rg	plus
,	Fw	,
Madame	Nc	madame
,	Fw	,
il	Pp	il
est	Vuc	être
mon	Ds	mon
père	Nc	père
,	Fw	,
Et	Vvc	et
malgré	S	malgré
mes	Ds	mon
raisons	Nc	raison
et	Cc	et
sa	Ds	son
juste	Ag	juste
colère	Nc	colère
,	Fw	,
Si	Vvc	si
je	Pp	je
veux	Vvc	vouloir
être	Vun	être
juste	Ag	juste
il	Pp	il
lui	Pp	il
faut	Vvc	faillir|falloir
obéir	Vvn	obéir
,	Fw	,
Et	Vvc	et
recevoir	Vvn	recevoir
ses	Ds	son
lois	Nc	loi
au	S+Da	à+le
lieu	Nc	lieu
de	S	de
le	Pp	il
trahir	Vvn	trahir
:	Fw	:
Dois	Vvc	devoir
-je	Vvn	-je
pas	Rg	pas
ces	Dd	ce
respects	Nc	respect
à	S	à
qui	Pr	qui
m'	Pp	je
a	Vuc	avoir
donné	Ge	donner
l'	Pp	il
être	Vun	être
?	Fs	?
Il	Pp	il
est	Vuc	être
toujours	Rg	toujours
mon	Ds	mon
Prince	Nc	prince
,	Fw	,
et	Cc	et
mon	Ds	mon
père	Nc	père
,	Fw	,
et	Cc	et
mon	Ds	mon
maître	Nc	maître
:	Fw	:
Moi	Pp	je
je	Pp	je
suis	Vuc	être
son	Ds	son
sujet	Nc	sujet
:	Fw	:
et	Cc	et
s'	Cs	si
il	Pp	il
m'	Pp	je
a	Vuc	avoir
mal	Rg	mal
traité	Ge	traiter
,	Fw	,
Ma	Vvc	ma
peine	Nc	peine
était	Vuc	être
bien	Rg	bien
due	Ge	devoir
à	S	à
ma	Ds	mon
témérité	Nc	témérité
.	Fs	.
Quand	Cs	quand
de	S	de
lui	Pp	il
sous	S	sous
ses	Ds	son
lois	Nc	loi
je	Pp	je
reçus	Vvc	recevoir
la	Da	le
naissance	Nc	naissance
,	Fw	,
N'	Vvc	n'
avait-il	Vvn	avait-il
pas	Rg	pas
sur	S	sur
moi	Pp	je
cette	Dd	ce
entière	Ag	entier
puissance	Nc	puissance
,	Fw	,
De	Vvc	de
me	Pp	je
faire	Vvn	faire
sentir	Vvn	sentir
les	Da	le
maux	Nc	mal
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
soufferts	Ge	souffrir
?	Fs	?
De	S	de
me	Pp	je
faire	Vvn	faire
mourir	Vvn	mourir
,	Fw	,
ou	Cc	ou
de	S	de
me	Pp	je
mettre	Vvn	mettre
aux	S+Da	à+les
fers	Nc	fer|fers
.	Fs	.
Oui	Rg	oui
,	Fw	,
cependant	Rg	cependant
,	Fw	,
Madame	Nc	madame
,	Fw	,
il	Pp	il
me	Pp	je
laissa	Vvc	laisser
la	Da	le
vie	Nc	vie
;	Fw	;
Et	Vvc	et
parce	Vvc	parce
que	Cs	que
dès	S	dès
lors	Rg	lors
il	Pp	il
ne	Rp	ne
l'	Pp	il
a	Vuc	avoir
pas	Rg	pas
ravie	Ge	ravir
,	Fw	,
Mais	Vvc	mais
qu'	Cs	que
il	Pp	il
l'	Pp	il
a	Vuc	avoir
conservée	Ge	conserver
avec	S	avec
tant	Rg	tant
de	S	de
bonté	Nc	bonté
,	Fw	,
Dois	Vvc	devoir
-je	Vvc	-je
perdre	Vvn	perdre
la	Da	le
sienne	Ps	sien
avecques	Vvc	avecques
lâcheté	Nc	lâcheté
?	Fs	?
Nous	Pp	nous
n'	Rp	ne
avons	Vuc	avoir
aucun	Di	aucun
droit	Nc	droit
sur	S	sur
le	Da	le
salut	Nc	salut
des	S+Da	de+le|de+les
autres	Pi	autre
;	Fw	;
Disposons	Vvc	disposer
seulement	Rg	seulement
des	Dn	un
choses	Nc	chose
qui	Pr	qui
sont	Vuc	être
nôtres	As#Ps	nôtre
:	Fw	:
C'	Pd	ce
est	Vuc	être
aux	S+Da	à+les
Rois	Vvc	rois
de	S	de
vouloir	Vvn	vouloir
,	Fw	,
c'	Pd	ce
est	Vuc	être
à	S	à
nous	Pp	nous
d'	S	de
obéir	Vvn	obéir
,	Fw	,
Et	Vvc	et
quiconque	Pi	quiconque
est	Vuc	être
sujet	Nc	sujet
ne	Rp	ne
les	Pp	ils
doit	Vvc	devoir
point	Rg	point
trahir	Vvn	trahir
.	Fs	.
Ce	Pd	ce
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
les	Da	le
trahir	Nc	trahir
,	Fw	,
Sélim	Nc	sélim
,	Fw	,
c'	Pd	ce
est	Vuc	être
nous	Pp	nous
défendre	Vvn	défendre
,	Fw	,
Pour	Nc	pour
sauver	Vvn	sauver
son	Ds	son
pays	Nc	pays
on	Pp	on
peut	Vvc	pouvoir
tout	Rg	tout
entreprendre	Vvn	entreprendre
,	Fw	,
Et	Vvc	et
personne	Pi	personne
ne	Rp	ne
doit	Vvc	devoir
même	Rg	même
épargner	Vvn	épargner
son	Ds	son
sang	Nc	sang
,	Fw	,
Quand	Nc	quand
il	Pp	il
est	Vuc	être
question	Nc	question
d'	S	de
opprimer	Vvn	opprimer
un	Dn	un
Tyran	Nc	tyran
.	Fs	.
Mais	Cc	mais
loin	Rg	loin
de	S	de
pratiquer	Vvn	pratiquer
une	Dn	un
vertu	Nc	vertu
si	Rg	si
rare	Ag	rare
,	Fw	,
Vous	Nc	vous
perdez	Vvc	perdre
le	Da	le
pays	Nc	pays
,	Fw	,
pour	S	pour
sauver	Vvn	sauver
un	Dn	un
Barbare	Ag	barbare
:	Fw	:
Et	Cc	et
par	S	par
les	Da	le
sentiments	Nc	sentiment
d'	S	de
une	Dn	un
fausse	Ag	faux
vertu	Nc	vertu
,	Fw	,
Vous	Nc	vous
serez	Vuc	être
,	Fw	,
un	Dn	un
degré	Nc	degré
de	S	de
ce	Dd	ce
Trône	Nc	trône
abattu	Ge	abattre
,	Fw	,
Ah	Vvc	ah
!	Fs	!
Sélim	Nc	sélim
,	Fw	,
que	Cs	que
ce	Pd	ce
soit	Vuc	être
pour	S	pour
sauver	Vvn	sauver
la	Da	le
Patrie	Nc	patrie
,	Fw	,
Que	Vvc	que
vous	Pp	vous
hasarderez	Vvc	hasarder
une	Dn	un
si	Rg	si
belle	Ag	beau
vie	Nc	vie
:	Fw	:
Si	Cs	si
vous	Pp	vous
voulez	Vvc	vouloir
mourir	Vvn	mourir
,	Fw	,
que	Cs	que
ce	Pd	ce
soit	Vuc	être
pour	S	pour
l'	Da	le
État	Nc	état
,	Fw	,
Et	Vvc	et
perdez	Vvc	perdre
-vous	Nc	-vous
du	S+Da	de+le
moins	Nc	moins
par	S	par
un	Dn	un
noble	Ag	noble
attentat	Nc	attentat
.	Fs	.
Sauvons-le	Vvc	sauvons-le
,	Fw	,
sauvons-nous	Vvc	sauvons-nous
,	Fw	,
Madame	Nc	madame
,	Fw	,
je	Pp	je
vous	Pp	vous
cède	Vvc	céder
,	Fw	,
Je	Vvc	je
veux	Vvc	vouloir
à	S	à
vos	Ds	votre
malheurs	Nc	malheur
apporter	Vvn	apporter
du	S+Da	de+le
remède	Nc	remède
,	Fw	,
Je	Vvc	je
suivrai	Vvc	suivre
mon	Ds	mon
honneur	Nc	honneur
si	Cs	si
je	Pp	je
suis	Vuc	être
mon	Ds	mon
devoir	Nc	devoir
,	Fw	,
Et	Vvc	et
je	Pp	je
l'	Pp	il
affranchirai	Vvc	affranchir
d'	S	de
un	Dn	un
injuste	Ag	injuste
pouvoir	Nc	pouvoir
:	Fw	:
Mais	Cc	mais
pour	S	pour
mieux	Rg	mieux
réussir	Vvn	réussir
,	Fw	,
il	Pp	il
ne	Rp	ne
faudrait	Vvc	falloir
pas	Rg	pas
taire	Vvn	taire
Ce	Vvc	ce
secret	Ag	secret
important	Nc	important
à	S	à
Corchut	Vvc	corchut
mon	Ds	mon
cher	Ag	cher
frère	Nc	frère
,	Fw	,
Son	Nc	son
esprit	Nc	esprit
est	Vuc	être
puissant	Ag	puissant
,	Fw	,
il	Pp	il
est	Vuc	être
pour	S	pour
tout	Pi	tout
oser	Vvn	oser
,	Fw	,
Il	Vvc	il
faudra	Vvc	faillir|falloir
peu	Rg	peu
d'	S	de
efforts	Nc	effort
pour	S	pour
l'	Pp	il
y	Pp	y
bien	Rg	bien
disposer	Vvn	disposer
:	Fw	:
Car	Cc	car
comme	Cs	comme
par	S	par
l'	Da	le
amour	Nc	amour
nos	Ds	notre
âmes	Nc	âme
sont	Vuc	être
unies	Ge	unir
,	Fw	,
Il	Vvc	il
n'	Rp	ne
aime	Vvc	aimer
pas	Rg	pas
l'	Da	le
auteur	Nc	auteur
de	S	de
tant	Rg	tant
de	S	de
tyrannies	Nc	tyrannie
,	Fw	,
Et	Vvc	et
le	Da	le
soin	Nc	soin
que	Cs	que
tantôt	Rg	tantôt
il	Pp	il
témoignait	Vvc	témoigner
de	S	de
moi	Pp	je
,	Fw	,
Me	Vvc	me
montre	Vvc	montrer
qu'	Cs	que
il	Pp	il
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
trop	Rg	trop
porté	Ge	porter
pour	S	pour
le	Da	le
Roi	Nc	roi
.	Fs	.
En	S	en
effet	Nc	effet
,	Fw	,
je	Pp	je
m'	Pp	je
en	Pp	en
vais	Vvc	aller
lui	Pp	il
proposer	Vvn	proposer
l'	Da	le
affaire	Nc	affaire|affairé
;	Fw	;
Remuez	Vvc	remuer
cependant	Rg	cependant
l'	Da	le
esprit	Nc	esprit
du	S+Da	de+le
Janissaire	Nc	janissaire
,	Fw	,
Et	Vvc	et
songez	Vvc	songer
qu'	Cs	que
il	Pp	il
nous	Pp	nous
faut	Vvc	faillir|falloir
emprunter	Vvn	emprunter
aujourd'hui	Rg	aujourd'hui
,	Fw	,
Quelque	Vvc	quelque
bras	Nc	bras
étranger	Ag	étranger
qui	Pr	qui
nous	Pp	nous
serve	Vvc	servir
d'	S	de
appui	Nc	appui
.	Fs	.
Je	Pp	je
ne	Rp	ne
t'	Pp	tu
écoute	Vvc	écouter
plus	Rg	plus
,	Fw	,
ô	I	oh
voix	Nc	voix
de	S	de
la	Da	le
nature	Nc	nature
.	Fs	.
T'	Pp	tu
écouter	Vvn	écouter
en	S	en
ce	Dd	ce
point	Nc	point
c'	Pd	ce
est	Vuc	être
te	Pp	tu
faire	Vvn	faire
une	Dn	un
injure	Nc	injure
:	Fw	:
Car	Cc	car
parlant	Ga	parler
pour	S	pour
un	Dn	un
Roi	Nc	roi
qui	Pr	qui
trahit	Vvc	trahir
son	Ds	son
pays	Nc	pays
,	Fw	,
Par	Vvc	par
toi-même	Pp	lui-même
ton	Ds	ton
ordre	Nc	ordre
et	Cc	et
tes	Ds	ton
droits	Nc	droit|droits
sont	Vuc	être
trahis	Ge	trahir
.	Fs	.
L'	Da	le
illustre	Ag	illustre
qualité	Nc	qualité
de	S	de
parent	Nc	parent
m'	Pp	je
est	Vuc	être
bien	Rg	bien
chère	Ag	cher
;	Fw	;
Mais	Vvc	mais
j'	Pp	je
aime	Vvc	aimer
plus	Rg	plus
l'	Da	le
État	Nc	état
que	Pr	que
je	Pp	je
n'	Rp	ne
aime	Vvc	aimer
mon	Ds	mon
père	Nc	père
.	Fs	.
Je	Pp	je
verserai	Vvc	verser
son	Ds	son
sang	Nc	sang
par	S	par
de	Dn	un
justes	Ag	juste
projets	Nc	projet
,	Fw	,
Puisqu'il	Nc	puisqu'il
ne	Rp	ne
paraît	Vvc	paraître
pas	Rg	pas
celui	Pd	celui
de	S	de
ses	Ds	son
sujets	Nc	sujet
.	Fs	.
Quand	Cs	quand
dedans	Rg	dedans
ce	Dd	ce
dessein	Nc	dessein
j'	Pp	je
exposerais	Vvc	exposer
ma	Ds	mon
vie	Nc	vie
,	Fw	,
Monstre	Vvc	montrer
ta	Ds	ton
dignité	Nc	dignité
te	Pp	tu
doit	Vvc	devoir
être	Vun	être
ravie	Ge	ravir
.	Fs	.
Par	S	par
ton	Ds	ton
sang	Nc	sang
répandu	Ge	répandre
je	Pp	je
serai	Vuc	être
couronné	Ge	couronner
,	Fw	,
Plutôt	Vvc	plutôt
que	Cs	que
par	S	par
celui	Pd	celui
que	Pr	que
tu	Pp	tu
m'	Pp	je
auras	Vuc	avoir
donné	Ge	donner
.	Fs	.
Grand	Ag	grand
Dieu	Nc	dieu
dont	Pr	dont
la	Da	le
vengeance	Nc	vengeance
est	Vuc	être
toujours	Rg	toujours
prompte	Ag	prompt
au	S+Da	à+le
crime	Nc	crime
,	Fw	,
Fais	Vvc	faire
voir	Vvn	voir
en	S	en
ce	Dd	ce
dessein	Nc	dessein
le	Da	le
motif	Nc	motif
qui	Pr	qui
m'	Pp	je
anime	Vvc	animer
,	Fw	,
Et	Vvc	et
si	Cs	si
c'	Pd	ce
est	Vuc	être
se	Pp	il
souiller	Vvn	souiller
de	S	de
quelque	Di	quelque
lâcheté	Nc	lâcheté
De	Vvc	de
briser	Vvn	briser
ton	Ds	ton
portrait	Nc	portrait
qui	Pr	qui
n'	Rp	ne
a	Vuc	avoir
pas	Rg	pas
ta	Ds	ton
bonté	Nc	bonté
.	Fs	.
Mais	Cc	mais
sais	Vvc	savoir
-tu	Vvn	-tu
que	Cs	que
c'	Pd	ce
est	Vuc	être
lui	Pp	il
?	Fs	?
Ne	Rp	ne
t'	Pp	tu
en	Pp	en
mets	Vvc	mettre
plus	Rg	plus
en	S	en
peine	Nc	peine
.	Fs	.
Quoi	Pt	quoi
tu	Pp	tu
l'	Pp	il
as	Vuc	avoir
vu	Ge	voir
parler	Vvn	parler
à	S	à
la	Da	le
Sultane	Nc	sultane
Reine	Vvc	reine
?	Fs	?
Chez	S	chez
le	Da	le
Prince	Nc	prince
Corchut	Vvc	corchut
.	Fs	.
Ne	Rp	ne
te	Pp	tu
trompes	Vvc	tromper
-tu	Vvn	-tu
point	Rg	point
?	Fs	?
L'	Da	le
esclave	Nc	esclave
que	Cs	que
