CARDENIE	Nc	cardenie
toute	Di	tout
prête	Nc	prêté
,	Fw	,
Qu'	Vvc	qu'
une	Dn	un
couronne	Nc	couronne
d'	S	de
or	Nc	or
vous	Pp	vous
va	Vvc	aller
couvrir	Vvn	couvrir
la	Da	le
tête	Nc	tête
,	Fw	,
Je	Vvc	je
me	Pp	je
moque	Vvc	moquer
de	S	de
tout	Pi	tout
.	Fs	.
Mais	Cc	mais
encor	Nc	encor
que	Pr	que
dit	Vvc	dire
-on	Nc	-on
?	Fs	?
L'	Pp	il
on	Pp	on
dit	Vvc	dire
vraiment	Rg	vraiment
par	S	par
tout	Pi	tout
;	Fw	;
l'	Pp	il
on	Pp	on
ne	Rp	ne
dit	Vvc	dire
rien	Pi	rien
de	S	de
bon	Ag	bon
.	Fs	.
Achève	Vvc	achève
,	Fw	,
la	Da	le
vertu	Nc	vertu
se	Pp	il
moque	Vvc	moquer
de	S	de
l'	Da	le
outrage	Nc	outrage
.	Fs	.
On	Pp	on
dit	Vvc	dire
vraiment	Rg	vraiment
par	S	par
tout	Pi	tout
que	Pr	que
vous	Pp	vous
n'	Rp	ne
êtes	Vuc	être
pas	Rg	pas
sage	Ag	sage
,	Fw	,
Et	Vvc	et
que	Cs	que
je	Pp	je
suis	Vuc	être
encor	Nc	encor
plus	Rg	plus
fou	Ag	fou
d'	S	de
imaginer	Vvn	imaginer
Que	Vvc	que
vous	Pp	vous
me	Pp	je
donnerez	Vvc	donner
une	Dn	un
île	Nc	île
à	S	à
gouverner	Vvn	gouverner
.	Fs	.
Siècle	Vvc	siècle
ingrat	Nc	ingrat
ta	Ds	ton
malice	Nc	malice
en	S	en
ce	Dd	ce
point	Nc	point
est	Vuc	être
extrême	Ag	extrême
,	Fw	,
Si	Vvc	si
la	Da	le
haute	Ag	haut
vertu	Nc	vertu
ne	Rp	ne
trouvait	Vvc	trouver
en	Pp	en
soi	Pp	il
-même	Vvc	-même
De	Nc	dé
quoi	Pr	quoi
se	Pp	il
satisfaire	Vvn	satisfaire
,	Fw	,
et	Cc	et
de	S	de
quoi	Pr	quoi
se	Pp	il
payer	Vvn	payer
,	Fw	,
En	Vvc	en
voilà	S	voilà
le	Da	le
plaisir	Nc	plaisir
,	Fw	,
en	S	en
voilà	S	voilà
le	Da	le
loyer	Nc	loyer
,	Fw	,
Ceux	Nc	ceux
pour	S	pour
qui	Pr	qui
je	Pp	je
m'	Pp	je
expose	Vvc	exposer
obscurcissent	Vvc	obscurcir
ma	Ds	mon
gloire	Nc	gloire
.	Fs	.
Je	Pp	je
crois	Vvc	croire|croître
que	Cs	que
le	Da	le
meilleur	Nc	meilleur
est	Vuc	être
de	S	de
ne	Rp	ne
les	Pp	ils
pas	Rg	pas
croire	Vvn	croire
,	Fw	,
De	Vvc	de
me	Pp	je
donner	Vvn	donner
mon	Ds	mon
île	Nc	île
,	Fw	,
et	Cc	et
de	S	de
vous	Pp	vous
couronner	Vvn	couronner
,	Fw	,
S'	Vvc	s'
ils	Pp	ils
murmurent	Vvc	murmurer
après	S	après
laissez	Vvc	laisser
-moi	Vvc	-moi
gouverner	Vvn	gouverner
,	Fw	,
Monsieur	Nc	monsieur
le	Da	le
siècle	Nc	siècle
et	Cc	et
ceux	Pd	celui
qui	Pr	qui
voudront	Vvc	vouloir
l'	Pp	il
entreprendre	Vvn	entreprendre
Se	Vvc	se
peuvent	Vvc	pouvoir
assurer	Vvn	assurer
que	Cs	que
je	Pp	je
les	Pp	ils
ferai	Vvc	faire|ferrer
pendre	Vvn	pendre
,	Fw	,
Que	Vvc	que
l'	Da	le
on	Pp	on
n'	Rp	ne
irrite	Vvc	irriter
point	Rg	point
l'	Da	le
esprit	Nc	esprit
d'	S	de
un	Dn	un
Gouverneur	Nc	gouverneur
.	Fs	.
Qui	Pt	qui
meurt	Vvc	mourir
pour	S	pour
son	Ds	son
pays	Nc	pays
meurt	Vvc	mourir
en	S	en
homme	Nc	homme
d'	S	de
honneur	Nc	honneur
;	Fw	;
Mais	Vvc	mais
celui	Pd	celui
-là	Vvc	-là
qui	Pr	qui
meurt	Vvc	mourir
pour	S	pour
sa	Ds	son
patrie	Nc	patrie
ingrate	Ag	ingrat
Sans	Vvc	sans
qu'	Cs	que
aucun	Di	aucun
sentiment	Nc	sentiment
de	S	de
vengeance	Nc	vengeance
le	Pp	il
flatte	Vvc	flatter
,	Fw	,
Il	Vvc	il
meurt	Vvc	mourir
comme	Cs	comme
mouraient	Vvc	mourir
ces	Dd	ce
braves	Ag	brave
demi-Dieux	Nc	demi-dieu
Dont	Vvc	dont
les	Da	le
noms	Nc	nom
sont	Vuc	être
écrits	Ge	écrire
sur	S	sur
la	Da	le
sphère	Nc	sphère
des	S+Da	de+le|de+les
cieux	Nc	ciel|cieux
.	Fs	.
Ne	Rp	ne
parlons	Vvc	parler
point	Rg	point
des	Dn	un
morts	Nc	mort
,	Fw	,
vivons	Vvc	vivre
à	S	à
la	Da	le
bonne	Ag	bon
heure	Nc	heure
,	Fw	,
Que	Vvc	que
quelque	Di	quelque
malheureux	Ag	malheureux
en	Pp	en
parle	Vvc	parler
,	Fw	,
ou	Cc	ou
bien	Rg	bien
qu'	Cs	que
il	Pp	il
meure	Vvc	murer
,	Fw	,
Le	Vvc	le
malheur	Nc	malheur
ni	Cc	ni
la	Da	le
mort	Nc	mort
ne	Rp	ne
sont	Vuc	être
pas	Rg	pas
faits	Ge	faire
pour	S	pour
nous	Pp	nous
;	Fw	;
Don	Nc	don
Lope	Vvc	lope
qui	Pr	qui
croyait	Vvc	croire
que	Cs	que
nous	Pp	nous
étions	Vuc	être
des	Dn	un
fous	Nc	fou
,	Fw	,
Qui	Vvc	qui
pour	S	pour
nous	Pp	nous
arrêter	Vvn	arrêter
se	Pp	il
donna	Vvc	donner
tant	Rg	tant
de	S	de
peine	Nc	peine
,	Fw	,
A	Vvc	a
bien	Rg	bien
changé	Ge	changer
d'	S	de
avis	Nc	avis
en	S	en
voyant	Ga	voir
cette	Dd	ce
Reine	Nc	reine|roi
,	Fw	,
C'	Vvc	c'
est	Vuc	être
lui	Pp	il
qui	Pr	qui
la	Pp	il
conduit	Vvc	conduire
,	Fw	,
et	Cc	et
je	Pp	je
crois	Vvc	croire|croître
fermement	Rg	fermement
Qu'	Nc	qu'
il	Pp	il
vient	Vvc	venir
vous	Pp	vous
demander	Vvn	demander
quelque	Di	quelque
gouvernement	Nc	gouvernement
:	Fw	:
Mais	Cc	mais
si	Cs	si
vous	Pp	vous
me	Pp	je
croyez	Vvc	croire
,	Fw	,
puis	Vvc	pouvoir
qu'	Cs	que
il	Pp	il
fut	Vuc	être
incrédule	Ag	incrédule
,	Fw	,
Il	Vvc	il
s'	Cs	si
en	Pp	en
retournera	Vvc	retourner
doucement	Rg	doucement
sur	S	sur
sa	Ds	son
mule	Nc	mule
;	Fw	;
Le	Vvc	le
miel	Nc	miel
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
pour	S	pour
l'	Da	le
âne	Nc	âne
,	Fw	,
et	Cc	et
je	Pp	je
n'	Rp	ne
en	Pp	en
dis	Vvc	dire
rien	Pi	rien
plus	Rg	plus
.	Fs	.
Je	Pp	je
veux	Vvc	vouloir
être	Vun	être
toujours	Rg	toujours
ce	Pd	ce
qu'	Pr	que
autrefois	Rg	autrefois
je	Pp	je
fus	Vuc	être
,	Fw	,
Ne	Vvc	ne
me	Pp	je
conseille	Vvc	conseiller
point	Rg	point
de	S	de
changer	Vvn	changer
de	S	de
nature	Nc	nature
,	Fw	,
Don	Nc	don
Lope	Vvc	lope
se	Pp	il
trompa	Vvc	tromper
quand	Cs	quand
il	Pp	il
me	Pp	je
fit	Vvc	faire
injure	Nc	injure
,	Fw	,
Et	Vvc	et
je	Pp	je
te	Pp	tu
fais	Vvc	faire
savoir	Vvn	savoir
que	Cs	que
les	Da	le
hommes	Nc	homme
de	S	de
coeur	Nc	cœur
Ne	Ag	ne
punissent	Vvc	punir
jamais	Rg	jamais
des	Dn	un
crimes	Nc	crime
de	S	de
l'	Da	le
erreur	Nc	erreur
,	Fw	,
Si	Vvc	si
je	Pp	je
puis	Vvc	pouvoir
l'	Pp	il
obliger	Vvn	obliger
mon	Ds	mon
esprit	Nc	esprit
s'	Pp	se
y	Pp	y
dispose	Vvc	disposer
:	Fw	:
Mais	Cc	mais
encor	Nc	encor
quel	Dt	quel
accueil	Nc	accueil
te	Pp	tu
fit	Vvc	faire
-on	Nc	-on
au	S+Da	à+le
Tobose	Nc	tobose
?	Fs	?
Fort	Rg	fort
bon	Ag	bon
.	Fs	.
N'	Rp	ne
abrège	Vvc	abréger
point	Rg	point
un	Dn	un
discours	Nc	discours
qui	Pr	qui
me	Pp	je
plaît	Vvc	plaire
,	Fw	,
Fais	Vvc	faire
m'	Pp	je
en	S	en
un	Dn	un
long	Ag	long
récit	Nc	récit
.	Fs	.
Je	Pp	je
vous	Pp	vous
l'	Pp	il
ai	Vuc	avoir
déjà	Rg	déjà
fait	Ge	faire
.	Fs	.
Que	Cs	que
lui	Pp	il
pourrai	Vvc	pouvoir
-je	Vvc	-je
dire	Vvn	dire
,	Fw	,
ah	I	ah
Dieu	Nc	dieu
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
de	S	de
peine	Nc	peine
!	Fs	!
Quand	Cs	quand
tu	Pp	tu
fus	Vuc	être
introduit	Ge	introduire
au	S+Da	à+le
Palais	Vvc	palais
de	S	de
ma	Ds	mon
Reine	Nc	reine|roi
,	Fw	,
Quel	Vvc	quel
ouvrage	Nc	ouvrage
occupait	Vvc	occuper
son	Ds	son
esprit	Nc	esprit
et	Cc	et
ses	Ds	son
doigts	Nc	doigt
?	Fs	?
Je	Pp	je
vous	Pp	vous
ai	Vuc	avoir
déjà	Rg	déjà
dit	Ge	dire
qu'	Cs	que
elle	Pp	il
criblait	Vvc	cribler
des	Dn	un
poix	Nc	poix
.	Fs	.
Des	S+Da	de+le|de+les
poix	Nc	poix
,	Fw	,
les	Pp	ils
touchas	Vvc	toucher
-tu	Vvn	-tu
?	Fs	?
Je	Pp	je
fis	Vvc	faire
bien	Rg	bien
davantage	Rg	davantage
,	Fw	,
Car	Nc	car
j'	Pp	je
en	Pp	en
mangeai	Vvc	manger
ma	Ds	mon
part	Nc	part
dedans	Rg	dedans
un	Dn	un
bon	Ag	bon
potage	Nc	potage
.	Fs	.
Sache	Vvc	savoir
que	Cs	que
l'	Da	le
enchanteur	Nc	enchanteur
qui	Pr	qui
changea	Vvc	changer
les	Da	le
géants	Nc	géant
Peut	Vvc	pouvoir
décevoir	Vvn	décevoir
ton	Ds	ton
oeil	Nc	œil
,	Fw	,
et	Cc	et
ta	Ds	ton
main	Nc	main
,	Fw	,
et	Cc	et
tes	Ds	ton
dents	Nc	dent
,	Fw	,
Et	Vvc	et
qu'	Cs	que
il	Pp	il
l'	Pp	il
a	Vuc	avoir
fait	Ge	faire
sans	S	sans
doute	Nc	doute
en	S	en
cette	Dd	ce
circonstance	Nc	circonstance
,	Fw	,
Je	Vvc	je
connais	Vvc	connaître
Dulcinée	Nc	dulcinée
et	Cc	et
sa	Ds	son
magnificence	Nc	magnificence
Pour	Ag	pour
suivre	Vvn	suivre
Cléopâtre	Vvc	cléopâtre
et	Cc	et
nous	Pp	nous
traiter	Vvn	traiter
en	Pp	en
Rois	Vvc	rois
,	Fw	,
Elle	Vvc	elle
t'	Pp	tu
a	Vuc	avoir
fait	Ge	faire
servir	Vvn	servir
des	Dn	un
perles	Nc	perle
pour	S	pour
des	Dn	un
poix	Nc	poix
,	Fw	,
Admire	Vvc	admirer
sa	Ds	son
grandeur	Nc	grandeur
,	Fw	,
admire	Vvc	admirer
son	Ds	son
adresse	Nc	adresse
:	Fw	:
Mais	Cc	mais
dis	Vvc	dire
-moi	Vvc	-moi
que	Cs	que
fis	Vvc	faire
-tu	Vvn	-tu
?	Fs	?
Voilà	Vvc	voilà
cette	Dd	ce
Princesse	Nc	prince|princesse
.	Fs	.
Réservons	Vvc	réservons
ce	Dd	ce
discours	Nc	discours
pour	S	pour
une	Dn	un
autre	Ag	autre
saison	Nc	saison
.	Fs	.
Jetez	Vvc	jeter
-vous	Nc	-vous
à	S	à
ses	Ds	son
pieds	Nc	pied
.	Fs	.
Oui	Rg	oui
c'	Pd	ce
est	Vuc	être
bien	Rg	bien
la	Da	le
raison	Nc	raison
.	Fs	.
Fameux	Ag	fameux
restaurateur	Nc	restaurateur
de	S	de
la	Da	le
chevalerie	Nc	chevalerie
À	Nc	à
qui	Pr	qui
sont	Vuc	être
réservés	Ge	réserver
.	Fs	.
Levez	Vvc	lever
-vous	Nc	-vous
je	Pp	je
vous	Pp	vous
prie	Vvc	prier
.	Fs	.
Je	Pp	je
ne	Rp	ne
me	Pp	je
lève	Vvc	lever
point	Rg	point
.	Fs	.
Je	Pp	je
fuis	Vvc	fuir
.	Fs	.
Écoutez	Nc	écoutez
-moi	Vvc	-moi
.	Fs	.
C'	Pd	ce
est	Vuc	être
trop	Rg	trop
,	Fw	,
vous	Pp	vous
vous	Pp	vous
moquez	Vvc	moquer
.	Fs	.
Je	Pp	je
fais	Vvc	faire
ce	Pd	ce
que	Pr	que
je	Pp	je
dois	Vvc	devoir
.	Fs	.
Vous	Pp	vous
choquez	Vvc	choquer
votre	Ds	votre
rang	Nc	rang
.	Fs	.
Je	Pp	je
demande	Vvc	demander
une	Dn	un
grâce	Nc	grâce
.	Fs	.
Madame	Nc	madame
levez	Vvc	lever
-vous	Nc	-vous
.	Fs	.
Je	Pp	je
sais	Vvc	savoir
que	Cs	que
je	Pp	je
vous	Pp	vous
lasse	Vvc	lasser
;	Fw	;
Mais	Vvc	mais
je	Pp	je
ne	Rp	ne
puis	Vvc	pouvoir
m'	Pp	je
ôter	Vvn	ôter
de	S	de
ces	Dd	ce
sacrés	Nc	sacré
genoux	Nc	genou
,	Fw	,
Que	Vvc	que
vous	Pp	vous
ne	Rp	ne
m'	Pp	je
accordiez	Vvc	accorder
ce	Pd	ce
que	Pr	que
je	Pp	je
veux	Vvc	vouloir
de	S	de
vous	Pp	vous
.	Fs	.
Je	Pp	je
vous	Pp	vous
accorde	Vvc	accorder
tout	Pi	tout
,	Fw	,
oui	Rg	oui
grande	Ag	grand
Princesse	Nc	prince|princesse
,	Fw	,
Contre	Vvc	contrer
qui	Pt	qui
que	Cs	que
ce	Pd	ce
soit	Vuc	être
,	Fw	,
excepté	S	excepté
ma	Ds	mon
maîtresse	Nc	maîtresse
,	Fw	,
Vous	Nc	vous
pouvez	Vvc	pouvoir
librement	Rg	librement
disposer	Vvn	disposer
de	S	de
mon	Ds	mon
bras	Nc	bras
.	Fs	.
Sans	S	sans
ces	Dd	ce
conditions	Nc	condition
je	Pp	je
ne	Rp	ne
le	Pp	il
voudrais	Vvc	vouloir
pas	Rg	pas
.	Fs	.
A-t	Ag	a-t
-on	Nc	-on
jamais	Rg	jamais
vu	Ge	voir
feindre	Vvn	feindre
avec	S	avec
tant	Rg	tant
d'	S	de
accortise	Vvc	accortise
.	Fs	.
Monsieur	Nc	monsieur
au	S+Da	à+le
moins	Nc	moins
.	Fs	.
Tu	Pp	tu
veux	Vvc	vouloir
dire	Vvn	dire
quelque	Di	quelque
sottise	Nc	sottise
.	Fs	.
Sottise	Nc	sottise
ou	Cc	ou
non	Rg	non
sottise	Nc	sottise
,	Fw	,
il	Pp	il
m'	Pp	je
y	Pp	y
faut	Vvc	faillir|falloir
bien	Rg	bien
penser	Vvn	penser
.	Fs	.
Et	Cc	et
bien	Rg	bien
.	Fs	.
Souvenez	Vvc	souvenir
-vous	Nc	-vous
de	S	de
me	Pp	je
récompenser	Vvn	récompenser
,	Fw	,
Et	Vvc	et
que	Cs	que
l'	Da	le
île	Nc	île
.	Fs	.
Tais	Vvc	taire
-toi	Vvc	-toi
.	Fs	.
La	Da	le
faveur	Nc	faveur
que	Pr	que
j'	Pp	je
espère	Vvc	espérer
Est	Vvc	est
de	S	de
me	Pp	je
voir	Vvn	voir
remise	Nc	remise
au	S+Da	à+le
trône	Nc	trône
de	S	de
mon	Ds	mon
père	Nc	père
,	Fw	,
Qu'	Vvc	qu'
un	Dn	un
Géant	Nc	géant
orgueilleux	Ag	orgueilleux
occupe	Vvc	occuper
injustement	Rg	injustement
,	Fw	,
Et	Vvc	et
que	Cs	que
pour	S	pour
procurer	Vvn	procurer
mon	Ds	mon
rétablissement	Nc	rétablissement
Vous	Nc	vous
partiez	Vvc	partir
avec	S	avec
nous	Pp	nous
dedans	Rg	dedans
cette	Dd	ce
journée	Nc	journée
,	Fw	,
Puis	Vvc	pouvoir
-je	Vvc	-je
espérer	Vvn	espérer
ce	Dd	ce
bien	Nc	bien
.	Fs	.
Ma	Ds	mon
parole	Nc	parole
est	Vuc	être
donnée	Ge	donner
:	Fw	:
Mais	Cc	mais
avant	S	avant
que	Rg	que
partir	Vvn	partir
je	Pp	je
voudrais	Vvc	vouloir
bien	Rg	bien
savoir	Vvn	savoir
L'	Vvc	l'
histoire	Nc	histoire
des	S+Da	de+le|de+les
malheurs	Nc	malheur
où	Pr	où
nous	Pp	nous
allons	Vvc	aller
pourvoir	Vvn	pourvoir
,	Fw	,
Votre	Nc	votre
nom	Nc	nom
,	Fw	,
vos	Ds	votre
parents	Nc	parent
,	Fw	,
et	Cc	et
quel	Dt	quel
sort	Nc	sort
favorable	Ag	favorable
Vous	Nc	vous
a	Vuc	avoir
fait	Ge	faire
rencontrer	Vvn	rencontrer
ce	Dd	ce
désert	Nc	désert
effroyable	Ag	effroyable
,	Fw	,
Où	Vvc	où
j'	Pp	je
imite	Vvc	imiter
Amadis	Vvc	amadis
depuis	S	depuis
deux	Nc	deux
ou	Pr	où
trois	Vvc	traire
jours	Nc	jour
.	Fs	.
Je	Pp	je
suis	Vuc	être
fille	Nc	fille
du	S+Da	de+le
Roi	Nc	roi
de	S	de
...	Fs	...
.	Fs	.
Courons	Vvc	courir
au	S+Da	à+le
secours	Nc	secours
,	Fw	,
La	Vvc	la
mémoire	Nc	mémoire
lui	Pp	il
manque	Vvc	manquer
;	Fw	;
adorable	Ag	adorable
Princesse	Nc	prince|princesse
,	Fw	,
Je	Vvc	je
ne	Rp	ne
m'	Pp	je
étonne	Vvc	étonner
point	Rg	point
qu'	Cs	que
en	S	en
l'	Da	le
ennui	Nc	ennui
qui	Pr	qui
vous	Pp	vous
presse	Vvc	presser
Vous	Nc	vous
ayez	Vuc	avoir
oublié	Ge	oublier
jusques	Nc	jusques
à	S	à
votre	Ds	votre
nom	Nc	nom
,	Fw	,
Et	Vvc	et
que	Cs	que
vous	Pp	vous
descendez	Vvc	descendre
du	S+Da	de+le
grand	Ag	grand
Miconmicon	Nc	miconmicon
;	Fw	;
Les	Vvc	les
extrêmes	Ag	extrême
malheurs	Nc	malheur
renversent	Vvc	renverser
la	Da	le
mémoire	Nc	mémoire
.	Fs	.
Il	Pp	il
est	Vuc	être
vrai	Ag	vrai
;	Fw	;
mais	Cc	mais
pourtant	Rg	pourtant
poursuivons	Vvc	poursuivre
notre	Ds	notre
histoire	Nc	histoire
,	Fw	,
Le	Vvc	le
grand	Ag	grand
Miconmicon	Nc	miconmicon
fut	Vuc	être
donc	Rg	donc
mon	Ds	mon
père	Nc	père
et	Cc	et
Roi	Vvc	roi
,	Fw	,
Ce	Vvc	ce
brave	Ag	brave
et	Cc	et
sage	Ag	sage
Prince	Nc	prince
eut	Vuc	avoir
tant	Rg	tant
de	S	de
soin	Nc	soin
de	S	de
moi	Pp	je
,	Fw	,
Sachant	Ga	savoir
que	Cs	que
je	Pp	je
devais	Vvc	devoir
succéder	Vvn	succéder
à	S	à
son	Ds	son
trône	Nc	trône
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
me	Pp	je
fit	Vvc	faire
élever	Vvn	élever
ainsi	Rg	ainsi
qu'	Cs	que
une	Dn	un
Amazone	Nc	amazone
,	Fw	,
Et	Vvc	et
voulut	Vvc	vouloir
découvrir	Vvn	découvrir
par	S	par
art	Nc	art
d'	S	de
enchantement	Nc	enchantement
Quels	Ag	quels
seraient	Vuc	être
les	Da	le
progrès	Nc	progrès
de	S	de
mon	Ds	mon
gouvernement	Nc	gouvernement
;	Fw	;
Après	Vvc	après
avoir	Vun	avoir
dix	Nc	dix
ans	Nc	an
feuilleté	Ge	feuilleter
la	Da	le
magie	Nc	magie
,	Fw	,
Fait	Vvc	faire
,	Fw	,
défait	Vvc	défaire
,	Fw	,
et	Cc	et
refait	Vvc	refaire
cent	Nc	cent
fois	Nc	fois
mon	Ds	mon
effigie	Nc	effigie
,	Fw	,
Ruiné	Vvc	ruiné
ses	Ds	son
sujets	Nc	sujet
par	S	par
des	Dn	un
impôts	Nc	impôt
nouveaux	Ag	nouveau
Pour	Vvc	pour
avoir	Vun	avoir
du	Dp	du
papier	Nc	papier
,	Fw	,
de	S	de
l'	Da	le
encre	Nc	encre
et	Cc	et
des	S+Da	de+le|de+les
flambeaux	Nc	flambeau
,	Fw	,
Il	Vvc	il
découvrit	Vvc	découvrir
en	S	en
fin	Nc	fin
avec	S	avec
beaucoup	Rg	beaucoup
de	S	de
peine	Nc	peine
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
mourrait	Vvc	mourir
quelque	Di	quelque
jour	Nc	jour
,	Fw	,
et	Cc	et
que	Cs	que
je	Pp	je
serais	Vuc	être
Reine	Vvc	reine
;	Fw	;
Mais	Vvc	mais
que	Rg	que
bientôt	Rg	bientôt
après	S	après
un	Dn	un
outrageux	Ag	outrageux
géant	Nc	géant
Entrerait	Vvc	entrer
dans	S	dans
ma	Ds	mon
terre	Nc	terre
et	Cc	et
l'	Pp	il
irait	Vvc	aller
ravageant	Ga	ravager
,	Fw	,
Menaçant	Ga	menaçant
mes	Ds	mon
sujets	Nc	sujet
de	S	de
mort	Nc	mort
et	Cc	et
de	S	de
servage	Nc	servage
Si	Vvc	si
je	Pp	je
ne	Rp	ne
consentais	Vvc	consentir
à	S	à
notre	Ds	notre
mariage	Nc	mariage
;	Fw	;
Mon	Nc	mon
père	Nc	père
me	Pp	je
cacha	Vvc	cacher
ce	Dd	ce
déplorable	Ag	déplorable
sort	Nc	sort
Jusqu'	Vvc	jusqu'
à	S	à
ce	Pd	ce
qu'	Pr	que
il	Pp	il
se	Pp	il
vît	Vvc	voir
au	S+Da	à+le
moment	Nc	moment
de	S	de
sa	Ds	son
mort	Nc	mort
,	Fw	,
Lors	Nc	lord
il	Pp	il
me	Pp	je
fit	Vvc	faire
venir	Vvn	venir
,	Fw	,
et	Cc	et
d'	S	de
une	Dn	un
voix	Nc	voix
mourante	Ga	mourir
M'	Vvc	m'
annonça	Vvc	annoncer
le	Da	le
malheur	Nc	malheur
qui	Pr	qui
me	Pp	je
fait	Vvc	faire
être	Vun	être
errante	Ag	errant
;	Fw	;
M'	Vvc	m'
assurant	Ga	assurer
toutefois	Rg	toutefois
que	Cs	que
mon	Ds	mon
mal	Nc	mal
finirait	Vvc	finir
Si	Vvc	si
je	Pp	je
me	Pp	je
souvenais	Vvc	souvenir
de	S	de
ce	Pd	ce
qu'	Pr	que
il	Pp	il
me	Pp	je
dirait	Vvc	dire
,	Fw	,
Et	Vvc	et
si	Cs	si
je	Pp	je
m'	Pp	je
en	Pp	en
souviens	Vvc	souvenir
:	Fw	:
Ce	Pd	ce
fut	Vuc	être
que	Cs	que
dans	S	dans
l'	Da	le
Espagne	Nc	espagne
Vivait	Vvc	vivre
un	Dn	un
Chevalier	Nc	chevalier
qui	Pr	qui
courait	Vvc	courir
la	Da	le
campagne	Nc	campagne
,	Fw	,
Les	Vvc	les
rues	Nc	rue
,	Fw	,
les	Da	le
chemins	Nc	chemin
,	Fw	,
pour	S	pour
réparer	Vvn	réparer
les	Da	le
torts	Nc	tort
,	Fw	,
Soutenir	Vvn	soutenir
les	Da	le
petits	Nc	petit
,	Fw	,
et	Cc	et
renverser	Vvn	renverser
les	Da	le
forts	Ag	fort
,	Fw	,
Que	Vvc	que
si	Rg	si
quand	Cs	quand
le	Da	le
géant	Nc	géant
entrerait	Vvc	entrer
dans	S	dans
ma	Ds	mon
terre	Nc	terre
,	Fw	,
Au	Vvc	au
lieu	Nc	lieu
de	S	de
m'	Pp	je
amuser	Vvn	amuser
à	S	à
lui	Pp	il
faire	Vvn	faire
la	Da	le
guerre	Nc	guerre
,	Fw	,
Je	Vvc	je
m'	Pp	je
en	Pp	en
allais	Vvc	aller
chercher	Vvn	chercher
ce	Dd	ce
guerrier	Nc	guerrier
indompté	Ag	indompté
,	Fw	,
Il	Vvc	il
me	Pp	je
retirerait	Vvc	retirer
de	S	de
la	Da	le
captivité	Nc	captivité
,	Fw	,
Il	Vvc	il
se	Pp	il
devait	Vvc	devoir
nommer	Vvn	nommer
Don	Nc	don
Assote	Vvc	assote
ou	Cc	ou
Gigotte	Vvc	gigoter
.	Fs	.
Vous	Pp	vous
vous	Pp	vous
trompez	Vvc	tromper
,	Fw	,
Madame	Nc	madame
,	Fw	,
il	Pp	il
vous	Pp	vous
dit	Vvc	dire
Don	Nc	don
Quichotte	Vvc	quichotte
.	Fs	.
Il	Pp	il
est	Vuc	être
vrai	Ag	vrai
.	Fs	.
Quelle	Dt	quel
adresse	Nc	adresse
.	Fs	.
Et	Cc	et
quel	Dt	quel
couple	Nc	couple|couplé
de	S	de
fous	Nc	fou
.	Fs	.
Il	Pp	il
me	Pp	je
le	Pp	il
dépeignit	Vvc	dépeindre
du	S+Da	de+le
tout	Pi	tout
semblable	Ag	semblable
à	S	à
vous	Pp	vous
,	Fw	,
Haut	Vvc	haut
,	Fw	,
maigre	Ag	maigre
,	Fw	,
droit	Nc	droit
,	Fw	,
bien	Rg	bien
fait	Ge	faire
du	S+Da	de+le
corps	Nc	corps
et	Cc	et
du	S+Da	de+le
visage	Nc	visage
,	Fw	,
Modéré	Vvc	modéré
,	Fw	,
patient	Ag	patient
,	Fw	,
doux	Ag	doux
,	Fw	,
amoureux	Ag	amoureux
et	Cc	et
sage	Ag	sage
,	Fw	,
Et	Vvc	et
portant	Ga	porter
une	Dn	un
marque	Nc	marque
au	S+Da	à+le
beau	Ag	beau
milieu	Nc	milieu
du	S+Da	de+le
sein	Nc	sein
Couverte	Ge	couvrir
de	S	de
trois	Nc	trois
poils	Nc	poil
ressemblants	Ga	ressembler
à	S	à
du	S+Da	de+le
crin	Nc	crin
.	Fs	.
Sanche	Vvc	sanche
délassez	Vvc	délacer|délasser
-moi	Vvc	-moi
,	Fw	,
voyons	Vvc	voir
si	Cs	si
j'	Pp	je
ai	Vuc	avoir
la	Da	le
marque	Nc	marque
,	Fw	,
Et	Vvc	et
si	Cs	si
je	Pp	je
suis	Vuc	être
celui	Pd	celui
dont	Pr	dont
parle	Vvc	parler
ce	Dd	ce
Monarque	Nc	monarque
.	Fs	.
Pour	S	pour
la	Da	le
marque	Nc	marque
et	Cc	et
le	Da	le
poil	Nc	poil
j'	Pp	je
en	Pp	en
réponds	Vvc	répondre
.	Fs	.
On	Pp	on
vous	Pp	vous
croit	Vvc	croire|croître
.	Fs	.
Mais	Cc	mais
elle	Pp	il
est	Vuc	être
à	S	à
côté	Nc	côté
.	Fs	.
N'	Rp	ne
importe	Vvc	importer
où	Pt	où
qu'	Cs	que
elle	Pp	il
soit	Vuc	être
,	Fw	,
C'	Vvc	c'
est	Vuc	être
toujours	Rg	toujours
une	Dn	un
marque	Nc	marque
,	Fw	,
entre	S	entre
amis	Nc	ami
peu	Rg	peu
de	S	de
chose	Nc	chose
Ne	Ag	ne
doit	Vvc	devoir
jamais	Rg	jamais
troubler	Vvn	troubler
le	Da	le
marché	Nc	marché
qu'	Pr	que
on	Pp	on
propose	Vvc	proposer
.	Fs	.
La	Da	le
Princesse	Nc	prince|princesse
