Trassidule	Vvc	trassidule
plus	Rg	plus
méchant	Ag	méchant
,	Fw	,
et	Cc	et
plus	Rg	plus
grand	Ag	grand
que	Cs	que
jamais	Rg	jamais
,	Fw	,
Tu	Vvc	tu
n'	Rp	ne
appuies	Vvc	appuyer
que	Rg	que
trop	Rg	trop
nos	Ds	notre
bras	Nc	bras
et	Cc	et
nos	Ds	notre
souhaits	Nc	souhait
;	Fw	;
Ceux	Nc	ceux
là	Rg	là
par	S	par
la	Da	le
raison	Nc	raison
,	Fw	,
qu'	Cs	que
après	S	après
cette	Dd	ce
entreprise	Nc	entreprise
,	Fw	,
T'	Vvc	t'
étant	Ga	être
plus	Rg	plus
agrandi	Ge	agrandir
,	Fw	,
tu	Pp	tu
donne	Vvc	donner
plus	Rg	plus
de	S	de
prise	Nc	prise
,	Fw	,
Ceux	Nc	ceux
-ci	Vvc	-ci
par	S	par
le	Da	le
motif	Nc	motif
que	Pr	que
nous	Pp	nous
pouvons	Vvc	pouvoir
avoir	Vun	avoir
,	Fw	,
De	Vvc	de
perdre	Vvn	perdre
un	Dn	un
malheureux	Ag	malheureux
qui	Pr	qui
sort	Vvc	sortir
de	S	de
son	Ds	son
devoir	Nc	devoir
;	Fw	;
Ainsi	Vvc	ainsi
de	S	de
tous	Di	tout
côtés	Nc	côté
pour	S	pour
ce	Dd	ce
grand	Ag	grand
sacrifice	Nc	sacrifice
,	Fw	,
Nos	Nc	nô
bras	Nc	bras
et	Cc	et
nos	Ds	notre
souhaits	Nc	souhait
n'	Rp	ne
ont	Vuc	avoir
que	Rg	que
trop	Rg	trop
de	S	de
justice	Nc	justice
!	Fs	!
Oui	Rg	oui
je	Pp	je
te	Pp	tu
le	Pp	il
promets	Vvc	promettre
,	Fw	,
fallut-il	Vvc	fallut-il
me	Pp	je
risquer	Vvn	risquer
,	Fw	,
À	Nc	à
subir	Vvn	subir
les	Da	le
périls	Nc	péril
qu'	Pr	que
on	Pp	on
trouve	Vvc	trouver
à	S	à
te	Pp	tu
choquer	Vvn	choquer
,	Fw	,
Semnandre	Vvc	semnandre
le	Da	le
hardi	Nc	hardi
sera	Vuc	être
le	Da	le
Capitaine	Nc	capitaine
,	Fw	,
Sous	Vvc	sous
lequel	Pr	lequel
je	Pp	je
m'	Pp	je
en	Pp	en
vais	Vvc	aller
te	Pp	tu
déclarer	Vvn	déclarer
ma	Ds	mon
haine	Nc	haine
.	Fs	.
Vous	Pp	vous
savez	Vvc	savoir
à	S	à
quel	Dt	quel
point	Nc	point
de	S	de
fureur	Nc	fureur
et	Cc	et
d'	S	de
excès	Nc	excès
Peut	Vvc	pouvoir
monter	Vvn	monter
un	Dn	un
esprit	Nc	esprit
enflé	Ge	enfler
de	S	de
ses	Ds	son
succès	Nc	succès
!	Fs	!
Comme	Cs	comme
l'	Da	le
ambition	Nc	ambition
éblouit	Vvc	éblouir
son	Ds	son
courage	Nc	courage
,	Fw	,
En	Vvc	en
lui	Pp	il
pochant	Ga	pocher
les	Da	le
yeux	Nc	œil
,	Fw	,
elle	Pp	il
augmente	Vvc	augmenter
sa	Ds	son
rage	Nc	rage
;	Fw	;
Et	Vvc	et
lui	Pp	il
fait	Vvc	faire
aspirer	Vvn	aspirer
à	S	à
tout	Pi	tout
ce	Pd	ce
qu'	Pr	que
elle	Pp	il
veut	Vvc	vouloir
,	Fw	,
Sans	Vvc	sans
même	Rg	même
le	Da	le
borner	Vvn	borner
à	S	à
vouloir	Vvn	vouloir
ce	Pd	ce
qu'	Pr	que
il	Pp	il
peut	Vvc	pouvoir
;	Fw	;
Le	Vvc	le
transportant	Ga	transporter
ainsi	Rg	ainsi
jusqu'	S	jusque
au	S+Da	à+le
malheur	Nc	malheur
extrême	Ag	extrême
,	Fw	,
De	Vvc	de
ne	Rp	ne
vouloir	Vvn	vouloir
jamais	Rg	jamais
obéir	Vvn	obéir
qu'	Cs	que
à	S	à
soi	Pp	il
-même	Vvc	-même
,	Fw	,
Et	Vvc	et
de	S	de
traiter	Vvn	traiter
tout	Di	tout
joug	Nc	joug
,	Fw	,
même	Rg	même
le	Da	le
souverain	Nc	souverain
,	Fw	,
Ou	Vvc	ou
de	S	de
séditieux	Nc	séditieux
,	Fw	,
ou	Cc	ou
d'	S	de
injuste	Ag	injuste
,	Fw	,
ou	Cc	ou
de	S	de
vain	Ag	vain
!	Fs	!
C'	Pd	ce
est	Vuc	être
cette	Dd	ce
opinion	Nc	opinion
à	S	à
laquelle	Pr	lequel
un	Dn	un
caprice	Nc	caprice
,	Fw	,
Avait	Vvc	avait
fait	Ge	faire
aheurter	Vvn	aheurter
l'	Da	le
esprit	Nc	esprit
de	S	de
Pantonice	Nc	pantonice
;	Fw	;
Lorsque	Vvc	lorsque
lui	Pp	il
dépeignant	Ga	dépeigner|dépeindre
tant	Rg	tant
d'	S	de
Illustres	Ag	illustre
combats	Nc	combat
,	Fw	,
Où	Vvc	où
l'	Da	le
Europe	Nc	europe
avait	Vuc	avoir
vu	Ge	voir
triompher	Vvn	triompher
ses	Ds	son
deux	Nc	deux
bras	Nc	bras
,	Fw	,
Ce	Vvc	ce
mauvais	Ag	mauvais
conseiller	Nc	conseiller
lui	Pp	il
suggérait	Vvc	suggérer
dans	S	dans
l'	Da	le
âme	Nc	âme
,	Fw	,
Que	Vvc	que
vivre	Vvn	vivre
en	S	en
dépendant	Ga	dépendre
était	Vuc	être
vivre	Vvn	vivre
en	S	en
infâme	Ag	infâme
;	Fw	;
Que	Vvc	que
s'	Cs	si
il	Pp	il
était	Vuc	être
sujet	Nc	sujet
apparemment	Rg	apparemment
,	Fw	,
ou	Cc	ou
non	Rg	non
,	Fw	,
Il	Vvc	il
fallait	Vvc	falloir
en	S	en
effet	Nc	effet
n'	Rp	ne
en	Pp	en
avoir	Vun	avoir
que	Rg	que
le	Da	le
nom	Nc	nom
,	Fw	,
Et	Vvc	et
disposer	Vvn	disposer
si	Rg	si
bien	Rg	bien
de	S	de
la	Da	le
toute-puissance	Nc	toute-puissance
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
n'	Rp	ne
eût	Vuc	avoir
,	Fw	,
de	S	de
serviteur	Nc	serviteur
,	Fw	,
que	Cs	que
la	Da	le
seule	Ag	seul
apparence	Nc	apparence
!	Fs	!
Ce	Dd	ce
principe	Nc	principe
insolent	Ag	insolent
où	Pr	où
son	Ds	son
ambition	Nc	ambition
Allait	Vvc	aller
tout	Di	tout
soumettant	Ga	soumettre
à	S	à
sa	Ds	son
discrétion	Nc	discrétion
,	Fw	,
Lui	Nc	lui
faisait	Vvc	faire
regarder	Vvn	regarder
le	Da	le
rang	Nc	rang
de	S	de
Philarchie	Nc	philarchie
,	Fw	,
Comme	Vvc	comme
un	Dn	un
faîte	Nc	faîte
éclatant	Ga	éclater
sujet	Nc	sujet
à	S	à
sa	Ds	son
furie	Nc	furie
,	Fw	,
Dont	Vvc	dont
le	Da	le
moindre	Ag	moindre
dédain	Nc	dédain
de	S	de
s'	Pp	se
y	Pp	y
savoir	Vvn	savoir
soumis	Ge	soumettre
La	Vvc	la
pourrait	Vvc	pouvoir
débusquer	Vvn	débusquer
aussi	Rg	aussi
bien	Rg	bien
que	Cs	que
son	Ds	son
fils	Nc	fil|fils
!	Fs	!
Si	Cs	si
les	Da	le
raisons	Nc	raison
d'	S	de
État	Nc	état
fatales	Ag	fatal
à	S	à
sa	Ds	son
brigue	Nc	brigue
,	Fw	,
L'	Vvc	l'
obligeaient	Vvc	obliger
quelquefois	Rg	quelquefois
d'	S	de
en	Pp	en
choquer	Vvn	choquer
les	Da	le
intrigues	Nc	intrigue
,	Fw	,
Et	Vvc	et
de	S	de
vrai	Ag	vrai
le	Da	le
mépris	Nc	mépris
qu'	Pr	que
il	Pp	il
faisait	Vvc	faire
d'	S	de
obéir	Vvn	obéir
,	Fw	,
À	Nc	à
moins	Rg	moins
qu'	Cs	que
on	Pp	on
ne	Rp	ne
permît	Vvc	permettre
qu'	Cs	que
il	Pp	il
pût	Vvc	pouvoir
tout	Rg	tout
envahir	Vvn	envahir
,	Fw	,
Réduisait	Vvc	réduisait
le	Da	le
pouvoir	Nc	pouvoir
de	S	de
notre	Ds	notre
souveraine	Nc	souverain
,	Fw	,
À	Nc	à
suivre	Vvn	suivre
pour	S	pour
régner	Vvn	régner
son	Ds	son
amour	Nc	amour
et	Cc	et
sa	Ds	son
haine	Nc	haine
,	Fw	,
Et	Vvc	et
ne	Rp	ne
branler	Vvn	branler
jamais	Rg	jamais
que	Cs	que
selon	S	selon
ses	Ds	son
souhaits	Nc	souhait
,	Fw	,
Pour	Nc	pour
conserver	Vvn	conserver
sans	S	sans
bruit	Nc	bruit
et	Cc	et
le	Da	le
sceptre	Nc	sceptre
et	Cc	et
la	Da	le
paix	Nc	paix
.	Fs	.
Ces	Dd	ce
faîtes	Nc	faîte
de	S	de
grandeur	Nc	grandeur
dont	Pr	dont
sa	Ds	son
maison	Nc	maison
éclate	Vvc	éclater
,	Fw	,
Ce	Vvc	ce
pouvoir	Nc	pouvoir
infini	Ag	infini
dont	Pr	dont
son	Ds	son
parti	Nc	parti
le	Pp	il
flatte	Vvc	flatter
;	Fw	;
Ses	Vvc	ses
charges	Nc	charge|chargé
,	Fw	,
ses	Ds	son
emplois	Nc	emploi
ne	Rp	ne
sont	Vuc	être
que	Rg	que
des	Dn	un
faveurs	Nc	faveur
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
doit	Vvc	devoir
à	S	à
l'	Da	le
équité	Nc	équité
bien	Rg	bien
moins	Rg	moins
qu'	Cs	que
à	S	à
ses	Ds	son
fureurs	Nc	fureur
;	Fw	;
Et	Vvc	et
qu'	Cs	que
on	Pp	on
pourrait	Vvc	pouvoir
nommer	Vvn	nommer
les	Da	le
éclatantes	Ag	éclatant
marques	Nc	marque
,	Fw	,
Du	Vvc	du
manque	Vvc	manquer
de	S	de
respect	Nc	respect
qu'	Pr	que
il	Pp	il
a	Vuc	avoir
pour	S	pour
ses	Ds	son
monarques	Nc	monarque
.	Fs	.
La	Da	le
rigueur	Nc	rigueur
de	S	de
l'	Da	le
État	Nc	état
qui	Pr	qui
ne	Rp	ne
va	Vvc	aller
lentement	Rg	lentement
,	Fw	,
Que	Vvc	que
pour	S	pour
frapper	Vvn	frapper
,	Fw	,
et	Cc	et
mieux	Rg	mieux
,	Fw	,
et	Cc	et
plus	Rg	plus
assurément	Rg	assurément
,	Fw	,
A	Vvc	a
suspendu	Ge	suspendre
longtemps	Rg	longtemps
le	Da	le
coup	Nc	coup
dont	Pr	dont
sa	Ds	son
justice	Nc	justice
,	Fw	,
Menaçait	Vvc	menaçait
d'	S	de
abaisser	Vvn	abaisser
l'	Da	le
orgueil	Nc	orgueil
de	S	de
Pantonice	Nc	pantonice
,	Fw	,
Jusqu'	Vvc	jusqu'
à	S	à
ce	Pd	ce
qu'	Pr	que
abusant	Ga	abuser
de	S	de
son	Ds	son
autorité	Nc	autorité
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
augmentait	Vvc	augmenter
toujours	Rg	toujours
par	S	par
son	Ds	son
impunité	Nc	impunité
,	Fw	,
Il	Vvc	il
a	Vuc	avoir
forcé	Ge	forcer
son	Ds	son
bras	Nc	bras
de	S	de
ne	Rp	ne
plus	Rg	plus
le	Da	le
suspendre	Nc	suspendre
,	Fw	,
Puisqu'il	Nc	puisqu'il
croyait	Vvc	croire
toujours	Rg	toujours
avoir	Vun	avoir
droit	Rg	droit
de	S	de
prétendre	Vvn	prétendre
.	Fs	.
Tecnatine	Vvc	tecnatine
et	Cc	et
Proterme	Vvc	proterme
ayant	Ga	avoir
su	Ge	savoir
les	Da	le
complots	Nc	complot
,	Fw	,
Que	Vvc	que
leur	Ds	leur
frère	Nc	frère
brassait	Vvc	brasser
contre	S	contre
notre	Ds	notre
repos	Nc	repos
,	Fw	,
Ont	Vvc	ont
été	Ge	être
condamnés	Ge	condamner
comme	S	comme
étant	Ga	être
ses	Ds	son
complices	Nc	complice
,	Fw	,
À	Nc	à
subir	Vvn	subir
les	Da	le
rigueurs	Nc	rigueur
de	S	de
ses	Ds	son
mêmes	Ag	même
supplices	Nc	supplice
.	Fs	.
Voilà	Vvc	voilà
ce	Pd	ce
qu'	Pr	que
on	Pp	on
a	Vuc	avoir
crû	Ge	croire|croître
qu'	Cs	que
il	Pp	il
fallait	Vvc	falloir
que	Cs	que
par	S	par
moi	Pp	je
,	Fw	,
Vous	Nc	vous
sussiez	Vvc	savoir
aujourd'hui	Rg	aujourd'hui
des	Dn	un
volontés	Nc	volonté
du	S+Da	de+le
Roi	Nc	roi
.	Fs	.
Disposez	Vvc	disposer
-vous	Nc	-vous
aussi	Rg	aussi
d'	S	de
en	Pp	en
instruire	Vvn	instruire
Andrigene	Vvc	andrigene
.	Fs	.
Que	Cs	que
ce	Dd	ce
coup	Nc	coup
me	Pp	je
surprend	Vvc	surprendre
,	Fw	,
qu'	Cs	que
il	Pp	il
me	Pp	je
donne	Vvc	donner
de	S	de
peine	Nc	peine
?	Fs	?
Mon	Ds	mon
esprit	Nc	esprit
divisé	Ge	diviser
d'	S	de
un	Dn	un
double	Ag	double
sentiment	Nc	sentiment
,	Fw	,
Condamne	Vvc	condamner
Pantonice	Nc	pantonice
et	Cc	et
l'	Pp	il
absout	Vvc	absoudre
promptement	Rg	promptement
!	Fs	!
Sa	Ds	son
valeur	Nc	valeur
paraissant	Ga	paraître
aimable	Ag	aimable
et	Cc	et
redoutable	Ag	redoutable
,	Fw	,
Le	Vvc	le
montre	Vvc	montrer
à	S	à
même	Ag	même
temps	Nc	temps
innocent	Ag	innocent
et	Cc	et
coupable	Ag	coupable
;	Fw	;
Elle	Vvc	elle
me	Pp	je
le	Pp	il
fait	Vvc	faire
voir	Vvn	voir
sous	S	sous
des	Dn	un
traits	Nc	trait|traits
si	Rg	si
divers	Ag	divers
,	Fw	,
Que	Vvc	que
je	Pp	je
le	Da	le
juge	Nc	juge
digne	Ag	digne
et	Cc	et
du	S+Da	de+le
trône	Nc	trône
et	Cc	et
des	S+Da	de+le|de+les
fers	Nc	fer|fers
;	Fw	;
Et	Vvc	et
ne	Rp	ne
pouvant	Ga	pouvoir
souffrir	Vvn	souffrir
qu'	Cs	que
on	Pp	on
blâme	Vvc	blâmer
sa	Ds	son
conduite	Nc	conduite
,	Fw	,
Je	Vvc	je
ne	Rp	ne
puis	Vvc	pouvoir
endurer	Vvn	endurer
qu'	Cs	que
on	Pp	on
vante	Vvc	vanter
son	Ds	son
mérite	Nc	mérite
.	Fs	.
Ainsi	Rg	ainsi
de	S	de
quelque	Di	quelque
part	Nc	part
que	Pr	que
je	Pp	je
jette	Vvc	jeter
mes	Ds	mon
yeux	Nc	œil
,	Fw	,
Ou	Vvc	ou
sur	S	sur
ses	Ds	son
partisans	Nc	partisan
,	Fw	,
ou	Cc	ou
sur	S	sur
ses	Ds	son
envieux	Nc	envieux
,	Fw	,
Je	Vvc	je
trouve	Vvc	trouver
également	Rg	également
de	S	de
l'	Da	le
excès	Nc	excès
et	Cc	et
du	S+Da	de+le
crime	Nc	crime
,	Fw	,
Et	Vvc	et
sur	S	sur
ce	Pd	ce
qu'	Pr	que
on	Pp	on
le	Pp	il
blâme	Vvc	blâmer
,	Fw	,
et	Cc	et
sur	S	sur
ce	Pd	ce
qu'	Pr	que
on	Pp	on
l'	Pp	il
estime	Vvc	estimer
.	Fs	.
Pamphage	Nc	pamphage
qui	Pr	qui
le	Pp	il
peint	Vvc	peindre
avec	S	avec
mille	Nc	mille
couleurs	Nc	couleur
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
emprunte	Vvc	emprunter
du	S+Da	de+le
droit	Nc	droit
moins	Rg	moins
que	Cs	que
de	S	de
ses	Ds	son
malheurs	Nc	malheur
,	Fw	,
Ne	Vvc	ne
peut	Vvc	pouvoir
en	S	en
déguiser	Vvn	déguiser
assez	Rg	assez
bien	Rg	bien
le	Da	le
visage	Nc	visage
Pour	Ag	pour
l'	Pp	il
ôter	Vvn	ôter
à	S	à
mon	Ds	mon
coeur	Nc	cœur
,	Fw	,
et	Cc	et
laisser	Vvn	laisser
à	S	à
ma	Ds	mon
rage	Nc	rage
.	Fs	.
Et	Cc	et
ces	Dd	ce
deux	Nc	deux
sentiments	Nc	sentiment
ainsi	Rg	ainsi
si	Rg	si
partagés	Ge	partager
,	Fw	,
Par	Nc	par
les	Da	le
divers	Ag	divers
motifs	Nc	motif
qui	Pr	qui
les	Pp	ils
ont	Vuc	avoir
engagés	Ge	engager
,	Fw	,
Rendent	Vvc	rendre
également	Rg	également
ce	Dd	ce
prince	Nc	prince
sous	S	sous
la	Da	le
chaîne	Nc	chaîne
,	Fw	,
L'	Vvc	l'
objet	Nc	objet
de	S	de
mon	Ds	mon
amour	Nc	amour
et	Cc	et
l'	Da	le
objet	Nc	objet
de	S	de
ma	Ds	mon
haine	Nc	haine
.	Fs	.
Voilà	Vvc	voilà
tout	Pi	tout
ce	Pd	ce
que	Pr	que
peut	Vvc	pouvoir
en	S	en
cet	Dd	ce
état	Nc	état
mon	Ds	mon
coeur	Nc	cœur
,	Fw	,
Pour	Nc	pour
obliger	Vvn	obliger
les	Da	le
deux	Nc	deux
,	Fw	,
le	Pp	il
pris	Vvc	prendre
et	Cc	et
le	Da	le
preneur	Nc	preneur
!	Fs	!
Cependant	Rg	cependant
que	Cs	que
le	Da	le
temps	Nc	temps
éventant	Ga	éventer
mon	Ds	mon
intrigue	Nc	intrigue
,	Fw	,
Me	Vvc	me
fera	Vvc	faire|ferrer
déclarer	Vvn	déclarer
pour	S	pour
l'	Da	le
une	Pi	un
ou	Pr	où
l'	Da	le
autre	Ag	autre
brigue	Nc	brigue
.	Fs	.
Madame	Nc	madame
!	Fs	!
Rendez	Vvc	rendre
-moi	Vvc	-moi
celui	Pd	celui
qui	Pr	qui
de	S	de
mon	Ds	mon
nom	Nc	nom
,	Fw	,
N'	Vvc	n'
a	Vuc	avoir
pas	Rg	pas
moins	Rg	moins
étendu	Ge	étendre
le	Da	le
bruit	Nc	bruit
que	Cs	que
le	Da	le
renom	Nc	renom
.	Fs	.
Rendez	Vvc	rendre
-moi	Vvc	-moi
ce	Dd	ce
grand	Ag	grand
coeur	Nc	cœur
dont	Pr	dont
la	Da	le
seule	Ag	seul
vaillance	Nc	vaillance
,	Fw	,
A	Vvc	a
raffermi	Ge	raffermir
mes	Ds	mon
droits	Nc	droit|droits
et	Cc	et
porté	Ge	porter
ma	Ds	mon
puissance	Nc	puissance
;	Fw	;
Rendez	Vvc	rendre
-moi	Vvc	-moi
le	Da	le
vainqueur	Nc	vainqueur
de	S	de
tous	Di	tout
mes	Ds	mon
ennemis	Nc	ennemi
;	Fw	;
Rendez	Vvc	rendre
-moi	Vvc	-moi
le	Da	le
César	Nc	césar
de	S	de
ceux	Pd	celui
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
soumis	Ge	soumettre
!	Fs	!
Oui	Rg	oui
rendez-le	Ag	rendez-le
,	Fw	,
et	Cc	et
s'	Pp	se
il	Pp	il
faut	Vvc	faillir|falloir
que	Cs	que
ma	Ds	mon
maison	Nc	maison
périsse	Vvc	périr
,	Fw	,
Risques	Vvc	risquer
-là	Vvc	-là
je	Pp	je
le	Pp	il
veux	Vvc	vouloir
,	Fw	,
pour	S	pour
ravoir	Vvn	ravoir
Pantonice	Nc	pantonice
.	Fs	.
Madame	Nc	madame
,	Fw	,
le	Da	le
pouvoir	Nc	pouvoir
qui	Pr	qui
tient	Vvc	tenir
sa	Ds	son
liberté	Nc	liberté
,	Fw	,
Sous	Vvc	sous
les	Da	le
droits	Ag	droit
souverains	Nc	souverain
de	S	de
son	Ds	son
autorité	Nc	autorité
,	Fw	,
A	Vvc	a
cru	Ge	croire|croître
que	Cs	que
la	Da	le
douceur	Nc	douceur
n'	Rp	ne
étant	Ga	être
plus	Rg	plus
qu'	Rg	que
impuissante	Ag	impuissant
,	Fw	,
Pour	Nc	pour
tâcher	Vvn	tâcher
de	S	de
borner	Vvn	borner
son	Ds	son
âme	Nc	âme
entreprenante	Ag	entreprenant
,	Fw	,
Il	Vvc	il
fallait	Vvc	falloir
hasarder	Vvn	hasarder
cet	Dd	ce
illustre	Ag	illustre
attentat	Nc	attentat
,	Fw	,
Afin	Nc	afin
de	S	de
redonner	Vvn	redonner
la	Da	le
paix	Nc	paix
à	S	à
votre	Ds	votre
État	Nc	état
!	Fs	!
Et	Cc	et
vivre	Vvn	vivre
désormais	Rg	désormais
sans	S	sans
crainte	Nc	crainte
des	S+Da	de+le|de+les
alarmes	Nc	alarme
,	Fw	,
Où	Vvc	où
l'	Pp	il
on	Pp	on
était	Vuc	être
toujours	Rg	toujours
par	S	par
la	Da	le
peur	Nc	peur
de	S	de
ses	Ds	son
armes	Nc	arme|armé
.	Fs	.
Voilà	Vvc	voilà
ce	Pd	ce
qu'	Pr	que
on	Pp	on
a	Vuc	avoir
cru	Ge	croire|croître
qu'	Cs	que
il	Pp	il
fallait	Vvc	falloir
que	Cs	que
par	S	par
moi	Pp	je
Vous	Nc	vous
sussiez	Vvc	savoir
aujourd'hui	Rg	aujourd'hui
des	Dn	un
volontés	Nc	volonté
du	S+Da	de+le
Roi	Nc	roi
.	Fs	.
Des	S+Da	de+le|de+les
volontés	Nc	volonté
du	S+Da	de+le
Roi	Nc	roi
?	Fs	?
Quoi	Pt	quoi
les	Pp	ils
jugez	Vvc	juger
-vous	Nc	-vous
telles	Ag	tel
?	Fs	?
Je	Pp	je
dis	Vvc	dire
ce	Pd	ce
qu'	Pr	que
on	Pp	on
m'	Pp	je
a	Vuc	avoir
dit	Ge	dire
.	Fs	.
Volontés	Vvc	volontés
criminelles	Ag	criminel
,	Fw	,
Puisqu'en	Nc	puisqu'en
voulant	Ga	vouloir
ôter	Vvn	ôter
l'	Da	le
auteur	Nc	auteur
de	S	de
mon	Ds	mon
éclat	Nc	éclat
,	Fw	,
Elles	Nc	elles
choquent	Vvc	choquer
le	Da	le
Roi	Nc	roi
,	Fw	,
ma	Ds	mon
maison	Nc	maison
et	Cc	et
l'	Da	le
État	Nc	état
!	Fs	!
Volontés	Vvc	volontés
qui	Pr	qui
ne	Rp	ne
sont	Vuc	être
que	Rg	que
les	Da	le
effets	Nc	effet
sinistres	Ag	sinistre
,	Fw	,
Et	Vvc	et
du	S+Da	de+le
plus	Rg	plus
insolent	Ag	insolent
et	Cc	et
plus	Rg	plus
fier	Ag	fier
des	S+Da	de+le|de+les
ministres	Nc	ministre
!	Fs	!
Volontés	Vvc	volontés
que	Cs	que
je	Pp	je
prends	Vvc	prendre
pour	S	pour
les	Da	le
avant-coureurs	Nc	avant-coureur
,	Fw	,
De	Vvc	de
mille	Nc	mille
événements	Nc	événement
,	Fw	,
et	Cc	et
de	S	de
mille	Nc	mille
malheurs	Nc	malheur
;	Fw	;
Volontés	Vvc	volontés
qui	Pr	qui
seront	Vuc	être
(	Fw	(
si	Cs	si
le	Da	le
ciel	Nc	ciel
m'	Pp	je
abandonne	Vvc	abandonner
)	Fw	)
Pour	Nc	pour
ébranler	Vvn	ébranler
bientôt	Rg	bientôt
mon	Ds	mon
trône	Nc	trône
et	Cc	et
ma	Ds	mon
couronne	Nc	couronne
!	Fs	!
Volontés	Vvc	volontés
,	Fw	,
où	Pr	où
l'	Da	le
Enfer	Nc	enfer
pour	S	pour
braver	Vvn	braver
mes	Ds	mon
desseins	Nc	dessein
,	Fw	,
A	Vvc	a
porté	Ge	porter
le	Da	le
conseil	Nc	conseil
de	S	de
mes	Ds	mon
mauvais	Ag	mauvais
destins	Nc	destin
!	Fs	!
Et	Cc	et
puis	Cs	puis
vous	Pp	vous
me	Pp	je
direz	Vvc	dire
pour	S	pour
accabler	Vvn	accabler
ma	Ds	mon
joie	Nc	joie
,	Fw	,
Qui	Vvc	qui
sera	Vuc	être
désormais	Rg	désormais
à	S	à
tous	Di	tout
les	Da	le
maux	Nc	mal
en	S	en
proie	Nc	proie
,	Fw	,
Voilà	Vvc	voilà
ce	Pd	ce
qu'	Pr	que
on	Pp	on
a	Vuc	avoir
crû	Ge	croire|croître
qu'	Cs	que
il	Pp	il
fallait	Vvc	falloir
que	Cs	que
par	S	par
moi	Pp	je
Vous	Nc	vous
sussiez	Vvc	savoir
aujourd'hui	Rg	aujourd'hui
des	Dn	un
volontés	Nc	volonté
du	S+Da	de+le
Roi	Nc	roi
.	Fs	.
Dites	Vvc	dire
,	Fw	,
dites	Vvc	dire
plutôt	Rg	plutôt
sans	S	sans
déguiser	Vvn	déguiser
leur	Ds	leur
rage	Nc	rage
,	Fw	,
Voilà	Vvc	voilà
les	Da	le
volontés	Nc	volonté
du	S+Da	de+le
malheureux	Ag	malheureux
Pamphage	Nc	pamphage
.	Fs	.
Je	Pp	je
dis	Vvc	dire
ce	Pd	ce
qu'	Pr	que
on	Pp	on
m'	Pp	je
a	Vuc	avoir
dit	Ge	dire
.	Fs	.
Mais	Cc	mais
ne	Rp	ne
savez	Vvc	savoir
-vous	Nc	-vous
pas	Rg	pas
,	Fw	,
Quel	Vvc	quel
est	Vuc	être
votre	Ds	votre
pouvoir	Nc	pouvoir
?	Fs	?
Quel	Dt	quel
celui	Pd	celui
de	S	de
ses	Ds	son
bras	Nc	bras
?	Fs	?
S'	Pp	se
il	Pp	il
ajuste	Vvc	ajuster
le	Da	le
sien	Ps	sien
aux	S+Da	à+les
lois	Nc	loi
de	S	de
la	Da	le
justice	Nc	justice
,	Fw	,
Vous	Nc	vous
devez	Vvc	devoir
procurer	Vvn	procurer
que	Cs	que
l'	Pp	il
on	Pp	on
m'	Pp	je
en	Pp	en
avertisse	Vvc	avertir
!	Fs	!
Et	Cc	et
puisque	Cs	puisque
vous	Pp	vous
savez	Vvc	savoir
que	Cs	que
vous	Pp	vous
n'	Rp	ne
êtes	Vuc	être
chez	S	chez
moi	Pp	je
,	Fw	,
Que	Vvc	que
pour	S	pour
vérifier	Vvn	vérifier
les	Da	le
volontés	Nc	volonté
du	S+Da	de+le
Roi	Nc	roi
,	Fw	,
Pourquoi	Vvc	pourquoi
m'	Pp	je
annoncez	Vvc	annoncer
-vous	Nc	-vous
des	S+Da	de+le|de+les
volontés	Nc	volonté
injustes	Ag	injuste
Sous	Vvc	sous
le	Da	le
titre	Nc	titre
innocent	Ag	innocent
des	S+Da	de+le|de+les
volontés	Nc	volonté
augustes	Ag	auguste
?	Fs	?
Madame	Nc	madame
,	Fw	,
mon	Ds	mon
pouvoir	Nc	pouvoir
est	Vuc	être
à	S	à
présent	Nc	présent
réduit	Vvc	réduire
,	Fw	,
À	Nc	à
dire	Vvn	dire
aveuglement	Nc	aveuglement
tout	Pi	tout
ce	Pd	ce
qu'	Pr	que
on	Pp	on
me	Pp	je
prescrit	Vvc	prescrire
;	Fw	;
Depuis	Vvc	depuis
que	Cs	que
dans	S	dans
l'	Da	le
État	Nc	état
cet	Dd	ce
insolent	Ag	insolent
corsaire	Nc	corsaire
,	Fw	,
A	Vvc	a
pu	Ge	pouvoir
par	S	par
sa	Ds	son
faveur	Nc	faveur
se	Pp	il
rendre	Vvn	rendre
nécessaire	Ag	nécessaire
,	Fw	,
Depuis	Vvc	depuis
qu'	Cs	que
on	Pp	on
ne	Rp	ne
dépend	Vvc	dépendre
que	Rg	que
de	S	de
sa	Ds	son
seule	Ag	seul
loi	Nc	loi
,	Fw	,
On	Vvc	on
ne	Rp	ne
me	Pp	je
porte	Vvc	porter
plus	Rg	plus
les	Da	le
volontés	Nc	volonté
du	S+Da	de+le
Roi	Nc	roi
,	Fw	,
Pour	Nc	pour
les	Da	le
vérifier	Nc	vérifier
,	Fw	,
mais	Cc	mais
pour	S	pour
vous	Pp	vous
les	Pp	ils
déduire	Vvn	déduire
