Ô	Vvc	ô
yeux	Nc	œil
Eussent	Vvc	eussent
à	S	à
peine	Nc	peine
à	S	à
braver	Vvn	braver
un	Dn	un
voile	Nc	voile
injurieux	Ag	injurieux
,	Fw	,
Qui	Vvc	qui
me	Pp	je
cachant	Ga	cacher
le	Da	le
reste	Nc	reste
en	S	en
cette	Dd	ce
conjoncture	Nc	conjoncture
,	Fw	,
D'	Nc	d'
un	Dn	un
pinceau	Nc	pinceau
bien	Rg	bien
adroit	Ag	adroit
m'	Pp	je
en	Pp	en
faisait	Vvc	faire
la	Da	le
peinture	Nc	peinture
;	Fw	;
Car	Nc	car
enfin	Rg	enfin
,	Fw	,
et	Cc	et
la	Da	le
mine	Nc	mine
,	Fw	,
et	Cc	et
la	Da	le
taille	Nc	taille
,	Fw	,
et	Cc	et
le	Da	le
port	Nc	port
,	Fw	,
Pour	Nc	pour
triompher	Vvn	triompher
d'	S	de
une	Dn	un
âme	Nc	âme
ont	Vuc	avoir
un	Dn	un
charme	Nc	charme
assez	Rg	assez
fort	Ag	fort
,	Fw	,
Et	Vvc	et
l'	Da	le
amour	Nc	amour
dans	S	dans
nos	Ds	notre
cours	Nc	cour|cours|court
assez	Rg	assez
souvent	Rg	souvent
s'	Pp	se
allume	Vvc	allumer
,	Fw	,
Moins	Vvc	moins
par	S	par
ce	Pd	ce
que	Pr	que
l'	Pp	il
on	Pp	on
voit	Vvc	voir
,	Fw	,
que	Cs	que
par	S	par
ce	Pd	ce
qu'	Pr	que
on	Pp	on
présume	Vvc	présumer
.	Fs	.
Tout	Di	tout
confus	Ag	confus
je	Pp	je
l'	Pp	il
aborde	Vvc	aborder
,	Fw	,
et	Cc	et
ma	Ds	mon
sincérité	Nc	sincérité
S'	Ag	s'
efforçait	Vvc	efforcer
de	S	de
paraître	Vvn	paraître
en	S	en
ma	Ds	mon
civilité	Nc	civilité
,	Fw	,
Quand	Nc	quand
me	Pp	je
voyant	Ga	voir
surpris	Ge	surprendre
,	Fw	,
""""	Fw	""""
Don	Nc	don
Fadrique	Ag	fadrique
dit-elle	Vvc	dit-elle
,	Fw	,
Cette	Vvc	cette
façon	Nc	façon
d'	S	de
agir	Vvn	agir
vous	Pp	vous
semblera	Vvc	sembler
nouvelle	Ag	nouveau
,	Fw	,
Mais	Vvc	mais
avant	S	avant
qu'	Cs	que
il	Pp	il
soit	Vuc	être
peu	Rg	peu
,	Fw	,
si	Cs	si
vous	Pp	vous
êtes	Vuc	être
discret	Ag	discret
,	Fw	,
Vous	Nc	vous
en	Pp	en
pourrez	Vvc	pouvoir
savoir	Vvn	savoir
le	Da	le
mystère	Nc	mystère
secret	Ag	secret
.	Fs	.
Je	Pp	je
vous	Pp	vous
cherche	Vvc	chercher
,	Fw	,
et	Cc	et
veux	Vvc	vouloir
bien	Rg	bien
vous	Pp	vous
faire	Vvn	faire
cette	Dd	ce
grâce	Nc	grâce
,	Fw	,
Par	Nc	par
elle	Pp	il
j'	Pp	je
apprendrai	Vvc	apprendre
ce	Pd	ce
qu'	Pr	que
il	Pp	il
faut	Vvc	faillir|falloir
que	Cs	que
je	Pp	je
fasse	Vvc	faire
,	Fw	,
Et	Vvc	et
selon	S	selon
,	Fw	,
bien	Rg	bien
ou	Cc	ou
mal	Rg	mal
,	Fw	,
que	Cs	que
vous	Pp	vous
en	Pp	en
userez	Vvc	user
,	Fw	,
Chaque	Vvc	chaque
jour	Nc	jour
en	S	en
ce	Dd	ce
lieu	Nc	lieu
vous	Pp	vous
me	Pp	je
rencontrerez	Vvc	rencontrer
""""	Fw	""""
.	Fs	.
À	Vvc	à
ces	Dd	ce
mots	Nc	mot|mots
je	Pp	je
lui	Pp	il
jure	Vvc	jurer
entière	Ag	entier
obéissance	Nc	obéissance
,	Fw	,
Par	Nc	par
un	Dn	un
vou	Nc	vou
solennel	Ag	solennel
je	Pp	je
m'	Pp	je
engage	Vvc	engager
au	S+Da	à+le
silence	Nc	silence
.	Fs	.
Ainsi	Rg	ainsi
depuis	S	depuis
six	Nc	six
jours	Nc	jour
,	Fw	,
son	Ds	son
charmant	Ag	charmant
entretien	Nc	entretien
Fait	Vvc	faire
et	Cc	et
tous	Di	tout
mes	Ds	mon
plaisirs	Nc	plaisir
et	Cc	et
mon	Ds	mon
souverain	Ag	souverain
bien	Nc	bien
,	Fw	,
Cette	Vvc	cette
entrevue	Ge	entrevoir
ainsi	Rg	ainsi
jusqu'	S	jusque
ici	Rg	ici
continue	Ag	continu
;	Fw	;
Mais	Vvc	mais
toujours	Rg	toujours
même	Ag	même
soin	Nc	soin
,	Fw	,
et	Cc	et
même	Rg	même
retenue	Ge	retenir
.	Fs	.
Mes	Ds	mon
plus	Rg	plus
profonds	Ag	profond
respects	Nc	respect
ne	Rp	ne
peuvent	Vvc	pouvoir
l'	Pp	il
obliger	Vvn	obliger
À	Nc	à
croire	Vvn	croire
qu'	Cs	que
on	Pp	on
m'	Pp	je
apprend	Vvc	apprendre
un	Dn	un
secret	Nc	secret
sans	S	sans
danger	Nc	danger
;	Fw	;
J'	Vvc	j'
ai	Vuc	avoir
beau	Ag	beau
la	Pp	il
conjurer	Vvn	conjurer
de	S	de
montrer	Vvn	montrer
son	Ds	son
visage	Nc	visage
,	Fw	,
Ma	Vvc	ma
prière	Nc	prière
au	S+Da	à+le
refus	Nc	refus
obstinément	Rg	obstinément
l'	Pp	il
engage	Vvc	engager
,	Fw	,
Et	Vvc	et
quel	Dt	quel
que	Pr	que
soit	Vuc	être
le	Da	le
bien	Nc	bien
dont	Pr	dont
j'	Pp	je
ose	Vvc	oser
me	Pp	je
flatter	Vvn	flatter
,	Fw	,
J'	Vvc	j'
en	Pp	en
perds	Vvc	perdre
la	Da	le
jouissance	Nc	jouissance
à	S	à
la	Pp	il
précipiter	Vvn	précipiter
.	Fs	.
Dans	S	dans
ce	Dd	ce
désordre	Nc	désordre
enfin	Rg	enfin
m'	Pp	je
étant	Ga	être
lassé	Ge	lasser
de	S	de
vivre	Vvn	vivre
,	Fw	,
Je	Vvc	je
me	Pp	je
suis	Vuc	être
aujourd'hui	Rg	aujourd'hui
résolu	Ge	résoudre
de	S	de
la	Pp	il
suivre	Vvn	suivre
,	Fw	,
Mais	Vvc	mais
à	S	à
peine	Nc	peine
après	S	après
elle	Pp	il
ai	Vuc	avoir
-je	Ge	-je
fait	Ge	faire
quelque	Di	quelque
pas	Nc	pas
...	Fs	...
Monsieur	Nc	monsieur
,	Fw	,
un	Dn	un
Inconnu	Nc	inconnu
vous	Pp	vous
demande	Vvc	demander
là-bas	Rg	là-bas
.	Fs	.
Et	Cc	et
bien	Rg	bien
,	Fw	,
fut-il	Nc	fut-il
jamais	Rg	jamais
rencontre	Nc	rencontre
plus	Rg	plus
galante	Ag	galant
?	Fs	?
Il	Pp	il
presse	Vvc	presser
fort	Rg	fort
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
l'	Da	le
affaire	Nc	affaire|affairé
est	Vuc	être
importante	Ag	important
.	Fs	.
Je	Pp	je
vous	Pp	vous
laisse	Vvc	laisser
achever	Vvn	achever
ce	Dd	ce
récit	Nc	récit
à	S	à
ma	Ds	mon
soeur	Nc	sœur
.	Fs	.
Don	Nc	don
Fadrique	Ag	fadrique
a	Vuc	avoir
donc	Rg	donc
fait	Ge	faire
un	Dn	un
présent	Nc	présent
de	S	de
son	Ds	son
soeur	Nc	sœur
,	Fw	,
Et	Vvc	et
cependant	Rg	cependant
ignore	Ge	ignorer
en	S	en
son	Ds	son
ardeur	Nc	ardeur
parfaite	Ag	parfait
,	Fw	,
Tout	Vvc	tout
prisonnier	Nc	prisonnier
qu'	Pr	que
il	Pp	il
est	Vuc	être
,	Fw	,
quelle	Dt	quel
chaîne	Nc	chaîne
l'	Da	le
arrête	Nc	arrêté
?	Fs	?
Cette	Dd	ce
aventure	Nc	aventure
est	Vuc	être
rare	Ag	rare
,	Fw	,
et	Cc	et
mon	Ds	mon
esprit	Nc	esprit
surpris	Ge	surprendre
Des	Vvc	des
merveilles	Nc	merveille
d'	S	de
amour	Nc	amour
croit	Vvc	croire|croître
lui	Pp	il
devoir	Vvn	devoir
le	Da	le
prix	Nc	prix
.	Fs	.
Mais	Cc	mais
s'	Pp	se
il	Pp	il
faut	Vvc	faillir|falloir
librement	Rg	librement
dire	Vvn	dire
ce	Pd	ce
que	Pr	que
j'	Pp	je
en	Pp	en
pense	Vvc	penser
,	Fw	,
Je	Vvc	je
m'	Pp	je
étonne	Vvc	étonner
encor	Nc	encor
plus	Rg	plus
d'	S	de
une	Dn	un
autre	Ag	autre
circonstance	Nc	circonstance
.	Fs	.
Quelle	Dt	quel
est-elle	Ag	est-elle
,	Fw	,
Madame	Nc	madame
?	Fs	?
Un	Dn	un
Cavalier	Nc	cavalier
parfait	Ag	parfait
,	Fw	,
Civil	Nc	civil
,	Fw	,
noble	Ag	noble
,	Fw	,
vaillant	Ag	vaillant
,	Fw	,
si	Cs	si
bien	Rg	bien
né	Ge	naître
,	Fw	,
si	Cs	si
bien	Rg	bien
fait	Ge	faire
,	Fw	,
Se	Vvc	se
vanter	Vvn	vanter
de	S	de
la	Da	le
sorte	Nc	sorte
,	Fw	,
et	Cc	et
sans	S	sans
craindre	Vvn	craindre
le	Da	le
blâme	Nc	blâme
,	Fw	,
Conter	Nc	conter
publiquement	Rg	publiquement
les	Da	le
faveurs	Nc	faveur
d'	S	de
une	Dn	un
Dame	Nc	dame
!	Fs	!
C'	Pd	ce
est	Vuc	être
me	Pp	je
faire	Vvn	faire
un	Dn	un
reproche	Nc	reproche
avec	S	avec
peu	Rg	peu
de	S	de
raison	Nc	raison
.	Fs	.
En	S	en
quoi	Pr	quoi
lui	Pp	il
fais	Vvc	faire
-je	Ag	-je
tort	Nc	tort
,	Fw	,
puisque	Cs	puisque
je	Pp	je
tais	Vvc	taire
son	Ds	son
nom	Nc	nom
?	Fs	?
En	Pp	en
vain	Ag	vain
vous	Pp	vous
affectez	Vvc	affecter
celui	Pd	celui
d'	S	de
Amant	Ga	amant
sincère	Ag	sincère
,	Fw	,
Ce	Vvc	ce
que	Cs	que
l'	Pp	il
on	Pp	on
ne	Rp	ne
sait	Vvc	savoir
point	Rg	point
est	Vuc	être
bien	Rg	bien
facile	Ag	facile
à	S	à
taire	Vvn	taire
,	Fw	,
Et	Vvc	et
qui	Pr	qui
pour	S	pour
se	Pp	il
vanter	Vvn	vanter
a	S	à
le	Da	le
soeur	Nc	sœur
assez	Rg	assez
bas	Ag	bas
,	Fw	,
Conterait	Vvc	conter
jusqu'	S	jusque
au	S+Da	à+le
nom	Nc	nom
s'	Cs	si
il	Pp	il
ne	Rp	ne
l'	Pp	il
ignorait	Vvc	ignorer
pas	Rg	pas
.	Fs	.
Il	Pp	il
faut	Vvc	faillir|falloir
étroitement	Rg	étroitement
observer	Vvn	observer
le	Da	le
silence	Nc	silence
,	Fw	,
Ou	Vvc	ou
faire	Vvn	faire
d'	S	de
un	Dn	un
secret	Nc	secret
entière	Ag	entier
confidence	Nc	confidence
.	Fs	.
Par	S	par
là	Rg	là
je	Pp	je
reconnais	Vvc	reconnaître
le	Da	le
visible	Ag	visible
danger	Nc	danger
Que	Vvc	que
court	Rg	court
cette	Dd	ce
Inconnue	Nc	inconnu
à	S	à
vous	Pp	vous
trop	Rg	trop
obliger	Vvn	obliger
,	Fw	,
Et	Vvc	et
que	Cs	que
se	Pp	il
découvrant	Ga	découvrir
à	S	à
votre	Ds	votre
âme	Nc	âme
indiscrète	Ag	indiscret
,	Fw	,
De	Vvc	de
ses	Ds	son
faveurs	Nc	faveur
partout	Rg	partout
vous	Pp	vous
serez	Vuc	être
le	Da	le
trompette	Nc	trompette
.	Fs	.
Blâmez	Vvc	blâmez
-moi	Vvc	-moi
,	Fw	,
mais	Cc	mais
enfin	Rg	enfin
vous	Pp	vous
devez	Vvc	devoir
présumer	Vvn	présumer
Que	Vvc	que
jamais	Rg	jamais
...	Fs	...
Que	Vvc	que
jamais	Rg	jamais
vous	Pp	vous
ne	Rp	ne
sûtes	Vvc	savoir
aimer	Vvn	aimer
.	Fs	.
Ah	I	ah
!	Fs	!
Si	Cs	si
l'	Da	le
amour	Nc	amour
sur	S	sur
moi	Pp	je
n'	Rp	ne
avait	Vuc	avoir
aucun	Di	aucun
empire	Nc	empire
,	Fw	,
Que	Vvc	que
je	Pp	je
serais	Vuc	être
exempt	Ag	exempt
d'	S	de
un	Dn	un
rigoureux	Ag	rigoureux
martyre	Nc	martyr|martyre
!	Fs	!
J'	Pp	je
aime	Vvc	aimer
,	Fw	,
et	Cc	et
de	S	de
mon	Ds	mon
destin	Nc	destin
telle	Ag	tel
est	Vuc	être
la	Da	le
cruauté	Nc	cruauté
,	Fw	,
Que	Vvc	que
j'	Pp	je
aime	Vvc	aimer
sans	S	sans
espoir	Nc	espoir
une	Dn	un
illustre	Ag	illustre
beauté	Nc	beauté
;	Fw	;
Mais	Vvc	mais
ce	Pd	ce
manque	Vvc	manquer
d'	S	de
espoir	Nc	espoir
qui	Pr	qui
me	Pp	je
rend	Vvc	rendre
misérable	Ag	misérable
,	Fw	,
Ne	Vvc	ne
rend	Vvc	rendre
pas	Rg	pas
à	S	à
mes	Ds	mon
yeux	Nc	œil
cet	Dd	ce
objet	Nc	objet
moins	Rg	moins
aimable	Ag	aimable
.	Fs	.
J'	Pp	je
adore	Vvc	adorer
avec	S	avec
respect	Nc	respect
ses	Ds	son
charmes	Nc	charme
tout-puissants	Ag	tout-puissant
,	Fw	,
Elle	Vvc	elle
n'	Rp	ne
a	Vuc	avoir
jamais	Rg	jamais
su	Ge	savoir
les	Da	le
peines	Nc	peine
que	Pr	que
je	Pp	je
sens	Vvc	sentir
,	Fw	,
Et	Vvc	et
par	S	par
un	Dn	un
triste	Ag	triste
effet	Nc	effet
de	S	de
mon	Ds	mon
malheur	Nc	malheur
extrême	Ag	extrême
,	Fw	,
Je	Vvc	je
chéris	Nc	chéri
qui	Pr	qui
l'	Pp	il
ignore	Vvc	ignorer
,	Fw	,
et	Cc	et
j'	Pp	je
ignore	Vvc	ignorer
qui	Pr	qui
m'	Pp	je
aime	Vvc	aimer
.	Fs	.
Vous	Pp	vous
devez	Vvc	devoir
souhaiter	Vvn	souhaiter
de	S	de
ne	Rp	ne
le	Pp	il
pas	Rg	pas
savoir	Vvn	savoir
.	Fs	.
Puisqu'une	Cs	puisqu'une
autre	Pi	autre
sur	S	sur
vous	Pp	vous
a	Vuc	avoir
déjà	Rg	déjà
tout	Di	tout
pouvoir	Nc	pouvoir
,	Fw	,
Car	Nc	car
quel	Dt	quel
que	Pr	que
soit	Vuc	être
l'	Da	le
espoir	Nc	espoir
dont	Pr	dont
vous	Pp	vous
flattiez	Vvc	flatter
votre	Ds	votre
âme	Nc	âme
,	Fw	,
Quelle	Vvc	quelle
gloire	Nc	gloire
aurez	Vuc	avoir
-vous	Nc	-vous
à	S	à
tromper	Vvn	tromper
une	Dn	un
Femme	Nc	femme
?	Fs	?
Moi	Pp	je
,	Fw	,
la	Pp	il
tromper	Vvn	tromper
,	Fw	,
Madame	Nc	madame
!	Fs	!
Ah	I	ah
,	Fw	,
ne	Rp	ne
présumez	Vvc	présumer
pas	Rg	pas
Que	Nc	que
je	Pp	je
forme	Vvc	former
un	Dn	un
dessein	Nc	dessein
si	Rg	si
honteux	Ag	honteux
et	Cc	et
si	Rg	si
bas	Ag	bas
.	Fs	.
Elle	Pp	il
aura	Vuc	avoir
sur	S	sur
mon	Ds	mon
soeur	Nc	sœur
une	Dn	un
entière	Ag	entier
puissance	Nc	puissance
,	Fw	,
Et	Vvc	et
si	Rg	si
d'	S	de
un	Dn	un
premier	Ag	premier
feu	Nc	feu
j'	Pp	je
ai	Vuc	avoir
peint	Vvc	peindre
la	Da	le
violence	Nc	violence
,	Fw	,
Sachez	Vvc	savoir
que	Cs	que
j'	Pp	je
ai	Vuc	avoir
voulu	Ge	vouloir
vous	Pp	vous
tirer	Vvn	tirer
seulement	Rg	seulement
D'	Nc	d'
une	Dn	un
erreur	Nc	erreur
que	Cs	que
votre	Ds	votre
âme	Nc	âme
embrasse	Vvc	embrasser
aveuglément	Rg	aveuglément
,	Fw	,
Et	Vvc	et
par	S	par
là	Rg	là
vous	Pp	vous
donner	Vvn	donner
une	Dn	un
preuve	Nc	preuve
assez	Rg	assez
claire	Ag	clair
,	Fw	,
Que	Vvc	que
je	Pp	je
sais	Vvc	savoir
comme	Cs	comme
il	Pp	il
faut	Vvc	faillir|falloir
et	Cc	et
brûler	Vvn	brûler
et	Cc	et
me	Pp	je
taire	Vvn	taire
.	Fs	.
Non	Rg	non
que	Cs	que
ce	Dd	ce
bel	Ag	beau
objet	Nc	objet
,	Fw	,
non	Rg	non
que	Cs	que
ce	Dd	ce
premier	Ag	premier
feu	Nc	feu
Sur	Nc	sur
mes	Ds	mon
sens	Nc	sens
étonnés	Ge	étonner
n'	Rp	ne
agisse	Vvc	agir
encore	Rg	encore
un	Dn	un
peu	Rg	peu
;	Fw	;
Pour	Nc	pour
mieux	Rg	mieux
forcer	Vvn	forcer
mon	Ds	mon
soeur	Nc	sœur
d'	S	de
aimer	Vvn	aimer
une	Dn	un
Inconnue	Nc	inconnu
,	Fw	,
Tandis	Vvc	tandis
qu'	Cs	que
elle	Pp	il
m'	Pp	je
estime	Vvc	estimer
indigne	Ag	indigne
de	S	de
sa	Ds	son
vue	Nc	vue
,	Fw	,
Je	Vvc	je
m'	Pp	je
en	Pp	en
fais	Vvc	faire
un	Dn	un
tableau	Nc	tableau
,	Fw	,
pour	S	pour
flatter	Vvn	flatter
mes	Ds	mon
malheurs	Nc	malheur
,	Fw	,
Dont	Vvc	dont
ce	Dd	ce
premier	Ag	premier
objet	Nc	objet
me	Pp	je
fournit	Vvc	fournir
les	Da	le
couleurs	Nc	couleur
.	Fs	.
Sous	S	sous
ce	Dd	ce
voile	Nc	voile
importun	Ag	importun
je	Pp	je
crois	Vvc	croire|croître
voir	Vvn	voir
ce	Dd	ce
visage	Nc	visage
Qui	Vvc	qui
par	S	par
des	Dn	un
traits	Nc	trait|traits
si	Rg	si
doux	Ag	doux
à	S	à
tant	Rg	tant
d'	S	de
amour	Nc	amour
m'	Pp	je
engage	Vvc	engager
,	Fw	,
Cet	Vvc	cet
oeil	Nc	œil
vif	Ag	vif
et	Cc	et
perçant	Ag	perçant
,	Fw	,
dont	Pr	dont
le	Da	le
brillant	Ag	brillant
éclat	Nc	éclat
Sait	Vvc	savoir
triompher	Vvn	triompher
sans	S	sans
force	Nc	force|forcé
,	Fw	,
et	Cc	et
vaincre	Vvn	vaincre
sans	S	sans
combat	Nc	combat
,	Fw	,
Cette	Vvc	cette
noble	Ag	noble
fierté	Nc	fierté
que	Pr	que
la	Pp	il
charmante	Ga	charmer
Elvire	Vvc	elvire
...	Fs	...
Ô	Nc	ô
Ciel	Vvc	ciel
!	Fs	!
Que	Pt	que
dites	Vvc	dire
-vous	Nc	-vous
?	Fs	?
Plus	Rg	plus
que	Cs	que
je	Pp	je
n'	Rp	ne
ai	Vuc	avoir
cru	Ge	croire|croître
dire	Vvn	dire
,	Fw	,
Mais	Vvc	mais
enfin	Rg	enfin
je	Pp	je
l'	Pp	il
ai	Vuc	avoir
dit	Ge	dire
,	Fw	,
et	Cc	et
ne	Rp	ne
puis	Vvc	pouvoir
plus	Rg	plus
celer	Vvn	celer
Le	Vvc	le
beau	Ag	beau
feu	Nc	feu
dont	Pr	dont
pour	S	pour
vous	Pp	vous
l'	Da	le
amour	Nc	amour
me	Pp	je
fait	Vvc	faire
brûler	Vvn	brûler
.	Fs	.
Ne	Rp	ne
craignez	Vvc	craindre
rien	Pi	rien
pourtant	Rg	pourtant
d'	S	de
une	Dn	un
flamme	Nc	flamme
si	Rg	si
belle	Ag	beau
,	Fw	,
Elle	Vvc	elle
règne	Nc	règne
en	S	en
mon	Ds	mon
soeur	Nc	sœur
,	Fw	,
mais	Cc	mais
je	Pp	je
règne	Vvc	régner
sur	S	sur
elle	Pp	il
.	Fs	.
Si	Cs	si
j'	Pp	je
ose	Vvc	oser
en	S	en
soupirant	Ga	soupirer
former	Vvn	former
quelques	Di	quelque
désirs	Nc	désir
,	Fw	,
Mon	Nc	mon
espoir	Nc	espoir
le	Da	le
plus	Rg	plus
doux	Ag	doux
meurt	Vvc	mourir
avec	S	avec
mes	Ds	mon
soupirs	Nc	soupir
,	Fw	,
Don	Nc	don
Lope	Ag	lope
a	Vuc	avoir
du	Dp	du
mérite	Nc	mérite
,	Fw	,
il	Pp	il
est	Vuc	être
le	Da	le
choix	Nc	choix
d'	S	de
un	Dn	un
frère	Nc	frère
,	Fw	,
Et	Vvc	et
douter	Vvn	douter
qu'	Cs	que
il	Pp	il
vous	Pp	vous
plût	Vvc	plaire|pleuvoir
ce	Pd	ce
serait	Vuc	être
vous	Pp	vous
déplaire	Vvn	déplaire
.	Fs	.
Du	S+Da	de+le
moins	Rg	moins
c'	Pd	ce
est	Vuc	être
m'	Pp	je
offenser	Vvn	offenser
que	Cs	que
de	S	de
croire	Vvn	croire
aujourd'hui	Rg	aujourd'hui
Que	Vvc	que
mon	Ds	mon
soeur	Nc	sœur
pour	S	pour
aimer	Vvn	aimer
prenne	Vvc	prendre
l'	Da	le
ordre	Nc	ordre
d'	S	de
autrui	Pi	autrui
.	Fs	.
Cependant	Rg	cependant
pour	S	pour
souffrir	Vvn	souffrir
un	Dn	un
reproche	Nc	reproche
semblable	Ag	semblable
,	Fw	,
Ma	Vvc	ma
curiosité	Nc	curiosité
n'	Rp	ne
était	Vuc	être
pas	Rg	pas
si	Rg	si
blâmable	Ag	blâmable
,	Fw	,
Et	Vvc	et
c'	Pd	ce
est	Vuc	être
trop	Rg	trop
la	Da	le
punir	Vvn	punir
que	Cs	que
de	S	de
feindre	Vvn	feindre
un	Dn	un
amour	Nc	amour
Dont	Vvc	dont
le	Da	le
railleur	Nc	railleur
aveu	Nc	aveu
n'	Rp	ne
est	Vuc	être
permis	Ge	permettre
qu'	Cs	que
à	S	à
la	Da	le
Cour	Nc	cour
.	Fs	.
Moi	Pp	je
feindre	Vvn	feindre
!	Fs	!
Moi	Pp	je
railler	Vvn	railler
!	Fs	!
Ah	I	ah
croyez	Vvc	croire
,	Fw	,
je	Pp	je
vous	Pp	vous
prie	Vvc	prier
...	Fs	...
De	Vvc	de
grâce	Nc	grâce
,	Fw	,
bornez	Vvc	borner
-là	Vvc	-là
votre	Ds	votre
galanterie	Nc	galanterie
,	Fw	,
Et	Vvc	et
souffrez	Vvc	souffrir
qu'	Cs	que
obligée	Ge	obliger
à	S	à
des	Dn	un
termes	Nc	terme
si	Rg	si
doux	Ag	doux
,	Fw	,
Par	Nc	par
un	Dn	un
juste	Ag	juste
conseil	Nc	conseil
je	Pp	je
m'	Pp	je
acquitte	Vvc	acquitter
avec	S	avec
vous	Pp	vous
.	Fs	.
Cessez	Vvc	cesser
de	S	de
publier	Vvn	publier
qu'	Cs	que
une	Dn	un
Dame	Nc	dame
elle-même	Pp	elle-même
Pour	Vvc	pour
vous	Pp	vous
entretenir	Vvn	entretenir
use	Vvc	user
de	S	de
stratagème	Nc	stratagème
,	Fw	,
Le	Vvc	le
sachant	Ga	savoir
,	Fw	,
Don	Nc	don
Fadrique	Ag	fadrique
,	Fw	,
elle	Pp	il
doit	Vvc	devoir
vous	Pp	vous
quitter	Vvn	quitter
,	Fw	,
Et	Vvc	et
conter	Vvn	conter
ses	Ds	son
faveurs	Nc	faveur
,	Fw	,
c'	Pd	ce
est	Vuc	être
mal	Rg	mal
les	Da	le
mériter	Vvn	mériter
.	Fs	.
Songez	Vvc	songer
-y	Vvc	-y
,	Fw	,
je	Pp	je
vous	Pp	vous
laisse	Vvc	laisser
.	Fs	.
Ah	I	ah
!	Fs	!
Cruelle	Ag	cruel
vengeance	Nc	vengeance
!	Fs	!
Tâchons	Vvc	tâchons
à	S	à
découvrir	Vvn	découvrir
de	S	de
ce	Dd	ce
lieu	Nc	lieu
ce	Pd	ce
qu'	Pr	que
il	Pp	il
pense	Vvc	penser
.	Fs	.
Hélas	Vvc	hélas
!	Fs	!
Que	Cs	que
m'	Pp	je
a	Vuc	avoir
servi	Ge	servir
d'	S	de
avoir	Vun	avoir
parlé	Ge	parler
d'	S	de
un	Dn	un
feu	Nc	feu
,	Fw	,
Qui	Vvc	qui
paraît	Vvc	paraître
à	S	à
ma	Ds	mon
honte	Nc	honte
et	Cc	et
la	Da	le
touche	Nc	touche
si	Rg	si
peu	Rg	peu
?	Fs	?
Car	Cc	car
enfin	Rg	enfin
elle	Pp	il
apprend	Vvc	apprendre
que	Cs	que
je	Pp	je
brûle	Vvc	brûler
pour	S	pour
elle	Pp	il
,	Fw	,
Et	Vvc	et
me	Pp	je
donne	Vvc	donner
un	Dn	un
conseil	Nc	conseil
qui	Pr	qui
me	Pp	je
rend	Vvc	rendre
infidèle	Ag	infidèle
.	Fs	.
Suivons-le	Vvc	suivons-le
ce	Dd	ce
conseil	Nc	conseil
,	Fw	,
et	Cc	et
sans	S	sans
plus	Rg	plus
soupirer	Vvn	soupirer
,	Fw	,
Espérons	Vvc	espérons
,	Fw	,
puisque	Cs	puisque
ailleurs	Rg	ailleurs
je	Pp	je
puis	Vvc	pouvoir
tout	Rg	tout
espérer	Vvn	espérer
.	Fs	.
L'	Da	le
amour	Nc	amour
d'	S	de
une	Dn	un
Inconnue	Nc	inconnu
à	S	à
mes	Ds	mon
voeux	Nc	vœu
assurée	Ge	assurer
Éteindra	Nc	éteindra
...	Fs	...
Quoi	Vvc	quoi
,	Fw	,
ma	Ds	mon
soeur	Nc	sœur
s'	Pp	se
est	Vuc	être
déjà	Rg	déjà
retirée	Ge	retirer
?	Fs	?
Mon	Ds	mon
aventure	Nc	aventure
sue	Vvc	suer
,	Fw	,
elle	Pp	il
m'	Pp	je
a	Vuc	avoir
dit	Ge	dire
adieu	Nc	adieu
.	Fs	.
Mais	Cc	mais
quoi	Pt	quoi
,	Fw	,
vous	Pp	vous
soupirez	Vvc	soupirer
?	Fs	?
Hélas	Vvc	hélas
!	Fs	!
J'	Pp	je
en	Pp	en
ai	Vuc	avoir
bien	Rg	bien
lieu	Nc	lieu
.	Fs	.
De	S	de
la	Da	le
mort	Nc	mort
de	S	de
Don	Nc	don
Lope	Vvc	lope
on	Pp	on
m'	Pp	je
écrit	Vvc	écrire
la	Da	le
nouvelle	Nc	nouveau|nouvelle
.	Fs	.
Don	Nc	don
Lope	Vvc	lope
?	Fs	?
C'	Pd	ce
est	Vuc	être
l'	Da	le
effet	Nc	effet
d'	S	de
une	Dn	un
vieille	Ag	vieux
querelle	Nc	querelle
.	Fs	.
Obligé	Vvc	obligé
de	S	de
la	Da	le
vie	Nc	vie
à	S	à
sa	Ds	son
rare	Ag	rare
valeur	Nc	valeur
,	Fw	,
Je	Vvc	je
croyais	Vvc	croire
m'	Pp	je
acquitter	Vvn	acquitter
par	S	par
l'	Da	le
hymen	Nc	hymen
de	S	de
ma	Ds	mon
soeur	Nc	sœur
,	Fw	,
Et	Vvc	et
ses	Ds	son
voeux	Nc	vœu
secondant	Ga	seconder
les	Da	le
volontés	Nc	volonté
d'	S	de
un	Dn	un
frère	Nc	frère
,	Fw	,
Je	Vvc	je
pressais	Vvc	presser
son	Ds	son
retour	Nc	retour
pour	S	pour
terminer	Vvn	terminer
l'	Da	le
affaire	Nc	affaire|affairé
.	Fs	.
Dans	S	dans
un	Dn	un
pareil	Nc	pareil
malheur	Nc	malheur
je	Pp	je
prends	Vvc	prendre
trop	Rg	trop
d'	S	de
intérêt	Nc	intérêt
.	Fs	.
Tel	Di	tel
était	Vuc	être
du	Dp	du
Destin	Nc	destin
l'	Da	le
irrévocable	Ag	irrévocable
