Soeur	Nc	sœur
Et	Cc	et
fournir	Vvn	fournir
à	S	à
tes	Ds	ton
coups	Nc	coup
une	Dn	un
indigne	Ag	indigne
matière	Nc	matière
.	Fs	.
Es	Vuc	être
-tu	Ge	-tu
Sosie	Nc	sosie
encor	Nc	encor
,	Fw	,
réponds	Vvc	répondre
,	Fw	,
qui	Pr	qui
l'	Pp	il
est	Vuc	être
de	S	de
nous	Pp	nous
?	Fs	?
Plût	Vvc	plût
aux	S+Da	à+les
Dieux	Nc	dieux
,	Fw	,
le	Pp	il
fût-il	Vuc	fût-il
,	Fw	,
et	Cc	et
reçût-il	Vvc	reçût-il
les	Da	le
coups	Nc	coup
?	Fs	?
Approche	Nc	approche
,	Fw	,
dis	Vvc	dire
ton	Ds	ton
nom	Nc	nom
,	Fw	,
parle	Vvc	parler
,	Fw	,
quel	Dt	quel
est	Vuc	être
ton	Ds	ton
maître	Nc	maître
?	Fs	?
Tu	Pp	tu
m'	Pp	je
as	Vuc	avoir
mis	Ge	mettre
en	S	en
état	Nc	état
,	Fw	,
de	S	de
ne	Rp	ne
me	Pp	je
plus	Rg	plus
connaître	Vvn	connaître
.	Fs	.
À	Vvc	à
quelle	Dt	quel
déité	Nc	déité
s'	Pp	se
adresseront	Vvc	adresser
mes	Ds	mon
voeux	Nc	vœu
.	Fs	.
Mon	Ds	mon
Maître	Nc	maître
est	Vuc	être
.	Fs	.
Qui	Pt	qui
?	Fs	?
Je	Pp	je
suis	Vuc	être
.	Fs	.
Quoi	Pt	quoi
?	Fs	?
Rien	Pi	rien
,	Fw	,
si	Cs	si
tu	Pp	tu
ne	Rp	ne
veux	Vvc	vouloir
.	Fs	.
Que	Cs	que
t'	Pp	tu
apporte	Vvc	apporter
mon	Ds	mon
nom	Nc	nom
?	Fs	?
Et	Cc	et
quelle	Dt	quel
extravagance	Nc	extravagance
,	Fw	,
Te	Vvc	te
le	Pp	il
fait	Vvc	faire
usurper	Vvn	usurper
avec	S	avec
tant	Rg	tant
d'	S	de
arrogance	Nc	arrogance
?	Fs	?
De	S	de
grâce	Nc	grâce
,	Fw	,
permets	Vvc	permettre
-moi	Vvc	-moi
de	S	de
parler	Vvn	parler
librement	Rg	librement
,	Fw	,
Tu	Vvc	tu
sauras	Vvc	savoir
qui	Pr	qui
je	Pp	je
suis	Vuc	être
,	Fw	,
en	S	en
deux	Nc	deux
mots	Nc	mot|mots
seulement	Rg	seulement
.	Fs	.
Oui	Rg	oui
parle	Vvc	parler
,	Fw	,
ma	Ds	mon
bonté	Nc	bonté
t'	Pp	tu
accorde	Vvc	accorder
cette	Dd	ce
trêve	Nc	trêve
.	Fs	.
Amphitryon	Nc	amphitryon
.	Fs	.
Dis	Vvc	dire
tôt	Rg	tôt
.	Fs	.
Sosie	Nc	sosie
.	Fs	.
Après	Vvc	après
achève	Vvc	achever
.	Fs	.
Sosie	Nc	sosie
,	Fw	,
Amphitryon	Nc	amphitryon
.	Fs	.
Que	Pt	que
crains	Vvc	craindre
-tu	Vvn	-tu
,	Fw	,
parle	Vvc	parler
tôt	Rg	tôt
.	Fs	.
Faisons	Vvc	faire
donc	Rg	donc
trêve	Nc	trêve
aux	S+Da	à+les
coups	Nc	coup
,	Fw	,
ou	Cc	ou
je	Pp	je
ne	Rp	ne
dirai	Vvc	dire
mot	Nc	mot
.	Fs	.
Oui	Rg	oui
,	Fw	,
je	Pp	je
te	Pp	tu
la	Pp	il
tiendrai	Vvc	tenir
.	Fs	.
Je	Pp	je
te	Pp	tu
crois	Vvc	croire|croître
,	Fw	,
mais	Cc	mais
sur	S	sur
peine	Nc	peine
.	Fs	.
Que	Cs	que
Mercure	Nc	mercure
,	Fw	,
à	S	à
jamais	Rg	jamais
prenne	Vvc	prendre
Sosie	Nc	sosie
en	S	en
haine	Nc	haine
.	Fs	.
Pour	S	pour
rompre	Vvn	rompre
son	Ds	son
serment	Nc	serment
,	Fw	,
il	Pp	il
est	Vuc	être
trop	Rg	trop
généreux	Ag	généreux
.	Fs	.
Parle	Vvc	parler
.	Fs	.
Je	Pp	je
suis	Vuc	être
Sosie	Nc	sosie
.	Fs	.
Encore	Rg	encore
,	Fw	,
malheureux	Ag	malheureux
.	Fs	.
Arrête	Vvc	arrête
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
fait	Ge	faire
trêve	Nc	trêve
,	Fw	,
et	Cc	et
ton	Ds	ton
serment	Nc	serment
te	Pp	tu
lie	Vvc	lier
.	Fs	.
Ces	Dd	ce
coups	Nc	coup
sont	Vuc	être
un	Dn	un
remède	Nc	remède
à	S	à
guérir	Vvn	guérir
ta	Ds	ton
folie	Nc	folie
,	Fw	,
Et	Vvc	et
ton	Ds	ton
mal	Nc	mal
je	Pp	je
m'	Pp	je
assure	Vvc	assurer
,	Fw	,
est	Vuc	être
décru	Ge	décroître
de	S	de
moitié	Nc	moitié
.	Fs	.
Ô	Nc	ô
déplaisant	Ga	déplaire
remède	Nc	remède
,	Fw	,
importune	Ag	importun
pitié	Nc	pitié
!	Fs	!
Fais	Vvc	faire
ce	Pd	ce
qui	Pr	qui
te	Pp	tu
plaira	Vvc	plaire
,	Fw	,
mais	Cc	mais
cette	Dd	ce
violence	Nc	violence
,	Fw	,
Ne	Vvc	ne
saurait	Vvc	savoir
plus	Rg	plus
longtemps	Rg	longtemps
,	Fw	,
m'	Pp	je
obliger	Vvn	obliger
au	S+Da	à+le
silence	Nc	silence
.	Fs	.
Ta	Ds	ton
fourbe	Nc	fourbe
peut	Vvc	pouvoir
bien	Rg	bien
être	Vun	être
un	Dn	un
obstacle	Nc	obstacle
à	S	à
mes	Ds	mon
pas	Nc	pas
:	Fw	:
Mais	Cc	mais
toutes	Di	tout
tes	Ds	ton
raisons	Nc	raison
ne	Rp	ne
me	Pp	je
changeront	Vvc	changer
pas	Rg	pas
.	Fs	.
Je	Pp	je
n'	Rp	ne
emprunte	Vvc	emprunter
le	Da	le
nom	Nc	nom
,	Fw	,
ni	Cc	ni
la	Da	le
forme	Nc	forme
d'	S	de
un	Dn	un
autre	Pi	autre
,	Fw	,
Je	Vvc	je
suis	Vuc	être
le	Da	le
vrai	Ag	vrai
Sosie	Nc	sosie
,	Fw	,
et	Cc	et
ce	Dd	ce
logis	Nc	logis
est	Vuc	être
nôtre	As#Ps	nôtre
.	Fs	.
Ô	Vvc	ô
le	Da	le
fou	Nc	fou
!	Fs	!
L'	Da	le
insensé	Ag	insensé
!	Fs	!
Ce	Pd	ce
sont	Vuc	être
tes	Ds	ton
qualités	Nc	qualité
.	Fs	.
Mon	Ds	mon
Maître	Nc	maître
Amphitryon	Nc	amphitryon
,	Fw	,
ses	Ds	son
ennemis	Nc	ennemi
domptés	Ge	dompter
,	Fw	,
Ne	Vvc	ne
m'	Pp	je
a-t-il	V	avoir
pas	Rg	pas
du	S+Da	de+le
port	Nc	port
,	Fw	,
envoyé	Ge	envoyer
vers	S	vers
Alcmène	Ag	alcmène
Lui	Nc	lui
conter	Vvn	conter
du	S+Da	de+le
combat	Nc	combat
,	Fw	,
la	Da	le
nouvelle	Nc	nouveau|nouvelle
certaine	Ag	certain
?	Fs	?
N'	Rp	ne
en	Pp	en
arrivai	Vvc	arriver
-je	Vvc	-je
pas	Rg	pas
une	Dn	un
lanterne	Nc	lanterne
en	S	en
main	Nc	main
;	Fw	;
Voilà	Vvc	voilà
pas	Rg	pas
le	Pp	il
Palais	Vvc	palais
de	S	de
ce	Dd	ce
Prince	Nc	prince
Thébain	Ag	thébain
:	Fw	:
Ne	Rp	ne
te	Pp	tu
parlai	Vvc	parler
-je	Vvn	-je
pas	Rg	pas
?	Fs	?
Sais	Vvc	savoir
-je	Vvn	-je
pas	Rg	pas
que	Cs	que
je	Pp	je
veille	Vvc	veiller
?	Fs	?
Tes	Ds	ton
poings	Nc	poing
ne	Rp	ne
m'	Pp	je
ont	Vuc	avoir
-ils	Ge	-ils
pas	Rg	pas
étourdi	Ge	étourdir
cette	Dd	ce
oreille	Nc	oreille
?	Fs	?
Que	Pt	que
n'	Rp	ne
opposai	Vvc	opposer
-je	Vvn	-je
donc	Rg	donc
ma	Ds	mon
défense	Nc	défense
à	S	à
tes	Ds	ton
coups	Nc	coup
?	Fs	?
À	Nc	à
quoi	Pr	quoi
perds	Vvc	perdre
-je	Vvn	-je
le	Da	le
temps	Nc	temps
,	Fw	,
que	Pr	que
n'	Rp	ne
entrai	Vvc	entrer
-je	Nc	-je
chez	S	chez
nous	Pp	nous
?	Fs	?
Dieux	Nc	dieux
!	Fs	!
De	S	de
quelles	Dt	quel
couleurs	Nc	couleur
il	Pp	il
sait	Vvc	savoir
peindre	Vvn	peindre
un	Dn	un
mensonge	Nc	mensonge
;	Fw	;
Dois	Vvc	devoir
-je	Vvc	-je
croire	Vvn	croire
mes	Ds	mon
sens	Nc	sens
,	Fw	,
veillai	Vvc	veiller
-je	Nc	-je
,	Fw	,
ou	Cc	ou
si	Cs	si
je	Pp	je
songe	Vvc	songer
?	Fs	?
Il	Pp	il
dit	Vvc	dire
de	S	de
point	Rg	point
en	S	en
point	Rg	point
,	Fw	,
ce	Pd	ce
qui	Pr	qui
m'	Pp	je
est	Vuc	être
arrivé	Ge	arriver
;	Fw	;
Car	Nc	car
mon	Ds	mon
Maître	Nc	maître
en	S	en
effet	Nc	effet
le	Da	le
combat	Nc	combat
achevé	Ge	achever
,	Fw	,
Et	Vvc	et
sa	Ds	son
main	Nc	main
de	S	de
Ptérèle	Nc	ptérèle
,	Fw	,
ayant	Ga	avoir
coupé	Ge	couper
la	Da	le
trame	Nc	trame
,	Fw	,
M'	Vvc	m'
a	Vuc	avoir
du	Dp	du
port	Nc	port
Euboïque	Ag	euboïque
,	Fw	,
envoyé	Ge	envoyer
vers	S	vers
sa	Ds	son
femme	Nc	femme
,	Fw	,
Lui	Vvc	lui
conter	Vvn	conter
de	S	de
nos	Ds	notre
faits	Nc	fait
l'	Da	le
heureux	Ag	heureux
événement	Nc	événement
.	Fs	.
Je	Pp	je
ne	Rp	ne
me	Pp	je
connais	Vvc	connaître
plus	Rg	plus
!	Fs	!
En	S	en
cet	Dd	ce
étonnement	Nc	étonnement
,	Fw	,
Il	Vvc	il
me	Pp	je
mettrait	Vvc	mettre
enfin	Rg	enfin
aux	S+Da	à+les
termes	Nc	terme
de	S	de
le	Pp	il
croire	Vvn	croire
;	Fw	;
Quel	Vvc	quel
présent	Ag	présent
lui	Pp	il
fut	Vuc	être
fait	Ge	faire
,	Fw	,
après	S	après
cette	Dd	ce
victoire	Nc	victoire
?	Fs	?
D'	S	de
un	Dn	un
vase	Nc	vase
précieux	Ag	précieux
,	Fw	,
où	Pr	où
Ptérèle	Vvc	ptérèle
buvait	Vvc	boire
.	Fs	.
Il	Pp	il
sait	Vvc	savoir
tout	Rg	tout
mieux	Rg	mieux
que	Cs	que
nous	Pp	nous
,	Fw	,
sans	S	sans
doute	Nc	doute
il	Pp	il
nous	Pp	nous
suivait	Vvc	suivre
.	Fs	.
Que	Cs	que
mon	Ds	mon
Maître	Nc	maître
aussitôt	Rg	aussitôt
fit	Vvc	faire
marquer	Vvn	marquer
de	S	de
ses	Ds	son
armes	Nc	arme|armé
.	Fs	.
Quelle	Dt	quel
lumière	Nc	lumière
,	Fw	,
ô	I	oh
Dieux	Ag	dieux
dissipera	Vvc	dissiper
ces	Dd	ce
charmes	Nc	charme
.	Fs	.
Il	Pp	il
l'	Pp	il
a	Vuc	avoir
déjà	Rg	déjà
sur	S	sur
moi	Pp	je
,	Fw	,
par	S	par
la	Da	le
force	Nc	force|forcé
emporté	Ge	emporter
,	Fw	,
Et	Vvc	et
la	Da	le
raison	Nc	raison
encor	Nc	encor
,	Fw	,
semble	Vvc	sembler
de	S	de
son	Ds	son
côté	Nc	côté
.	Fs	.
Mais	Cc	mais
ma	Ds	mon
mémoire	Nc	mémoire
,	Fw	,
enfin	Rg	enfin
,	Fw	,
a	Vuc	avoir
de	S	de
quoi	Pr	quoi
le	Pp	il
confondre	Vvn	confondre
,	Fw	,
Et	Vvc	et
sans	S	sans
être	Vun	être
moi-même	Pp	lui-même
,	Fw	,
il	Pp	il
n'	Rp	ne
y	Pp	y
saurait	Vvc	savoir
répondre	Vvn	répondre
.	Fs	.
Lorsque	Cs	lorsque
plus	Rg	plus
vivement	Rg	vivement
,	Fw	,
choquaient	Vvc	choquer
les	Da	le
bataillons	Nc	bataillon
,	Fw	,
Qu'	Vvc	qu'
allas	Vvc	aller
-tu	Vvc	-tu
faire	Vvn	faire
seul	Ag	seul
,	Fw	,
dedans	Rg	dedans
nos	Ds	notre
pavillons	Nc	pavillon
?	Fs	?
D'	S	de
un	Dn	un
flacon	Nc	flacon
de	S	de
vin	Nc	vin
pur	Ag	pur
.	Fs	.
Il	Pp	il
entre	Vvc	entrer
dans	S	dans
la	Da	le
voie	Nc	voie
.	Fs	.
Pris	Ge	prendre
d'	S	de
un	Dn	un
muid	Nc	muid
frais	Ag	frais
percé	Ge	percer
,	Fw	,
j'	Pp	je
allai	Vvc	aller
faire	Vvn	faire
ma	Ds	mon
proie	Nc	proie
,	Fw	,
Hardi	Ge	hardi
,	Fw	,
je	Pp	je
l'	Pp	il
assaillis	Vvc	assaillir
,	Fw	,
et	Cc	et
lui	Pp	il
tirai	Vvc	tirer
du	S+Da	de+le
flanc	Nc	flanc
,	Fw	,
Cette	Vvc	cette
douce	Ag	doux
liqueur	Nc	liqueur
,	Fw	,
qui	Pr	qui
tenait	Vvc	tenir
lieu	Nc	lieu
de	S	de
sang	Nc	sang
.	Fs	.
Je	Pp	je
suis	Vuc	être
sans	S	sans
repartie	Nc	repartie
,	Fw	,
après	S	après
cette	Dd	ce
merveille	Nc	merveille
,	Fw	,
S'	Vvc	s'
il	Pp	il
n'	Rp	ne
était	Vuc	être
par	S	par
hasard	Nc	hasard
caché	Ge	cacher
dans	S	dans
la	Da	le
bouteille	Nc	bouteille
.	Fs	.
Il	Pp	il
me	Pp	je
ne	Rp	ne
reste	Vvc	rester
plus	Rg	plus
,	Fw	,
avec	S	avec
quoi	Pt	quoi
contester	Vvn	contester
.	Fs	.
Eh	I	eh
bien	Rg	bien
,	Fw	,
suis	Vuc	être
-je	Ge	-je
Sosie	Nc	sosie
?	Fs	?
As	Vuc	avoir
-tu	Ge	-tu
lieu	Nc	lieu
d'	S	de
en	Pp	en
douter	Vvn	douter
?	Fs	?
T'	Pp	tu
ai	Vuc	avoir
-je	Ge	-je
assez	Rg	assez
bien	Rg	bien
guéri	Ge	guérir
de	S	de
cette	Dd	ce
frénésie	Nc	frénésie
?	Fs	?
Mais	Cc	mais
moi	Pp	je
,	Fw	,
qui	Pr	qui
suis	Vuc	être
-je	Ge	-je
donc	Rg	donc
?	Fs	?
Si	Cs	si
je	Pp	je
ne	Rp	ne
suis	Vuc	être
Sosie	Nc	sosie
?	Fs	?
Prends	Vvc	prendre
ce	Dd	ce
nom	Nc	nom
,	Fw	,
si	Cs	si
tu	Pp	tu
veux	Vvc	vouloir
,	Fw	,
quand	Cs	quand
je	Pp	je
l'	Pp	il
aurai	Vuc	avoir
quitté	Ge	quitter
,	Fw	,
Mais	Vvc	mais
devant	S	devant
,	Fw	,
défais	Vvc	défaire
-toi	Vvc	-toi
de	S	de
cette	Dd	ce
vanité	Nc	vanité
.	Fs	.
Certes	Rg	certes
,	Fw	,
à	S	à
dire	Vvn	dire
vrai	Ag	vrai
,	Fw	,
plus	Rg	plus
je	Pp	je
le	Pp	il
considère	Vvc	considérer
,	Fw	,
D'autant	Ga	d'autant
plus	Rg	plus
ma	Ds	mon
créance	Nc	créance
,	Fw	,
à	S	à
ma	Ds	mon
crainte	Nc	crainte
défère	Vvc	déférer
;	Fw	;
Il	Vvc	il
n'	Rp	ne
a	Vuc	avoir
proportion	Nc	proportion
,	Fw	,
couleur	Nc	couleur
,	Fw	,
marque	Nc	marque
,	Fw	,
ni	Cc	ni
trait	Nc	trait
,	Fw	,
Que	Vvc	que
le	Da	le
miroir	Nc	miroir
aussi	Rg	aussi
ne	Rp	ne
marque	Vvc	marquer
en	S	en
mon	Ds	mon
portrait	Nc	portrait
;	Fw	;
On	Vvc	on
ne	Rp	ne
peut	Vvc	pouvoir
qu'	Rg	que
ajouter	Vvn	ajouter
,	Fw	,
à	S	à
ce	Dd	ce
rapport	Nc	rapport
extrême	Ag	extrême
,	Fw	,
En	Vvc	en
un	Dn	un
autre	Pi	autre
,	Fw	,
aujourd'hui	Rg	aujourd'hui
,	Fw	,
je	Pp	je
me	Pp	je
trouve	Vvc	trouver
moi-même	Pp	lui-même
,	Fw	,
Démarche	Vvc	démarche
,	Fw	,
taille	Nc	taille
,	Fw	,
port	Nc	port
,	Fw	,
menton	Nc	menton
,	Fw	,
barbe	Nc	barbe
,	Fw	,
cheveux	Nc	cheveu|cheveux
,	Fw	,
Tout	Vvc	tout
enfin	Rg	enfin
est	Vuc	être
pareil	Nc	pareil
,	Fw	,
et	Cc	et
plus	Rg	plus
que	Cs	que
je	Pp	je
ne	Rp	ne
veux	Vvc	vouloir
;	Fw	;
Mais	Vvc	mais
cet	Dd	ce
étonnement	Nc	étonnement
fait-il	V	faire
que	Cs	que
je	Pp	je
m'	Pp	je
ignore	Vvc	ignorer
?	Fs	?
Je	Pp	je
me	Pp	je
sens	Vvc	sentir
,	Fw	,
je	Pp	je
me	Pp	je
vois	Vvc	voir
,	Fw	,
je	Pp	je
suis	Vuc	être
moi-même	Pp	lui-même
encore	Rg	encore
;	Fw	;
Et	Vvc	et
j'	Pp	je
ai	Vuc	avoir
perdu	Ge	perdre
l'	Da	le
esprit	Nc	esprit
,	Fw	,
si	Cs	si
j'	Pp	je
en	Pp	en
suis	Vuc	être
en	S	en
souci	Nc	souci
,	Fw	,
Ne	Vvc	ne
l'	Pp	il
interrogeons	Vvc	interroger
plus	Rg	plus
,	Fw	,
entrons	Vvc	entrer
,	Fw	,
qu'	Pr	que
attends	Vvc	attendre
-je	Vvn	-je
ici	Rg	ici
?	Fs	?
Traître	Nc	traître
,	Fw	,
où	Pr	où
vas	Vvc	aller
-tu	Vvn	-tu
?	Fs	?
Chez	S	chez
nous	Pp	nous
.	Fs	.
Ha	Rg	ha
!	Fs	!
C'	Pd	ce
est	Vuc	être
trop	Rg	trop
,	Fw	,
le	Pp	il
Ciel	Vvc	ciel
même	Rg	même
,	Fw	,
Ne	Vvc	ne
te	Pp	tu
pourrait	Vvc	pouvoir
soustraire	Vvn	soustraire
à	S	à
ma	Ds	mon
fureur	Nc	fureur
extrême	Ag	extrême
,	Fw	,
Tu	Vvc	tu
t'	Pp	tu
obstines	Vvc	obstiner
encor	Nc	encor
,	Fw	,
à	S	à
me	Pp	je
persécuter	Vvn	persécuter
!	Fs	!
Comment	Rt	comment
de	S	de
mon	Ds	mon
devoir	Nc	devoir
puis	Vvc	pouvoir
-je	Vvn	-je
donc	Rg	donc
m'	Pp	je
acquitter	Vvn	acquitter
,	Fw	,
Ne	Vvc	ne
m'	Pp	je
est-il	Ag	est-il
pas	Rg	pas
permis	Ge	permettre
,	Fw	,
de	S	de
dire	Vvn	dire
à	S	à
ma	Ds	mon
Maîtresse	Nc	maîtresse
,	Fw	,
Ce	Vvc	ce
qui	Pr	qui
m'	Pp	je
est	Vuc	être
ordonné	Ge	ordonner
,	Fw	,
par	S	par
une	Dn	un
charge	Nc	charge|chargé
expresse	Ag	exprès
?	Fs	?
Oui	Rg	oui
,	Fw	,
mais	Cc	mais
non	Rg	non
à	S	à
la	Da	le
mienne	Ps	mien
,	Fw	,
ou	Cc	ou
de	S	de
ce	Dd	ce
même	Ag	même
seuil	Nc	seuil
,	Fw	,
Où	Vvc	où
tu	Pp	tu
veux	Vvc	vouloir
aborder	Vvn	aborder
,	Fw	,
je	Pp	je
ferai	Vvc	faire|ferrer
ton	Ds	ton
cercueil	Nc	cercueil
.	Fs	.
Retirons-nous	Vvc	retirons-nous
plutôt	Rg	plutôt
,	Fw	,
ô	I	oh
prodige	Nc	prodige
!	Fs	!
Ô	Vvc	ô
nature	Nc	nature
!	Fs	!
Où	Vvc	où
me	Pp	je
suis	Vuc	être
-je	Ge	-je
perdu	Ge	perdre
?	Fs	?
Quelle	Dt	quel
est	Vuc	être
cette	Dd	ce
aventure	Nc	aventure
?	Fs	?
Qui	Pt	qui
croira	Vvc	croire
ce	Dd	ce
miracle	Nc	miracle
,	Fw	,
aux	S+Da	à+les
mortels	Nc	mortel
inconnu	Ag	inconnu
?	Fs	?
Où	Vvc	où
me	Pp	je
suis	Vuc	être
-je	Ge	-je
laissé	Ge	laisser
?	Fs	?
Que	Pt	que
suis	Vuc	être
-je	Ge	-je
devenu	Ge	devenir
?	Fs	?
Comment	Pt	comment
peut	Vvc	pouvoir
un	Dn	un
seul	Ag	seul
homme	Nc	homme
,	Fw	,
occuper	Vvn	occuper
double	Ag	double
place	Nc	place
?	Fs	?
Moi-même	Vvc	moi-même
,	Fw	,
je	Pp	je
me	Pp	je
fuis	Vvc	fuir
,	Fw	,
moi-même	Pp	lui-même
je	Pp	je
me	Pp	je
chasse	Vvc	chasser
,	Fw	,
Je	Vvc	je
porte	Vvc	porter
tout	Rg	tout
ensemble	Rg	ensemble
,	Fw	,
et	Cc	et
je	Pp	je
reçois	Vvc	recevoir
les	Da	le
coups	Nc	coup
,	Fw	,
Je	Vvc	je
me	Pp	je
vais	Vvc	aller
éloigner	Vvn	éloigner
,	Fw	,
et	Cc	et
je	Pp	je
serai	Vuc	être
chez	S	chez
nous	Pp	nous
.	Fs	.
Quel	Dt	quel
est	Vuc	être
cet	Dd	ce
accident	Nc	accident
?	Fs	?
Retournons	Vvc	retourner
à	S	à
mon	Ds	mon
Maître	Nc	maître
,	Fw	,
Et	Vvc	et
plût	Vvc	plaire|pleuvoir
au	S+Da	à+le
Ciel	Vvc	ciel
aussi	Rg	aussi
,	Fw	,
qu'	Cs	que
il	Pp	il
me	Pp	je
pût	Vvc	pouvoir
méconnaître	Vvn	méconnaître
De	Vvc	de
cet	Dd	ce
heureux	Ag	heureux
malheur	Nc	malheur
,	Fw	,
naîtrait	Vvc	naître
ma	Ds	mon
liberté	Nc	liberté
,	Fw	,
Et	Vvc	et
ce	Pd	ce
serait	Vuc	être
me	Pp	je
perdre	Vvn	perdre
,	Fw	,
avec	S	avec
utilité	Nc	utilité
.	Fs	.
Ai	Vuc	avoir
-je	Ge	-je
avec	S	avec
gloire	Nc	gloire
,	Fw	,
enfin	Rg	enfin
abattu	Ge	abattre
son	Ds	son
audace	Nc	audace
?	Fs	?
Ne	Rp	ne
l'	Pp	il
ai	Vuc	avoir
-je	Ge	-je
pas	Rg	pas
réduit	Vvc	réduire
,	Fw	,
à	S	à
me	Pp	je
céder	Vvn	céder
la	Da	le
place	Nc	place
?	Fs	?
Mon	Ds	mon
père	Nc	père
,	Fw	,
cependant	Rg	cependant
,	Fw	,
sans	S	sans
importunité	Nc	importunité
,	Fw	,
Possède	Vvc	possède
le	Da	le
sujet	Nc	sujet
,	Fw	,
qui	Pr	qui
tient	Vvc	tenir
sa	Ds	son
liberté	Nc	liberté
:	Fw	:
Son	Ds	son
absolu	Ag	absolu
pouvoir	Nc	pouvoir
,	Fw	,
se	Pp	il
permet	Vvc	permettre
toute	Di	tout
chose	Nc	chose
,	Fw	,
Ni	Vvc	ni
refus	Nc	refus
,	Fw	,
ni	Cc	ni
froideur	Nc	froideur
,	Fw	,
à	S	à
ses	Ds	son
voeux	Nc	vœu
ne	Rp	ne
s'	Pp	se
oppose	Vvc	opposer
,	Fw	,
Son	Nc	son
bonheur	Nc	bonheur
est	Vuc	être
tout	Rg	tout
pur	Ag	pur
,	Fw	,
et	Cc	et
ses	Ds	son
ravissements	Nc	ravissement
,	Fw	,
Passent	Vvc	passer
les	Da	le
voluptés	Nc	volupté
des	S+Da	de+le|de+les
plus	Rg	plus
heureux	Ag	heureux
Amants	Nc	amant
.	Fs	.
Mais	Cc	mais
comblé	Ge	combler
des	S+Da	de+le|de+les
faveurs	Nc	faveur
d'	S	de
une	Dn	un
beauté	Nc	beauté
si	Rg	si
rare	Ag	rare
,	Fw	,
L'	Vvc	l'
heure	Nc	heure
approche	Vvc	approcher
bientôt	Rg	bientôt
,	Fw	,
qu'	Cs	que
il	Pp	il
faut	Vvc	faillir|falloir
qu'	Cs	que
il	Pp	il
s'	Pp	se
en	Pp	en
sépare	Vvc	séparer
,	Fw	,
Et	Vvc	et
le	Da	le
jour	Nc	jour
doit	Vvc	devoir
enfin	Rg	enfin
succéder	Vvn	succéder
à	S	à
la	Da	le
nuit	Nc	nuit
.	Fs	.
Taisons-nous	Vvc	taisons-nous
,	Fw	,
le	Da	le
voici	I	voici
,	Fw	,
la	Da	le
porte	Nc	porte
a	Vuc	avoir
fait	Ge	faire
du	S+Da	de+le
bruit	Nc	bruit
.	Fs	.
Avecque	Vvc	avecque
ce	Dd	ce
baiser	Nc	baiser
,	Fw	,
je	Pp	je
te	Pp	tu
laisse	Vvc	laisser
mon	Ds	mon
âme	Nc	âme
,	Fw	,
Adieu	Nc	adieu
,	Fw	,
conserve	Vvc	conserver
autant	Rg	autant
,	Fw	,
que	Cs	que
j'	Pp	je
emporte	Vvc	emporter
de	S	de
flamme	Nc	flamme
,	Fw	,
Hyménée	Vvc	hyménée
,	Fw	,
à	S	à
mes	Ds	mon
yeux	Nc	œil
,	Fw	,
ne	Rp	ne
fut	Vuc	être
jamais	Rg	jamais
si	Rg	si
beau	Ag	beau
,	Fw	,
Jamais	Vvc	jamais
d'	S	de
un	Dn	un
si	Rg	si
beau	Ag	beau
feu	Nc	feu
n'	Rp	ne
éclaira	Vvc	éclairer
son	Ds	son
flambeau	Nc	flambeau
;	Fw	;
Jamais	Vvc	jamais
de	S	de
Jupiter	Nc	jupiter
,	Fw	,
les	Da	le
agréables	Ag	agréable
crimes	Nc	crime
En	Vvc	en
douceur	Nc	douceur
,	Fw	,
n'	Rp	ne
ont	Vuc	avoir
passé	Ge	passer
nos	Ds	notre
baisers	Nc	baiser
légitimes	Ag	légitime
;	Fw	;
Surtout	Vvc	surtout
conserve	Nc	conserve
-toi	Vvc	-toi
;	Fw	;
le	Da	le
temps	Nc	temps
est	Vuc	être
expiré	Ge	expirer
,	Fw	,
Où	Vvc	où
nous	Pp	nous
doit	Vvc	devoir
naître	Vvn	naître
un	Dn	un
fruit	Nc	fruit
,	Fw	,
si	Cs	si
longtemps	Rg	longtemps
désiré	Ge	désirer
,	Fw	,
Où	Vvc	où
Thèbes	Nc	thèbes
de	S	de
ma	Ds	mon
couche	Nc	couche
attend	Vvc	attendre
un	Dn	un
Capitaine	Nc	capitaine
,	Fw	,
Digne	Vvc	digne
sang	Nc	sang
de	S	de
mon	Ds	mon
sang	Nc	sang
,	Fw	,
et	Cc	et
de	S	de
celui	Pd	celui
d'	S	de
Alcmène	Nc	alcmène
.	Fs	.
Quel	Pt	lequel|quel
si	Rg	si
pressant	Ag	pressant
besoin	Nc	besoin
,	Fw	,
vous	Pp	vous
tire	Vvc	tirer
de	S	de
ce	Dd	ce
lieu	Nc	lieu
,	Fw	,
Où	Vvc	où
le	Da	le
salut	Nc	salut
à	S	à
peine	Nc	peine
,	Fw	,
a	Vuc	avoir
précédé	Ge	précéder
l'	Da	le
adieu	Nc	adieu
?	Fs	?
Je	Pp	je
m'	Pp	je
acquitte	Vvc	acquitter
des	Dn	un
soins	Nc	soin
,	Fw	,
où	Pr	où
Créon	Nc	créon
me	Pp	je
destine	Vvc	destiner
;	Fw	;
Par	Nc	par
l'	Da	le
absence	Nc	absence
du	S+Da	de+le
Chef	Nc	chef
,	Fw	,
tout	Di	tout
le	Da	le
corps	Nc	corps
se	Pp	il
ruine	Vvc	ruiner
,	Fw	,
Mon	Nc	mon
