ARGUMENT	Nc	argument
las	Ag	las
de	S	de
vous	Pp	vous
voir	Vvn	voir
,	Fw	,
et	Cc	et
d'	S	de
être	Vun	être
importuné	Ge	importuner
.	Fs	.
Ah	I	ah
!	Fs	!
Seigneur	Nc	seigneur
,	Fw	,
permettez	Vvc	permettre
que	Cs	que
je	Pp	je
vous	Pp	vous
importune	Vvc	importuner
,	Fw	,
Considérez	Vvc	considérez
,	Fw	,
de	S	de
grâce	Nc	grâce
,	Fw	,
où	Pr	où
va	Vvc	aller
mon	Ds	mon
infortune	Nc	infortune
,	Fw	,
Et	Vvc	et
vous	Pp	vous
direz	Vvc	dire
après	Rg	après
,	Fw	,
loin	Rg	loin
de	S	de
me	Pp	je
condamner	Vvn	condamner
,	Fw	,
Que	Vvc	que
je	Pp	je
ne	Rp	ne
pouvais	Vvc	pouvoir
moins	Rg	moins
que	Cs	que
vous	Pp	vous
importuner	Vvn	importuner
.	Fs	.
Las	Ag	las
!	Fs	!
À	Nc	à
qui	Pr	qui
voulez	Vvc	vouloir
-vous	Nc	-vous
que	Cs	que
l'	Da	le
affligé	Nc	affligé
s'	Pp	se
adresse	Vvc	adresser
,	Fw	,
Et	Vvc	et
qui	Pr	qui
peut	Vvc	pouvoir
mieux	Rg	mieux
que	Cs	que
vous	Pp	vous
consoler	Vvn	consoler
sa	Ds	son
tristesse	Nc	tristesse
?	Fs	?
Vous	Pp	vous
êtes	Vuc	être
dans	S	dans
un	Dn	un
rang	Nc	rang
qui	Pr	qui
vous	Pp	vous
égale	Vvc	égaler
aux	S+Da	à+les
Dieux	Ag	dieux
Vous	Nc	vous
pouvez	Vvc	pouvoir
ici-bas	Rg	ici-bas
ce	Pd	ce
qu'	Pr	que
ils	Pp	ils
peuvent	Vvc	pouvoir
aux	S+Da	à+les
Cieux	Nc	ciel|cieux
.	Fs	.
Vos	Ds	votre
sujets	Nc	sujet
ne	Rp	ne
sont	Vuc	être
rien	Pi	rien
que	Cs	que
selon	S	selon
votre	Ds	votre
envie	Nc	envie
,	Fw	,
Vous	Nc	vous
tenez	Vvc	tenir
dans	S	dans
vos	Ds	votre
mains	Nc	main
et	Cc	et
leur	Ds	leur
mort	Nc	mort
et	Cc	et
leur	Ds	leur
vie	Nc	vie
,	Fw	,
Et	Vvc	et
lorsque	Cs	lorsque
l'	Da	le
innocent	Nc	innocent
a	Vuc	avoir
besoin	Nc	besoin
de	S	de
secours	Nc	secours
,	Fw	,
Ce	Vvc	ce
n'	Rp	ne
est	Vuc	être
qu'	Rg	que
à	S	à
vous	Pp	vous
enfin	Rg	enfin
qu'	Cs	que
il	Pp	il
doit	Vvc	devoir
avoir	Vun	avoir
recours	Nc	recours
.	Fs	.
Elle	Pp	il
se	Pp	il
veut	Vvc	vouloir
jeter	Vvn	jeter
à	S	à
genoux	Nc	genou
.	Fs	.
Par	S	par
vous	Pp	vous
tout	Di	tout
se	Pp	il
commence	Vvc	commencer
et	Cc	et
par	S	par
vous	Pp	vous
tout	Di	tout
s'	Pp	se
achève	Vvc	achever
,	Fw	,
Et	Vvc	et
c'	Pd	ce
est	Vuc	être
de	S	de
vous	Pp	vous
enfin	Rg	enfin
qu'	Cs	que
il	Pp	il
faut	Vvc	faillir|falloir
que	Cs	que
tout	Di	tout
relève	Nc	relève
.	Fs	.
Ah	I	ah
!	Fs	!
Seigneur	Nc	seigneur
,	Fw	,
permettez	Vvc	permettre
.	Fs	.
Je	Pp	je
vous	Pp	vous
l'	Pp	il
ai	Vuc	avoir
déjà	Rg	déjà
dit	Ge	dire
.	Fs	.
Autant	Rg	autant
qu'	Cs	que
auparavant	Rg	auparavant
ce	Dd	ce
discours	Nc	discours
m'	Pp	je
étourdit	Vvc	étourdir
,	Fw	,
Il	Vvc	il
trouble	Ag	trouble
le	Da	le
repos	Nc	repos
que	Pr	que
je	Pp	je
devrais	Vvc	devoir
attendre	Vvn	attendre
,	Fw	,
Je	Vvc	je
ne	Rp	ne
vous	Pp	vous
puis	Vvc	pouvoir
souffrir	Vvn	souffrir
et	Cc	et
ne	Rp	ne
le	Pp	il
puis	Vvc	pouvoir
entendre	Vvn	entendre
,	Fw	,
Je	Vvc	je
ne	Rp	ne
changerai	Vvc	changer
point	Rg	point
l'	Da	le
arrêt	Nc	arrêt
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
donné	Ge	donner
,	Fw	,
Je	Vvc	je
suis	Vuc	être
las	Ag	las
de	S	de
vous	Pp	vous
voir	Vvn	voir
et	Cc	et
d'	S	de
être	Vun	être
importuné	Ge	importuner
.	Fs	.
Ah	I	ah
!	Fs	!
Changez	Vvc	changer
cet	Dd	ce
arrêt	Nc	arrêt
puisqu'il	Cs	puisqu'il
vous	Pp	vous
fait	Vvc	faire
outrage	Nc	outrage
,	Fw	,
Voyez	Vvc	voir
mon	Ds	mon
désespoir	Nc	désespoir
peint	Vvc	peindre
dessus	S	dessus
mon	Ds	mon
visage	Nc	visage
,	Fw	,
Écoutez	Nc	écoutez
ces	Dd	ce
soupirs	Nc	soupir
enfants	Nc	enfant
de	S	de
mes	Ds	mon
douleurs	Nc	douleur
,	Fw	,
Observez	Vvc	observer
mes	Ds	mon
sanglots	Nc	sanglot
,	Fw	,
considérez	Vvc	considérer
mes	Ds	mon
pleurs	Nc	pleur
,	Fw	,
Et	Vvc	et
connaissant	Ga	connaître
les	Da	le
maux	Nc	mal
dont	Pr	dont
je	Pp	je
suis	Vuc	être
affligée	Ge	affliger
Ou	Vvc	ou
faites	Vvc	faire
que	Cs	que
je	Pp	je
meure	Vvc	murer
ou	Cc	ou
que	Cs	que
je	Pp	je
sois	Vuc	être
vengée	Ge	venger
.	Fs	.
Ah	I	ah
!	Fs	!
Douleur	Nc	douleur
fais	Vvc	faire
ici	Rg	ici
ton	Ds	ton
plus	Rg	plus
puissant	Ag	puissant
effort	Nc	effort
,	Fw	,
Implore	Vvc	implorer
de	S	de
mon	Ds	mon
Roi	Nc	roi
la	Da	le
Justice	Nc	justice
ou	Cc	ou
la	Da	le
mort	Nc	mort
,	Fw	,
Anime	Vvc	animer
mon	Ds	mon
esprit	Nc	esprit
,	Fw	,
pousse	Vvc	pousser
et	Cc	et
conduis	Vvc	conduire
ma	Ds	mon
langue	Nc	langue
,	Fw	,
Arme	Vvc	armer
de	S	de
traits	Nc	trait|traits
perçants	Ga	percer
ta	Ds	ton
muette	Ag	muet
Harangue	Nc	harangue
.	Fs	.
À	Vvc	à
mon	Ds	mon
secours	Nc	secours
,	Fw	,
honneur	Nc	honneur
!	Fs	!
À	Vvc	à
mon	Ds	mon
secours	Nc	secours
pitié	Nc	pitié
!	Fs	!
Venez	Vvc	venir
du	S+Da	de+le
Ciel	Vvc	ciel
ici	Rg	ici
combattre	Vvn	combattre
l'	Da	le
amitié	Nc	amitié
,	Fw	,
Prêtez	Vvc	prêtez
votre	Ds	votre
assistance	Nc	assistance
à	S	à
ceux	Pd	celui
qui	Pr	qui
vous	Pp	vous
réclament	Vvc	réclamer
,	Fw	,
Secondez	Vvc	seconder
aujourd'hui	Rg	aujourd'hui
les	Da	le
désirs	Nc	désir
qui	Pr	qui
m'	Pp	je
enflamment	Vvc	enflammer
,	Fw	,
Et	Vvc	et
venez	Vvc	venir
triompher	Vvn	triompher
d'	S	de
un	Dn	un
monstre	Nc	monstre
de	S	de
l'	Da	le
enfer	Nc	enfer
Puisque	Vvc	puisque
mon	Ds	mon
souverain	Nc	souverain
n'	Rp	ne
en	Pp	en
veut	Vvc	vouloir
pas	Rg	pas
triompher	Vvn	triompher
,	Fw	,
Répandez	Vvc	répandez
dans	S	dans
son	Ds	son
coeur	Nc	cœur
.	Fs	.
Vous	Pp	vous
perdez	Vvc	perdre
temps	Nc	temps
,	Fw	,
Madame	Nc	madame
,	Fw	,
Ni	Vvc	ni
vous	Pp	vous
ni	Cc	ni
la	Da	le
pitié	Nc	pitié
n'	Rp	ne
ont	Vuc	avoir
pu	Ge	pouvoir
toucher	Vvn	toucher
mon	Ds	mon
âme	Nc	âme
,	Fw	,
Et	Vvc	et
demeurant	Ga	demeurer
toujours	Rg	toujours
ferme	Vvc	fermer
dedans	Rg	dedans
ce	Dd	ce
point	Nc	point
Ni	Vvc	ni
la	Da	le
pitié	Nc	pitié
ni	Cc	ni
vous	Pp	vous
ne	Rp	ne
la	Pp	il
toucherez	Vvc	toucher
point	Rg	point
,	Fw	,
Je	Vvc	je
vous	Pp	vous
l'	Pp	il
ai	Vuc	avoir
déjà	Rg	déjà
dit	Ge	dire
,	Fw	,
je	Pp	je
vous	Pp	vous
le	Pp	il
dis	Vvc	dire
encore	Rg	encore
,	Fw	,
Je	Vvc	je
ne	Rp	ne
perdrai	Vvc	perdre
jamais	Rg	jamais
un	Dn	un
ami	Nc	ami
que	Pr	que
j'	Pp	je
adore	Vvc	adorer
,	Fw	,
Tous	Nc	toux
vos	Ds	votre
pleurs	Nc	pleur
et	Cc	et
vos	Ds	votre
cris	Nc	cri
vous	Pp	vous
seront	Vuc	être
superflus	Ag	superflu
.	Fs	.
Adieu	Nc	adieu
,	Fw	,
retirez	Vvc	retirer
-vous	Nc	-vous
et	Cc	et
ne	Rp	ne
m'	Pp	je
en	Pp	en
parlez	Vvc	parler
plus	Rg	plus
.	Fs	.
Il	Pp	il
la	Pp	il
pousse	Vvc	pousser
rudement	Rg	rudement
.	Fs	.
Que	Cs	que
je	Pp	je
n'	Rp	ne
en	Pp	en
parle	Vvc	parler
plus	Rg	plus
,	Fw	,
et	Cc	et
que	Cs	que
je	Pp	je
me	Pp	je
retire	Vvc	retirer
?	Fs	?
Est	Vuc	être
-ce	Vvc	-ce
ainsi	Rg	ainsi
que	Cs	que
tu	Pp	tu
tiens	Vvc	tenir
les	Da	le
Rênes	Nc	rênes
de	S	de
l'	Da	le
Empire	Nc	empire
?	Fs	?
Est	Vuc	être
-ce	Vvc	-ce
ainsi	Rg	ainsi
que	Cs	que
tu	Pp	tu
fais	Vvc	faire
les	Da	le
actions	Nc	action
d'	S	de
un	Dn	un
Roi	Nc	roi
?	Fs	?
Sont	Vuc	être
-ce	Vvc	-ce
là	Rg	là
les	Da	le
vertus	Nc	vertu
que	Pr	que
l'	Pp	il
on	Pp	on
adore	Vvc	adorer
en	S	en
toi	Pp	tu
,	Fw	,
Et	Vvc	et
lorsque	Cs	lorsque
je	Pp	je
t'	Pp	tu
implore	Vvc	implorer
,	Fw	,
oses	Nc	ose
-tu	Vvc	-tu
bien	Rg	bien
me	Pp	je
dire	Vvn	dire
Que	Vvc	que
je	Pp	je
n'	Rp	ne
en	Pp	en
parle	Vvc	parler
plus	Rg	plus
,	Fw	,
et	Cc	et
que	Cs	que
je	Pp	je
me	Pp	je
retire	Vvc	retirer
?	Fs	?
Quoi	Pt	quoi
?	Fs	?
Les	Da	le
Dieux	Nc	dieux
t'	Pp	tu
ont	Vuc	avoir
-ils	Ge	-ils
mis	Ge	mettre
le	Da	le
Sceptre	Nc	sceptre
dans	S	dans
la	Da	le
main	Nc	main
À	Nc	à
dessein	Nc	dessein
seulement	Rg	seulement
de	S	de
te	Pp	tu
rendre	Vvn	rendre
inhumain	Ag	inhumain
?	Fs	?
Ne	Rp	ne
t'	Pp	tu
ont	Vuc	avoir
-ils	Ge	-ils
accordé	Ge	accorder
la	Da	le
puissance	Nc	puissance
Royale	Ag	royal
Que	Vvc	que
pour	S	pour
faire	Vvn	faire
éclater	Vvn	éclater
une	Dn	un
âme	Nc	âme
déloyale	Ag	déloyal
,	Fw	,
Et	Vvc	et
ne	Rp	ne
t'	Pp	tu
ont	Vuc	avoir
-ils	Ge	-ils
rendu	Ge	rendre
leur	Ds	leur
arbitre	Nc	arbitre
en	S	en
ces	Dd	ce
lieux	Nc	lieu
Que	Vvc	que
pour	S	pour
voir	Vvn	voir
profaner	Vvn	profaner
ce	Pd	ce
qu'	Pr	que
ils	Pp	ils
aiment	Vvc	aimer
le	Da	le
mieux	Nc	mieux
?	Fs	?
Par	S	par
eux	Pp	eux
nous	Pp	nous
te	Pp	tu
voyons	Vvc	voir
hors	S	hors
du	S+Da	de+le
commun	Nc	commun
des	S+Da	de+le|de+les
hommes	Nc	homme
,	Fw	,
Sans	Vvc	sans
eux	Pp	eux
tu	Pp	tu
ne	Rp	ne
serais	Vuc	être
que	Rg	que
ce	Pd	ce
que	Pr	que
nous	Pp	nous
te	Pp	tu
sommes	Vuc	être
,	Fw	,
Ce	Vvc	ce
sont	Vuc	être
eux	Pp	eux
qui	Pr	qui
t'	Pp	tu
ont	Vuc	avoir
mis	Ge	mettre
le	Da	le
Sceptre	Nc	sceptre
dans	S	dans
la	Da	le
main	Nc	main
Ce	Ag	ce
sont	Vuc	être
eux	Pp	eux
qui	Pr	qui
pourront	Vvc	pouvoir
te	Pp	tu
l'	Pp	il
arracher	Vvn	arracher
demain	Rg	demain
,	Fw	,
Ce	Vvc	ce
sont	Vuc	être
eux	Pp	eux
qui	Pr	qui
t'	Pp	tu
ont	Vuc	avoir
fait	Ge	faire
adorer	Vvn	adorer
sur	S	sur
la	Da	le
terre	Nc	terre
,	Fw	,
Qui	Vvc	qui
t'	Pp	tu
ont	Vuc	avoir
fait	Ge	faire
regarder	Vvn	regarder
comme	S	comme
un	Dn	un
foudre	Nc	foudre
de	S	de
guerre	Nc	guerre
,	Fw	,
Qui	Vvc	qui
t'	Pp	tu
ont	Vuc	avoir
rendu	Ge	rendre
l'	Da	le
effroi	Nc	effroi
de	S	de
tous	Di	tout
tes	Ds	ton
ennemis	Nc	ennemi
,	Fw	,
Qui	Vvc	qui
les	Pp	ils
ont	Vuc	avoir
attaqués	Ge	attaquer
,	Fw	,
qui	Pr	qui
te	Pp	tu
les	Pp	ils
ont	Vuc	avoir
soumis	Ge	soumettre
,	Fw	,
Et	Vvc	et
ce	Pd	ce
sont	Vuc	être
eux	Pp	eux
enfin	Rg	enfin
,	Fw	,
qui	Pr	qui
selon	S	selon
mon	Ds	mon
envie	Nc	envie
T'	Ag	t'
ôteront	Vvc	ôter
dedans	Rg	dedans
peu	Rg	peu
la	Da	le
Couronne	Nc	couronne
et	Cc	et
la	Da	le
vie	Nc	vie
,	Fw	,
Rendront	Vvc	rendre
ton	Ds	ton
Diadème	Nc	diadème
un	Dn	un
horrible	Ag	horrible
bandeau	Nc	bandeau
Et	Ag	et
feront	Vvc	faire
de	S	de
ton	Ds	ton
trône	Nc	trône
un	Dn	un
funeste	Ag	funeste
tombeau	Nc	tombeau
.	Fs	.
Hé	Vvc	hé
quoi	Pt	quoi
,	Fw	,
femme	Nc	femme
!	Fs	!
Oses	Nc	ose
-tu	Vvc	-tu
me	Pp	je
parler	Vvn	parler
de	S	de
la	Da	le
sorte	Nc	sorte
?	Fs	?
Va	Vvc	aller
,	Fw	,
va	Vvc	aller
,	Fw	,
garde	Nc	garde
d'	S	de
aigrir	Vvn	aigrir
le	Da	le
courroux	Nc	courroux
qui	Pr	qui
m'	Pp	je
emporte	Vvc	emporter
,	Fw	,
Ne	Vvc	ne
me	Pp	je
réplique	Vvc	répliquer
plus	Rg	plus
,	Fw	,
sors	Vvc	sortir
promptement	Rg	promptement
d'	S	de
ici	Rg	ici
,	Fw	,
Ou	Vvc	ou
je	Pp	je
t'	Pp	tu
apprendrai	Vvc	apprendre
bien	Rg	bien
de	S	de
t'	Pp	tu
échapper	Vvn	échapper
ainsi	Rg	ainsi
.	Fs	.
Je	Pp	je
m'	Pp	je
échappe	Vvc	échapper
,	Fw	,
il	Pp	il
est	Vuc	être
vrai	Ag	vrai
,	Fw	,
mais	Cc	mais
pourrais	Vvc	pouvoir
-je	Vvc	-je
moins	Rg	moins
faire	Vvn	faire
,	Fw	,
Si	Vvc	si
je	Pp	je
te	Pp	tu
vois	Vvc	voir
ternir	Vvn	ternir
ton	Ds	ton
plus	Rg	plus
beau	Ag	beau
caractère	Nc	caractère
?	Fs	?
Et	Cc	et
pourrais	Vvc	pouvoir
-je	Vvc	-je
penser	Vvn	penser
que	Cs	que
tu	Pp	tu
fusses	Vuc	être
mon	Ds	mon
Roi	Nc	roi
,	Fw	,
Voyant	Ga	voir
régner	Vvn	régner
ainsi	Rg	ainsi
l'	Da	le
injustice	Nc	injustice
chez	S	chez
toi	Pp	tu
?	Fs	?
Non	Rg	non
,	Fw	,
je	Pp	je
ne	Rp	ne
te	Pp	tu
crois	Vvc	croire|croître
point	Rg	point
mon	Ds	mon
Prince	Nc	prince
légitime	Ag	légitime
.	Fs	.
Philippe	Nc	philippe
aime	Vvc	aimer
l'	Da	le
honneur	Nc	honneur
,	Fw	,
toi	Pp	tu
tu	Pp	tu
chéris	Vvc	chérir
le	Da	le
crime	Nc	crime
,	Fw	,
Et	Vvc	et
j'	Pp	je
ose	Vvc	oser
encor	Nc	encor
un	Dn	un
coup	Nc	coup
m'	Pp	je
obstiner	Vvn	obstiner
en	S	en
ce	Dd	ce
point	Nc	point
,	Fw	,
Puisqu'il	Nc	puisqu'il
est	Vuc	être
vertueux	Ag	vertueux
et	Cc	et
que	Cs	que
tu	Pp	tu
ne	Rp	ne
l'	Pp	il
es	Vuc	être
point	Rg	point
Non	Vvc	non
,	Fw	,
ce	Pd	ce
ne	Rp	ne
fut	Vuc	être
pas	Rg	pas
toi	Pp	tu
qui	Pr	qui
triomphas	Vvc	triompher
d'	S	de
Argée	Nc	argée
,	Fw	,
Qui	Vvc	qui
défis	Nc	défi
les	Pp	ils
Hongrois	Vvc	hongrer
en	S	en
bataille	Nc	bataille
rangée	Ge	ranger
,	Fw	,
Domptas	Vvc	dompter
les	Pp	ils
Esclavons	Vvc	esclavons
et	Cc	et
bravas	Vvc	braver
le	Da	le
destin	Nc	destin
,	Fw	,
En	Vvc	en
subjuguant	Ga	subjuguer
le	Da	le
Trace	Nc	trace|tracé
et	Cc	et
l'	Da	le
Emphipolitain	Nc	emphipolitain
.	Fs	.
Non	Rg	non
,	Fw	,
ce	Pd	ce
ne	Rp	ne
fut	Vuc	être
pas	Rg	pas
toi	Pp	tu
qui	Pr	qui
démolis	Vvc	démolir
Méthone	Vvc	méthone
,	Fw	,
Qui	Vvc	qui
punis	Nc	puni
et	Cc	et
chassas	Vvc	chasser
le	Da	le
Tyran	Nc	tyran
Tisiphone	Ag	tisiphone
,	Fw	,
Qui	Vvc	qui
défis	Nc	défi
Licoon	Nc	licoon
pour	S	pour
les	Da	le
Thessaliens	Nc	thessalien
,	Fw	,
Qui	Vvc	qui
rompis	Vvc	rompre
Onomarque	Nc	onomarque
avec	S	avec
les	Da	le
Phociens	Nc	phociens
,	Fw	,
Qui	Vvc	qui
pris	Ge	prendre
d'	S	de
assaut	Nc	assaut
Calcide	Vvc	calcide
et	Cc	et
la	Da	le
ville	Nc	ville
d'	S	de
Hollainte	Nc	hollainte
,	Fw	,
Par	Nc	par
des	S+Da	de+le|de+les
pieux	Ag	pieux
travaux	Nc	travail|travaux
finis	Vvc	finir
la	Da	le
guerre	Nc	guerre
sainte	Ag	saint
;	Fw	;
Qui	Vvc	qui
se	Pp	il
fis	Vvc	faire
redouter	Vvn	redouter
chez	S	chez
les	Da	le
Athéniens	Nc	athéniens
,	Fw	,
Qui	Vvc	qui
mis	Ge	mettre
dedans	Rg	dedans
ses	Ds	son
fers	Nc	fer|fers
tant	Rg	tant
de	S	de
Béotiens	Nc	béotiens
,	Fw	,
Et	Vvc	et
s'	Cs	si
en	Pp	en
rendis	Vvc	rendre
le	Da	le
maître	Nc	maître
en	S	en
l'	Da	le
heureuse	Ag	heureux
journée	Nc	journée
Qu'	Vvc	qu'
il	Pp	il
rougit	Vvc	rougir
de	S	de
leur	Ds	leur
sang	Nc	sang
les	Da	le
champs	Nc	champ|champs
de	S	de
Chéronnée	Nc	chéronnée
.	Fs	.
Tu	Pp	tu
ne	Rp	ne
les	Pp	ils
vainquis	Vvc	vaincre
point	Rg	point
,	Fw	,
non	Rg	non
,	Fw	,
ce	Pd	ce
ne	Rp	ne
fut	Vuc	être
pas	Rg	pas
toi	Pp	tu
.	Fs	.
Tu	Pp	tu
n'	Rp	ne
es	Vuc	être
plus	Rg	plus
ce	Pd	ce
Philippe	Vvc	philippe
,	Fw	,
et	Cc	et
tu	Pp	tu
n'	Rp	ne
es	Vuc	être
plus	Rg	plus
mon	Ds	mon
Roi	Nc	roi
.	Fs	.
Je	Pp	je
ne	Rp	ne
te	Pp	tu
connais	Vvc	connaître
point	Rg	point
en	S	en
ma	Ds	mon
fureur	Nc	fureur
extrême	Ag	extrême
,	Fw	,
Rends	Vvc	rendre
-moi	Vvc	-moi
donc	Rg	donc
la	Da	le
justice	Nc	justice
à	S	à
cause	Nc	cause
de	S	de
toi	Pp	tu
-même	Vvc	-même
.	Fs	.
Quels	Dt	quel
discours	Nc	discours
insolents	Ag	insolent
,	Fw	,
quelle	Dt	quel
témérité	Nc	témérité
!	Fs	!
Va	Vvc	aller
,	Fw	,
va	Vvc	aller
,	Fw	,
n'	Rp	ne
abusez	Vvc	abuser
plus	Rg	plus
de	S	de
ma	Ds	mon
rare	Ag	rare
bonté	Nc	bonté
,	Fw	,
Ma	Vvc	ma
patience	Nc	patience
est	Vuc	être
lâche	Ag	lâche
après	S	après
un	Dn	un
tel	Ag	tel
langage	Nc	langage
,	Fw	,
Et	Vvc	et
ton	Ds	ton
trépas	Nc	trépas
devrait	Vvc	devoir
réparer	Vvn	réparer
cet	Dd	ce
outrage	Nc	outrage
.	Fs	.
Sors	Vvc	sortir
d'	S	de
ici	Rg	ici
promptement	Rg	promptement
.	Fs	.
Je	Pp	je
n'	Rp	ne
en	Pp	en
sortirai	Vvc	sortir
pas	Rg	pas
.	Fs	.
Je	Pp	je
suis	Vuc	être
une	Dn	un
furie	Nc	furie
attachée	Ge	attacher
à	S	à
tes	Ds	ton
pas	Nc	pas
.	Fs	.
Hélas	Vvc	hélas
,	Fw	,
quelqu'un	Pi	quelqu'un
à	S	à
moi	Pp	je
,	Fw	,
garde	Nc	garde
!	Fs	!
Rien	Pi	rien
ne	Rp	ne
m'	Pp	je
étonne	Vvc	étonner
,	Fw	,
Je	Vvc	je
crains	Vvc	craindre
ta	Ds	ton
garde	Nc	garde
encor	Vvc	encor
bien	Rg	bien
moins	Rg	moins
que	Cs	que
ta	Ds	ton
personne	Nc	personne
.	Fs	.
Évitons	Nc	évitons
,	Fw	,
quittons	Vvc	quitter
-la	Vvc	-la
.	Fs	.
Tu	Pp	tu
ne	Rp	ne
peux	Vvc	pouvoir
éviter	Vvn	éviter
.	Fs	.
Empêchons	Vvc	empêchons
le	Da	le
courroux	Nc	courroux
qui	Pr	qui
pourrait	Vvc	pouvoir
l'	Pp	il
emporter	Vvn	emporter
.	Fs	.
Ah	I	ah
Ciel	Ag	ciel
!	Fs	!
Que	Pt	que
feras	Vvc	faire|ferrer
-tu	Vvn	-tu
de	S	de
cette	Dd	ce
autre	Ag	autre
Lucresse	Nc	lucresse
?	Fs	?
Elle	Pp	il
tire	Vvc	tirer
un	Dn	un
poignard	Nc	poignard
,	Fw	,
ah	I	ah
Dieux	Ag	dieux
!	Fs	!
Elle	Pp	il
le	Pp	il
presse	Vvc	presser
,	Fw	,
Elle	Vvc	elle
chancelle	Ge	chanceler
,	Fw	,
il	Pp	il
tombe	Vvc	tomber
,	Fw	,
elle	Pp	il
se	Pp	il
frappe	Vvc	frapper
aussi	Rg	aussi
.	Fs	.
Hélas	Vvc	hélas
,	Fw	,
quel	Dt	quel
accident	Nc	accident
,	Fw	,
juste	Ag	juste
Ciel	Vvc	ciel
,	Fw	,
qu'	Pr	que
est	Vuc	être
-ce	Ge	-ce
ci	Vvc	ci
?	Fs	?
Fuyons	Vvc	fuir
pour	S	pour
éviter	Vvn	éviter
une	Dn	un
peine	Nc	peine
infinie	Ag	infini
,	Fw	,
Et	Vvc	et
voyons	Vvc	voir
sans	S	sans
regret	Nc	regret
l'	Da	le
injustice	Nc	injustice
punie	Ge	punir
.	Fs	.
ARGUMENT	Nc	argument
DU	Vvc	du
SECOND	Nc	second
ACTE	Vvc	acter
.	Fs	.
CAMILLE	Np	µcamille
Capitaine	Nc	capitaine
Romain	Ag	romain
ayant	Ga	avoir
un	Dn	un
fort	Rg	fort
à	S	à
sa	Ds	son
garde	Nc	garde
en	S	en
l'	Da	le
armée	Nc	armée
que	Pr	que
Fabie	Vvc	fabie
commandait	Vvc	commander
pour	S	pour
les	Da	le
Romains	Nc	romain
contre	S	contre
Hannibal	Nc	hannibal
,	Fw	,
en	Pp	en
sortait	Vvc	sortir
tous	Di	tout
les	Da	le
soirs	Nc	soir
pour	S	pour
aller	Vvn	aller
voir	Vvn	voir
une	Dn	un
fille	Nc	fille
qu'	Pr	que
il	Pp	il
aimait	Vvc	aimer
en	S	en
l'	Da	le
armée	Nc	armée
des	S+Da	de+le|de+les
ennemis	Nc	ennemi
.	Fs	.
1.	Dt	@ord@
Son	Nc	son
ami	Nc	ami
lui	Pp	il
représente	Vvc	représenter
le	Da	le
tort	Nc	tort
qu'	Pr	que
il	Pp	il
se	Pp	il
fait	Vvc	faire
se	Pp	il
mettant	Ga	mettre
au	S+Da	à+le
hasard	Nc	hasard
d'	S	de
être	Vun	être
soupçonné	Ge	soupçonner
de	S	de
quelque	Di	quelque
intelligence	Nc	intelligence
avec	S	avec
les	Da	le
ennemis	Nc	ennemi
,	Fw	,
il	Pp	il
oppose	Vvc	opposer
à	S	à
ses	Ds	son
raisons	Nc	raison
la	Da	le
violence	Nc	violence
de	S	de
son	Ds	son
amour	Nc	amour
,	Fw	,
et	Cc	et
croit	Vvc	croire|croître
que	Cs	que
sa	Ds	son
fidélité	Nc	fidélité
ne	Rp	ne
peut	Vvc	pouvoir
être	Vun	être
soupçonnée	Ge	soupçonner
,	Fw	,
n'	Rp	ne
ayant	Ga	avoir
pas	Rg	pas
dessein	Nc	dessein
de	S	de
la	Pp	il
violer	Vvn	violer
.	Fs	.
2.	Pt	@ord@
Des	Vvc	des
gens	Nc	gens|gent
viennent	Vvc	venir
de	S	de
la	Da	le
part	Nc	part
de	S	de
Fabie	Vvc	fabie
se	Pp	il
saisir	Vvn	saisir
de	S	de
lui	Pp	il
,	Fw	,
son	Ds	son
courage	Nc	courage
l'	Pp	il
oblige	Vvc	obliger
de	S	de
faire	Vvn	faire
résistance	Nc	résistance
,	Fw	,
jusqu'	S	jusque
à	S	à
ce	Pd	ce
qu'	Cs	que
un	Dn	un
ordre	Nc	ordre
plus	Rg	plus
puissant	Ag	puissant
le	Pp	il
contraint	Vvc	contraindre
de	S	de
se	Pp	il
rendre	Vvn	rendre
.	Fs	.
3.	Pt	@ord@
Fabie	Vvc	fabie
paraît	Vvc	paraître
qui	Pr	qui
lui	Pp	il
demandant	Ga	demander
son	Ds	son
épée	Nc	épée
le	Pp	il
remet	Vvc	remettre
ensuite	Rg	ensuite
entre	S	entre
les	Da	le
mains	Nc	main
de	S	de
ses	Ds	son
gardes	Nc	garde|gardes
pour	S	pour
le	Pp	il
punir	Vvn	punir
de	S	de
l'	Da	le
infidélité	Nc	infidélité
qu'	Pr	que
il	Pp	il
présupposait	Vvc	présupposer
en	S	en
lui	Pp	il
.	Fs	.
4.	Pt	@ord@
L'	Vvc	l'
ami	Nc	ami
de	S	de
Camille	Nc	camille
restant	Ga	rester
avec	S	avec
Fabie	Nc	fabie
éclaircit	Vvc	éclaircir
la	Da	le
vérité	Nc	vérité
des	S+Da	de+le|de+les
choses	Nc	chose
,	Fw	,
et	Cc	et
lui	Pp	il
représente	Vvc	représenter
que	Cs	que
l'	Da	le
amour	Nc	amour
qu'	Pr	que
il	Pp	il
avait	Vuc	avoir
,	Fw	,
était	Vuc	être
chez	S	chez
les	Da	le
ennemis	Nc	ennemi
,	Fw	,
et	Cc	et
non	Rg	non
pour	S	pour
les	Da	le
